Action	Reward
{'layer0_row249': [0, 249]}	tensor(-0.9008)
{'layer0_row94': [0, 94]}	tensor(-0.9041)
{'layer0_row158': [0, 158]}	tensor(-0.9067)
{'layer1_row53': [1, 53]}	tensor(-0.9100)
{'layer0_row164': [0, 164]}	tensor(-0.9115)
{'layer0_row246': [0, 246]}	tensor(-0.9146)
{'layer1_row33': [1, 33]}	tensor(-0.9169)
{'layer0_row228': [0, 228]}	tensor(-0.9183)
{'layer0_row125': [0, 125]}	tensor(-0.9211)
{'layer0_row190': [0, 190]}	tensor(-0.9242)
{'layer0_row122': [0, 122]}	tensor(-0.9278)
{'layer0_row257': [0, 257]}	tensor(-0.9301)
{'layer0_row97': [0, 97]}	tensor(-0.9342)
{'layer0_row292': [0, 292]}	tensor(-0.9372)
{'layer0_row192': [0, 192]}	tensor(-0.9411)
{'layer1_row5': [1, 5]}	tensor(-0.9444)
{'layer0_row38': [0, 38]}	tensor(-0.9446)
{'layer0_row126': [0, 126]}	tensor(-0.9491)
{'layer1_row38': [1, 38]}	tensor(-0.9524)
{'layer1_row47': [1, 47]}	tensor(-0.9527)
{'layer1_row64': [1, 64]}	tensor(-0.9532)
{'layer0_row43': [0, 43]}	tensor(-0.9545)
{'layer0_row217': [0, 217]}	tensor(-0.9582)
{'layer0_row99': [0, 99]}	tensor(-0.9618)
{'layer0_row53': [0, 53]}	tensor(-0.9649)
{'layer0_row271': [0, 271]}	tensor(-0.9672)
{'layer0_row169': [0, 169]}	tensor(-0.9711)
{'layer0_row251': [0, 251]}	tensor(-0.9751)
{'layer0_row77': [0, 77]}	tensor(-0.9786)
{'layer0_row9': [0, 9]}	tensor(-0.9831)
{'layer0_row68': [0, 68]}	tensor(-0.9866)
{'layer0_row198': [0, 198]}	tensor(-0.9899)
{'layer0_row2': [0, 2]}	tensor(-0.9932)
{'layer1_row67': [1, 67]}	tensor(-0.9961)
{'layer1_row72': [1, 72]}	tensor(-0.9973)
{'layer0_row259': [0, 259]}	tensor(-0.9985)
{'layer0_row253': [0, 253]}	tensor(-1.0028)
{'layer1_row51': [1, 51]}	tensor(-1.0060)
{'layer0_row42': [0, 42]}	tensor(-1.0069)
{'layer0_row244': [0, 244]}	tensor(-1.0108)
{'layer1_row23': [1, 23]}	tensor(-1.0155)
{'layer1_row57': [1, 57]}	tensor(-1.0161)
{'layer0_row209': [0, 209]}	tensor(-1.0173)
{'layer0_row55': [0, 55]}	tensor(-1.0214)
{'layer0_row34': [0, 34]}	tensor(-1.0254)
{'layer1_row54': [1, 54]}	tensor(-1.0281)
{'layer0_row280': [0, 280]}	tensor(-1.0300)
{'layer0_row59': [0, 59]}	tensor(-1.0335)
{'layer0_row243': [0, 243]}	tensor(-1.0371)
{'layer1_row86': [1, 86]}	tensor(-1.0418)
{'layer0_row299': [0, 299]}	tensor(-1.0425)
{'layer0_row289': [0, 289]}	tensor(-1.0463)
{'layer0_row230': [0, 230]}	tensor(-1.0512)
{'layer1_row80': [1, 80]}	tensor(-1.0554)
{'layer0_row29': [0, 29]}	tensor(-1.0563)
{'layer1_row31': [1, 31]}	tensor(-1.0601)
{'layer0_row240': [0, 240]}	tensor(-1.0611)
{'layer1_row22': [1, 22]}	tensor(-1.0652)
{'layer0_row143': [0, 143]}	tensor(-1.0668)
{'layer0_row175': [0, 175]}	tensor(-1.0697)
{'layer0_row66': [0, 66]}	tensor(-1.0754)
{'layer0_row45': [0, 45]}	tensor(-1.0791)
{'layer0_row227': [0, 227]}	tensor(-1.0832)
{'layer1_row24': [1, 24]}	tensor(-1.0872)
{'layer0_row144': [0, 144]}	tensor(-1.0895)
{'layer0_row213': [0, 213]}	tensor(-1.0938)
{'layer0_row75': [0, 75]}	tensor(-1.0970)
{'layer1_row35': [1, 35]}	tensor(-1.1019)
{'layer1_row74': [1, 74]}	tensor(-1.1031)
{'layer0_row88': [0, 88]}	tensor(-1.1042)
{'layer1_row85': [1, 85]}	tensor(-1.1090)
{'layer1_row89': [1, 89]}	tensor(-1.1099)
{'layer0_row26': [0, 26]}	tensor(-1.1111)
{'layer0_row72': [0, 72]}	tensor(-1.1156)
{'layer0_row180': [0, 180]}	tensor(-1.1210)
{'layer0_row172': [0, 172]}	tensor(-1.1257)
{'layer0_row31': [0, 31]}	tensor(-1.1298)
{'layer1_row26': [1, 26]}	tensor(-1.1343)
{'layer0_row130': [0, 130]}	tensor(-1.1359)
{'layer0_row127': [0, 127]}	tensor(-1.1402)
{'layer0_row123': [0, 123]}	tensor(-1.1456)
{'layer0_row248': [0, 248]}	tensor(-1.1507)
{'layer0_row105': [0, 105]}	tensor(-1.1549)
{'layer0_row10': [0, 10]}	tensor(-1.1595)
{'layer0_row65': [0, 65]}	tensor(-1.1639)
{'layer1_row45': [1, 45]}	tensor(-1.1703)
{'layer0_row238': [0, 238]}	tensor(-1.1711)
{'layer1_row49': [1, 49]}	tensor(-1.1752)
{'layer0_row284': [0, 284]}	tensor(-1.1780)
{'layer0_row64': [0, 64]}	tensor(-1.1824)
{'layer0_row162': [0, 162]}	tensor(-1.1877)
{'layer0_row85': [0, 85]}	tensor(-1.1931)
{'layer0_row20': [0, 20]}	tensor(-1.1985)
{'layer0_row161': [0, 161]}	tensor(-1.2024)
{'layer0_row154': [0, 154]}	tensor(-1.2080)
{'layer0_row120': [0, 120]}	tensor(-1.2130)
{'layer1_row30': [1, 30]}	tensor(-1.2180)
{'layer0_row225': [0, 225]}	tensor(-1.2192)
{'layer0_row220': [0, 220]}	tensor(-1.2244)
{'layer0_row74': [0, 74]}	tensor(-1.2308)
{'layer0_row106': [0, 106]}	tensor(-1.2352)
{'layer0_row203': [0, 203]}	tensor(-1.2415)
{'layer0_row229': [0, 229]}	tensor(-1.2474)
{'layer0_row37': [0, 37]}	tensor(-1.2532)
{'layer0_row211': [0, 211]}	tensor(-1.2584)
{'layer0_row235': [0, 235]}	tensor(-1.2638)
{'layer0_row268': [0, 268]}	tensor(-1.2692)
{'layer0_row231': [0, 231]}	tensor(-1.2758)
{'layer1_row36': [1, 36]}	tensor(-1.2812)
{'layer0_row167': [0, 167]}	tensor(-1.2828)
{'layer0_row165': [0, 165]}	tensor(-1.2902)
{'layer0_row93': [0, 93]}	tensor(-1.2951)
{'layer0_row89': [0, 89]}	tensor(-1.3013)
{'layer1_row56': [1, 56]}	tensor(-1.3072)
{'layer1_row18': [1, 18]}	tensor(-1.3085)
{'layer0_row170': [0, 170]}	tensor(-1.3098)
{'layer0_row100': [0, 100]}	tensor(-1.3159)
{'layer0_row159': [0, 159]}	tensor(-1.3228)
{'layer1_row73': [1, 73]}	tensor(-1.3287)
{'layer0_row293': [0, 293]}	tensor(-1.3311)
{'layer0_row226': [0, 226]}	tensor(-1.3361)
{'layer0_row188': [0, 188]}	tensor(-1.3439)
{'layer0_row7': [0, 7]}	tensor(-1.3486)
{'layer0_row241': [0, 241]}	tensor(-1.3559)
{'layer0_row139': [0, 139]}	tensor(-1.3638)
{'layer0_row221': [0, 221]}	tensor(-1.3687)
{'layer0_row294': [0, 294]}	tensor(-1.3754)
{'layer1_row55': [1, 55]}	tensor(-1.3827)
{'layer0_row218': [0, 218]}	tensor(-1.3837)
{'layer0_row283': [0, 283]}	tensor(-1.3914)
{'layer0_row133': [0, 133]}	tensor(-1.3980)
{'layer0_row96': [0, 96]}	tensor(-1.4059)
{'layer0_row11': [0, 11]}	tensor(-1.4133)
{'layer0_row264': [0, 264]}	tensor(-1.4188)
{'layer1_row20': [1, 20]}	tensor(-1.4261)
{'layer0_row69': [0, 69]}	tensor(-1.4278)
