Action	Reward
{'layer0_row21': [0, 21]}	tensor(-0.9023)
{'layer0_row221': [0, 221]}	tensor(-0.8992)
{'layer0_row135': [0, 135]}	tensor(-0.8964)
{'layer0_row4': [0, 4]}	tensor(-0.8928)
{'layer0_row171': [0, 171]}	tensor(-0.8904)
{'layer0_row246': [0, 246]}	tensor(-0.8867)
{'layer0_row80': [0, 80]}	tensor(-0.8841)
{'layer1_row66': [1, 66]}	tensor(-0.8814)
{'layer1_row92': [1, 92]}	tensor(-0.8798)
{'layer0_row45': [0, 45]}	tensor(-0.8791)
{'layer1_row57': [1, 57]}	tensor(-0.8761)
{'layer0_row255': [0, 255]}	tensor(-0.8751)
{'layer0_row184': [0, 184]}	tensor(-0.8706)
{'layer1_row81': [1, 81]}	tensor(-0.8684)
{'layer0_row3': [0, 3]}	tensor(-0.8677)
{'layer0_row281': [0, 281]}	tensor(-0.8643)
{'layer0_row130': [0, 130]}	tensor(-0.8623)
{'layer0_row170': [0, 170]}	tensor(-0.8588)
{'layer0_row17': [0, 17]}	tensor(-0.8559)
{'layer0_row249': [0, 249]}	tensor(-0.8531)
{'layer1_row84': [1, 84]}	tensor(-0.8497)
{'layer0_row165': [0, 165]}	tensor(-0.8484)
{'layer0_row216': [0, 216]}	tensor(-0.8459)
{'layer1_row82': [1, 82]}	tensor(-0.8433)
{'layer0_row72': [0, 72]}	tensor(-0.8423)
{'layer0_row50': [0, 50]}	tensor(-0.8381)
{'layer0_row111': [0, 111]}	tensor(-0.8368)
{'layer0_row60': [0, 60]}	tensor(-0.8313)
{'layer1_row49': [1, 49]}	tensor(-0.8297)
{'layer0_row198': [0, 198]}	tensor(-0.8285)
{'layer0_row113': [0, 113]}	tensor(-0.8251)
{'layer0_row129': [0, 129]}	tensor(-0.8234)
{'layer1_row2': [1, 2]}	tensor(-0.8204)
{'layer1_row52': [1, 52]}	tensor(-0.8189)
{'layer0_row219': [0, 219]}	tensor(-0.8181)
{'layer1_row94': [1, 94]}	tensor(-0.8157)
{'layer0_row94': [0, 94]}	tensor(-0.8137)
{'layer0_row293': [0, 293]}	tensor(-0.8107)
{'layer1_row62': [1, 62]}	tensor(-0.8084)
{'layer0_row158': [0, 158]}	tensor(-0.8072)
{'layer0_row164': [0, 164]}	tensor(-0.8043)
{'layer0_row114': [0, 114]}	tensor(-0.8016)
{'layer0_row222': [0, 222]}	tensor(-0.7982)
{'layer0_row96': [0, 96]}	tensor(-0.7948)
{'layer0_row228': [0, 228]}	tensor(-0.7928)
{'layer0_row26': [0, 26]}	tensor(-0.7897)
{'layer1_row12': [1, 12]}	tensor(-0.7866)
{'layer1_row46': [1, 46]}	tensor(-0.7859)
{'layer0_row160': [0, 160]}	tensor(-0.7844)
{'layer0_row279': [0, 279]}	tensor(-0.7821)
{'layer1_row65': [1, 65]}	tensor(-0.7792)
{'layer0_row190': [0, 190]}	tensor(-0.7779)
{'layer0_row100': [0, 100]}	tensor(-0.7744)
{'layer0_row57': [0, 57]}	tensor(-0.7726)
{'layer0_row291': [0, 291]}	tensor(-0.7690)
{'layer0_row186': [0, 186]}	tensor(-0.7658)
{'layer0_row11': [0, 11]}	tensor(-0.7627)
{'layer0_row122': [0, 122]}	tensor(-0.7601)
{'layer0_row257': [0, 257]}	tensor(-0.7583)
{'layer0_row292': [0, 292]}	tensor(-0.7539)
{'layer0_row192': [0, 192]}	tensor(-0.7514)
{'layer1_row21': [1, 21]}	tensor(-0.7491)
{'layer0_row63': [0, 63]}	tensor(-0.7470)
{'layer1_row5': [1, 5]}	tensor(-0.7451)
{'layer0_row181': [0, 181]}	tensor(-0.7439)
{'layer0_row38': [0, 38]}	tensor(-0.7407)
{'layer0_row244': [0, 244]}	tensor(-0.7382)
{'layer1_row30': [1, 30]}	tensor(-0.7356)
{'layer0_row243': [0, 243]}	tensor(-0.7341)
{'layer1_row95': [1, 95]}	tensor(-0.7313)
