Action	Reward
{'layer0_row186': [0, 186]}	tensor(-0.9074)
{'layer0_row221': [0, 221]}	tensor(-0.9049)
{'layer0_row119': [0, 119]}	tensor(-0.9009)
{'layer0_row3': [0, 3]}	tensor(-0.8984)
{'layer0_row246': [0, 246]}	tensor(-0.8957)
{'layer0_row152': [0, 152]}	tensor(-0.8923)
{'layer1_row71': [1, 71]}	tensor(-0.8895)
{'layer0_row197': [0, 197]}	tensor(-0.8878)
{'layer0_row147': [0, 147]}	tensor(-0.8854)
{'layer0_row138': [0, 138]}	tensor(-0.8823)
{'layer0_row73': [0, 73]}	tensor(-0.8793)
{'layer1_row16': [1, 16]}	tensor(-0.8768)
{'layer0_row96': [0, 96]}	tensor(-0.8752)
{'layer0_row116': [0, 116]}	tensor(-0.8725)
{'layer0_row71': [0, 71]}	tensor(-0.8698)
{'layer0_row192': [0, 192]}	tensor(-0.8666)
{'layer1_row51': [1, 51]}	tensor(-0.8630)
{'layer0_row285': [0, 285]}	tensor(-0.8624)
{'layer0_row263': [0, 263]}	tensor(-0.8601)
{'layer0_row48': [0, 48]}	tensor(-0.8563)
{'layer0_row249': [0, 249]}	tensor(-0.8526)
{'layer1_row49': [1, 49]}	tensor(-0.8508)
{'layer0_row202': [0, 202]}	tensor(-0.8494)
{'layer0_row230': [0, 230]}	tensor(-0.8464)
{'layer0_row142': [0, 142]}	tensor(-0.8425)
{'layer1_row20': [1, 20]}	tensor(-0.8409)
{'layer0_row299': [0, 299]}	tensor(-0.8393)
{'layer0_row28': [0, 28]}	tensor(-0.8364)
{'layer1_row6': [1, 6]}	tensor(-0.8335)
{'layer1_row0': [1, 0]}	tensor(-0.8322)
{'layer0_row149': [0, 149]}	tensor(-0.8318)
{'layer0_row181': [0, 181]}	tensor(-0.8283)
{'layer0_row216': [0, 216]}	tensor(-0.8261)
{'layer0_row231': [0, 231]}	tensor(-0.8223)
{'layer0_row137': [0, 137]}	tensor(-0.8196)
{'layer0_row125': [0, 125]}	tensor(-0.8164)
{'layer1_row46': [1, 46]}	tensor(-0.8133)
{'layer0_row217': [0, 217]}	tensor(-0.8129)
{'layer0_row241': [0, 241]}	tensor(-0.8099)
{'layer0_row94': [0, 94]}	tensor(-0.8071)
{'layer0_row158': [0, 158]}	tensor(-0.8034)
{'layer0_row63': [0, 63]}	tensor(-0.8005)
{'layer0_row67': [0, 67]}	tensor(-0.7979)
{'layer0_row234': [0, 234]}	tensor(-0.7945)
{'layer0_row194': [0, 194]}	tensor(-0.7920)
{'layer1_row26': [1, 26]}	tensor(-0.7882)
{'layer0_row164': [0, 164]}	tensor(-0.7879)
{'layer0_row228': [0, 228]}	tensor(-0.7848)
{'layer0_row156': [0, 156]}	tensor(-0.7817)
{'layer0_row190': [0, 190]}	tensor(-0.7790)
{'layer0_row122': [0, 122]}	tensor(-0.7762)
{'layer1_row12': [1, 12]}	tensor(-0.7734)
{'layer0_row257': [0, 257]}	tensor(-0.7713)
{'layer0_row292': [0, 292]}	tensor(-0.7693)
{'layer1_row5': [1, 5]}	tensor(-0.7664)
{'layer0_row29': [0, 29]}	tensor(-0.7649)
{'layer0_row229': [0, 229]}	tensor(-0.7620)
{'layer0_row32': [0, 32]}	tensor(-0.7590)
{'layer0_row52': [0, 52]}	tensor(-0.7558)
{'layer0_row38': [0, 38]}	tensor(-0.7538)
{'layer0_row259': [0, 259]}	tensor(-0.7504)
{'layer0_row196': [0, 196]}	tensor(-0.7476)
{'layer1_row38': [1, 38]}	tensor(-0.7444)
{'layer1_row47': [1, 47]}	tensor(-0.7442)
{'layer1_row79': [1, 79]}	tensor(-0.7419)
{'layer1_row64': [1, 64]}	tensor(-0.7417)
{'layer0_row238': [0, 238]}	tensor(-0.7408)
{'layer0_row43': [0, 43]}	tensor(-0.7381)
{'layer0_row99': [0, 99]}	tensor(-0.7353)
{'layer0_row53': [0, 53]}	tensor(-0.7311)
{'layer0_row271': [0, 271]}	tensor(-0.7284)
{'layer0_row169': [0, 169]}	tensor(-0.7265)
{'layer0_row251': [0, 251]}	tensor(-0.7235)
{'layer0_row77': [0, 77]}	tensor(-0.7203)
{'layer0_row180': [0, 180]}	tensor(-0.7177)
{'layer0_row189': [0, 189]}	tensor(-0.7142)
{'layer0_row11': [0, 11]}	tensor(-0.7112)
{'layer0_row9': [0, 9]}	tensor(-0.7080)
{'layer0_row68': [0, 68]}	tensor(-0.7057)
