Action	Reward
{'layer0_row249': [0, 249]}	tensor(-0.9006)
{'layer0_row94': [0, 94]}	tensor(-0.9029)
{'layer0_row158': [0, 158]}	tensor(-0.9059)
{'layer1_row53': [1, 53]}	tensor(-0.9098)
{'layer0_row164': [0, 164]}	tensor(-0.9101)
{'layer0_row246': [0, 246]}	tensor(-0.9136)
{'layer1_row33': [1, 33]}	tensor(-0.9163)
{'layer0_row228': [0, 228]}	tensor(-0.9168)
{'layer0_row190': [0, 190]}	tensor(-0.9206)
{'layer0_row122': [0, 122]}	tensor(-0.9243)
{'layer0_row257': [0, 257]}	tensor(-0.9277)
{'layer0_row292': [0, 292]}	tensor(-0.9298)
{'layer1_row22': [1, 22]}	tensor(-0.9335)
{'layer0_row192': [0, 192]}	tensor(-0.9334)
{'layer1_row5': [1, 5]}	tensor(-0.9374)
{'layer0_row38': [0, 38]}	tensor(-0.9389)
{'layer0_row67': [0, 67]}	tensor(-0.9421)
{'layer1_row38': [1, 38]}	tensor(-0.9464)
{'layer1_row47': [1, 47]}	tensor(-0.9463)
{'layer1_row64': [1, 64]}	tensor(-0.9488)
{'layer0_row43': [0, 43]}	tensor(-0.9490)
{'layer0_row217': [0, 217]}	tensor(-0.9529)
{'layer0_row99': [0, 99]}	tensor(-0.9542)
{'layer0_row53': [0, 53]}	tensor(-0.9592)
{'layer0_row271': [0, 271]}	tensor(-0.9619)
{'layer0_row169': [0, 169]}	tensor(-0.9657)
{'layer0_row251': [0, 251]}	tensor(-0.9685)
{'layer0_row77': [0, 77]}	tensor(-0.9725)
{'layer0_row9': [0, 9]}	tensor(-0.9770)
{'layer0_row68': [0, 68]}	tensor(-0.9797)
{'layer0_row198': [0, 198]}	tensor(-0.9831)
{'layer0_row2': [0, 2]}	tensor(-0.9872)
{'layer1_row67': [1, 67]}	tensor(-0.9891)
{'layer1_row72': [1, 72]}	tensor(-0.9906)
{'layer0_row259': [0, 259]}	tensor(-0.9928)
{'layer0_row253': [0, 253]}	tensor(-0.9959)
{'layer0_row244': [0, 244]}	tensor(-0.9989)
{'layer0_row209': [0, 209]}	tensor(-1.0033)
{'layer0_row121': [0, 121]}	tensor(-1.0063)
{'layer0_row55': [0, 55]}	tensor(-1.0108)
{'layer1_row94': [1, 94]}	tensor(-1.0150)
{'layer0_row81': [0, 81]}	tensor(-1.0161)
{'layer0_row34': [0, 34]}	tensor(-1.0190)
{'layer1_row54': [1, 54]}	tensor(-1.0237)
{'layer0_row280': [0, 280]}	tensor(-1.0250)
{'layer0_row59': [0, 59]}	tensor(-1.0286)
{'layer0_row8': [0, 8]}	tensor(-1.0320)
{'layer0_row204': [0, 204]}	tensor(-1.0364)
{'layer0_row243': [0, 243]}	tensor(-1.0402)
{'layer1_row86': [1, 86]}	tensor(-1.0427)
{'layer0_row289': [0, 289]}	tensor(-1.0457)
{'layer0_row230': [0, 230]}	tensor(-1.0492)
{'layer0_row18': [0, 18]}	tensor(-1.0544)
{'layer1_row80': [1, 80]}	tensor(-1.0578)
{'layer1_row76': [1, 76]}	tensor(-1.0586)
{'layer0_row29': [0, 29]}	tensor(-1.0601)
{'layer1_row31': [1, 31]}	tensor(-1.0639)
{'layer0_row240': [0, 240]}	tensor(-1.0652)
{'layer0_row97': [0, 97]}	tensor(-1.0698)
{'layer0_row270': [0, 270]}	tensor(-1.0745)
{'layer0_row143': [0, 143]}	tensor(-1.0777)
{'layer0_row175': [0, 175]}	tensor(-1.0814)
{'layer0_row132': [0, 132]}	tensor(-1.0856)
{'layer0_row242': [0, 242]}	tensor(-1.0894)
{'layer0_row66': [0, 66]}	tensor(-1.0946)
{'layer1_row51': [1, 51]}	tensor(-1.0995)
{'layer0_row45': [0, 45]}	tensor(-1.1006)
{'layer0_row227': [0, 227]}	tensor(-1.1037)
{'layer0_row144': [0, 144]}	tensor(-1.1098)
{'layer0_row213': [0, 213]}	tensor(-1.1134)
{'layer0_row75': [0, 75]}	tensor(-1.1170)
{'layer1_row74': [1, 74]}	tensor(-1.1224)
{'layer1_row35': [1, 35]}	tensor(-1.1249)
{'layer0_row88': [0, 88]}	tensor(-1.1258)
{'layer1_row85': [1, 85]}	tensor(-1.1298)
{'layer0_row116': [0, 116]}	tensor(-1.1315)
{'layer0_row26': [0, 26]}	tensor(-1.1362)
{'layer0_row183': [0, 183]}	tensor(-1.1396)
{'layer0_row72': [0, 72]}	tensor(-1.1457)
{'layer0_row180': [0, 180]}	tensor(-1.1497)
{'layer0_row31': [0, 31]}	tensor(-1.1536)
{'layer1_row26': [1, 26]}	tensor(-1.1604)
{'layer0_row130': [0, 130]}	tensor(-1.1609)
{'layer0_row127': [0, 127]}	tensor(-1.1660)
{'layer0_row123': [0, 123]}	tensor(-1.1700)
{'layer0_row248': [0, 248]}	tensor(-1.1758)
{'layer0_row10': [0, 10]}	tensor(-1.1812)
{'layer0_row65': [0, 65]}	tensor(-1.1865)
{'layer1_row45': [1, 45]}	tensor(-1.1919)
{'layer1_row49': [1, 49]}	tensor(-1.1933)
{'layer0_row201': [0, 201]}	tensor(-1.1936)
{'layer0_row284': [0, 284]}	tensor(-1.2004)
{'layer0_row64': [0, 64]}	tensor(-1.2045)
{'layer0_row162': [0, 162]}	tensor(-1.2092)
{'layer0_row85': [0, 85]}	tensor(-1.2156)
{'layer0_row154': [0, 154]}	tensor(-1.2201)
{'layer0_row120': [0, 120]}	tensor(-1.2249)
{'layer1_row30': [1, 30]}	tensor(-1.2318)
{'layer0_row225': [0, 225]}	tensor(-1.2311)
{'layer0_row220': [0, 220]}	tensor(-1.2386)
{'layer0_row74': [0, 74]}	tensor(-1.2435)
{'layer0_row106': [0, 106]}	tensor(-1.2485)
{'layer0_row203': [0, 203]}	tensor(-1.2549)
{'layer0_row37': [0, 37]}	tensor(-1.2610)
{'layer0_row211': [0, 211]}	tensor(-1.2657)
{'layer0_row268': [0, 268]}	tensor(-1.2727)
{'layer0_row231': [0, 231]}	tensor(-1.2784)
{'layer1_row36': [1, 36]}	tensor(-1.2831)
{'layer0_row167': [0, 167]}	tensor(-1.2857)
{'layer0_row165': [0, 165]}	tensor(-1.2913)
{'layer0_row93': [0, 93]}	tensor(-1.2970)
{'layer0_row89': [0, 89]}	tensor(-1.3037)
{'layer1_row56': [1, 56]}	tensor(-1.3088)
{'layer1_row18': [1, 18]}	tensor(-1.3116)
{'layer0_row170': [0, 170]}	tensor(-1.3136)
{'layer0_row100': [0, 100]}	tensor(-1.3175)
{'layer0_row159': [0, 159]}	tensor(-1.3256)
{'layer0_row4': [0, 4]}	tensor(-1.3313)
{'layer1_row73': [1, 73]}	tensor(-1.3380)
{'layer0_row293': [0, 293]}	tensor(-1.3400)
{'layer0_row226': [0, 226]}	tensor(-1.3461)
{'layer1_row10': [1, 10]}	tensor(-1.3531)
{'layer0_row188': [0, 188]}	tensor(-1.3535)
{'layer0_row7': [0, 7]}	tensor(-1.3605)
{'layer0_row241': [0, 241]}	tensor(-1.3668)
{'layer0_row139': [0, 139]}	tensor(-1.3724)
{'layer0_row221': [0, 221]}	tensor(-1.3805)
{'layer0_row294': [0, 294]}	tensor(-1.3883)
{'layer1_row55': [1, 55]}	tensor(-1.3934)
{'layer0_row71': [0, 71]}	tensor(-1.3966)
{'layer0_row218': [0, 218]}	tensor(-1.4026)
{'layer0_row283': [0, 283]}	tensor(-1.4100)
{'layer0_row133': [0, 133]}	tensor(-1.4149)
{'layer0_row96': [0, 96]}	tensor(-1.4243)
{'layer0_row222': [0, 222]}	tensor(-1.4316)
{'layer0_row11': [0, 11]}	tensor(-1.4384)
{'layer0_row264': [0, 264]}	tensor(-1.4462)
{'layer1_row20': [1, 20]}	tensor(-1.4523)
{'layer0_row69': [0, 69]}	tensor(-1.4548)
{'layer1_row13': [1, 13]}	tensor(-1.4641)
{'layer0_row6': [0, 6]}	tensor(-1.4648)
{'layer1_row97': [1, 97]}	tensor(-1.4739)
{'layer0_row185': [0, 185]}	tensor(-1.4745)
{'layer0_row281': [0, 281]}	tensor(-1.4821)
{'layer0_row109': [0, 109]}	tensor(-1.4901)
{'layer0_row149': [0, 149]}	tensor(-1.4980)
{'layer0_row178': [0, 178]}	tensor(-1.5075)
{'layer0_row113': [0, 113]}	tensor(-1.5149)
{'layer0_row19': [0, 19]}	tensor(-1.5236)
{'layer0_row250': [0, 250]}	tensor(-1.5299)
{'layer0_row118': [0, 118]}	tensor(-1.5388)
{'layer0_row247': [0, 247]}	tensor(-1.5487)
{'layer0_row278': [0, 278]}	tensor(-1.5553)
{'layer0_row157': [0, 157]}	tensor(-1.5654)
{'layer1_row34': [1, 34]}	tensor(-1.5749)
{'layer1_row93': [1, 93]}	tensor(-1.5747)
{'layer0_row152': [0, 152]}	tensor(-1.5770)
{'layer1_row52': [1, 52]}	tensor(-1.5870)
{'layer0_row184': [0, 184]}	tensor(-1.5893)
{'layer1_row70': [1, 70]}	tensor(-1.5981)
{'layer1_row39': [1, 39]}	tensor(-1.6001)
{'layer0_row103': [0, 103]}	tensor(-1.5996)
{'layer0_row191': [0, 191]}	tensor(-1.6117)
{'layer0_row54': [0, 54]}	tensor(-1.6195)
{'layer0_row296': [0, 296]}	tensor(-1.6280)
{'layer0_row25': [0, 25]}	tensor(-1.6390)
{'layer1_row29': [1, 29]}	tensor(-1.6466)
{'layer0_row105': [0, 105]}	tensor(-1.6500)
{'layer0_row90': [0, 90]}	tensor(-1.6591)
{'layer1_row62': [1, 62]}	tensor(-1.6687)
{'layer0_row102': [0, 102]}	tensor(-1.6705)
{'layer0_row151': [0, 151]}	tensor(-1.6832)
{'layer0_row277': [0, 277]}	tensor(-1.6909)
{'layer0_row48': [0, 48]}	tensor(-1.7024)
{'layer0_row104': [0, 104]}	tensor(-1.7129)
{'layer0_row110': [0, 110]}	tensor(-1.7207)
{'layer0_row156': [0, 156]}	tensor(-1.7318)
{'layer0_row62': [0, 62]}	tensor(-1.7440)
{'layer0_row207': [0, 207]}	tensor(-1.7538)
{'layer0_row147': [0, 147]}	tensor(-1.7676)
{'layer0_row146': [0, 146]}	tensor(-1.7756)
{'layer1_row0': [1, 0]}	tensor(-1.7872)
{'layer0_row238': [0, 238]}	tensor(-1.7886)
{'layer0_row200': [0, 200]}	tensor(-1.8005)
{'layer1_row15': [1, 15]}	tensor(-1.8133)
{'layer0_row298': [0, 298]}	tensor(-1.8151)
{'layer0_row60': [0, 60]}	tensor(-1.8266)
{'layer0_row131': [0, 131]}	tensor(-1.8380)
{'layer0_row173': [0, 173]}	tensor(-1.8501)
{'layer0_row84': [0, 84]}	tensor(-1.8612)
{'layer1_row69': [1, 69]}	tensor(-1.8761)
{'layer0_row177': [0, 177]}	tensor(-1.8760)
{'layer1_row82': [1, 82]}	tensor(-1.8883)
{'layer0_row297': [0, 297]}	tensor(-1.8904)
{'layer1_row78': [1, 78]}	tensor(-1.9042)
{'layer0_row276': [0, 276]}	tensor(-1.9061)
{'layer0_row179': [0, 179]}	tensor(-1.9198)
{'layer0_row266': [0, 266]}	tensor(-1.9333)
{'layer0_row275': [0, 275]}	tensor(-1.9456)
{'layer0_row141': [0, 141]}	tensor(-1.9585)
{'layer0_row262': [0, 262]}	tensor(-1.9731)
{'layer0_row267': [0, 267]}	tensor(-1.9871)
{'layer0_row86': [0, 86]}	tensor(-2.0008)
{'layer1_row4': [1, 4]}	tensor(-2.0142)
{'layer0_row263': [0, 263]}	tensor(-2.0180)
{'layer1_row44': [1, 44]}	tensor(-2.0316)
{'layer0_row30': [0, 30]}	tensor(-2.0313)
{'layer0_row115': [0, 115]}	tensor(-2.0485)
{'layer1_row41': [1, 41]}	tensor(-2.0619)
{'layer1_row7': [1, 7]}	tensor(-2.0662)
{'layer0_row171': [0, 171]}	tensor(-2.0702)
{'layer1_row58': [1, 58]}	tensor(-2.0846)
{'layer0_row182': [0, 182]}	tensor(-2.0855)
{'layer1_row28': [1, 28]}	tensor(-2.1010)
{'layer1_row50': [1, 50]}	tensor(-2.1025)
{'layer1_row24': [1, 24]}	tensor(-2.1055)
{'layer1_row43': [1, 43]}	tensor(-2.1101)
{'layer0_row269': [0, 269]}	tensor(-2.1104)
{'layer0_row245': [0, 245]}	tensor(-2.1257)
{'layer0_row237': [0, 237]}	tensor(-2.1430)
{'layer0_row42': [0, 42]}	tensor(-2.1598)
{'layer0_row126': [0, 126]}	tensor(-2.1766)
{'layer0_row76': [0, 76]}	tensor(-2.1926)
{'layer1_row95': [1, 95]}	tensor(-2.2081)
{'layer1_row46': [1, 46]}	tensor(-2.2141)
{'layer0_row208': [0, 208]}	tensor(-2.2136)
{'layer0_row168': [0, 168]}	tensor(-2.2320)
{'layer0_row210': [0, 210]}	tensor(-2.2493)
{'layer0_row272': [0, 272]}	tensor(-2.2691)
{'layer0_row196': [0, 196]}	tensor(-2.2849)
{'layer0_row265': [0, 265]}	tensor(-2.3031)
{'layer1_row17': [1, 17]}	tensor(-2.3208)
{'layer0_row17': [0, 17]}	tensor(-2.3254)
{'layer0_row124': [0, 124]}	tensor(-2.3440)
{'layer0_row187': [0, 187]}	tensor(-2.3631)
{'layer0_row21': [0, 21]}	tensor(-2.3831)
{'layer0_row20': [0, 20]}	tensor(-2.4040)
{'layer0_row145': [0, 145]}	tensor(-2.4227)
{'layer0_row63': [0, 63]}	tensor(-2.4420)
{'layer0_row223': [0, 223]}	tensor(-2.4610)
{'layer0_row14': [0, 14]}	tensor(-2.4848)
{'layer0_row61': [0, 61]}	tensor(-2.5060)
{'layer0_row288': [0, 288]}	tensor(-2.5273)
{'layer0_row206': [0, 206]}	tensor(-2.5501)
{'layer0_row212': [0, 212]}	tensor(-2.5722)
{'layer0_row224': [0, 224]}	tensor(-2.5964)
{'layer0_row92': [0, 92]}	tensor(-2.6212)
{'layer1_row6': [1, 6]}	tensor(-2.6399)
{'layer1_row14': [1, 14]}	tensor(-2.6449)
{'layer0_row181': [0, 181]}	tensor(-2.6505)
{'layer0_row82': [0, 82]}	tensor(-2.6721)
{'layer0_row153': [0, 153]}	tensor(-2.6982)
{'layer0_row0': [0, 0]}	tensor(-2.7233)
{'layer1_row89': [1, 89]}	tensor(-2.7510)
{'layer0_row291': [0, 291]}	tensor(-2.7562)
{'layer1_row12': [1, 12]}	tensor(-2.7810)
{'layer0_row199': [0, 199]}	tensor(-2.7860)
{'layer0_row41': [0, 41]}	tensor(-2.8109)
{'layer0_row95': [0, 95]}	tensor(-2.8390)
{'layer0_row39': [0, 39]}	tensor(-2.8690)
{'layer0_row50': [0, 50]}	tensor(-2.8938)
{'layer0_row155': [0, 155]}	tensor(-2.9236)
{'layer0_row254': [0, 254]}	tensor(-2.9505)
{'layer0_row163': [0, 163]}	tensor(-2.9864)
