Action	Reward
{'layer0_row249': [0, 249]}	tensor(-0.8870)
{'layer0_row94': [0, 94]}	tensor(-0.8891)
{'layer0_row158': [0, 158]}	tensor(-0.8934)
{'layer1_row53': [1, 53]}	tensor(-0.8954)
{'layer0_row164': [0, 164]}	tensor(-0.8959)
{'layer0_row246': [0, 246]}	tensor(-0.9002)
{'layer1_row33': [1, 33]}	tensor(-0.9027)
{'layer0_row228': [0, 228]}	tensor(-0.9043)
{'layer0_row125': [0, 125]}	tensor(-0.9066)
{'layer0_row190': [0, 190]}	tensor(-0.9104)
{'layer0_row122': [0, 122]}	tensor(-0.9136)
{'layer0_row257': [0, 257]}	tensor(-0.9158)
{'layer0_row97': [0, 97]}	tensor(-0.9196)
{'layer0_row292': [0, 292]}	tensor(-0.9229)
{'layer0_row192': [0, 192]}	tensor(-0.9264)
{'layer1_row5': [1, 5]}	tensor(-0.9294)
{'layer0_row38': [0, 38]}	tensor(-0.9296)
{'layer0_row126': [0, 126]}	tensor(-0.9337)
{'layer1_row38': [1, 38]}	tensor(-0.9362)
{'layer1_row47': [1, 47]}	tensor(-0.9378)
{'layer1_row64': [1, 64]}	tensor(-0.9394)
{'layer0_row43': [0, 43]}	tensor(-0.9395)
{'layer0_row217': [0, 217]}	tensor(-0.9431)
{'layer0_row99': [0, 99]}	tensor(-0.9461)
{'layer0_row53': [0, 53]}	tensor(-0.9503)
{'layer0_row271': [0, 271]}	tensor(-0.9527)
{'layer0_row169': [0, 169]}	tensor(-0.9565)
{'layer0_row251': [0, 251]}	tensor(-0.9600)
{'layer0_row77': [0, 77]}	tensor(-0.9639)
{'layer0_row9': [0, 9]}	tensor(-0.9671)
{'layer0_row68': [0, 68]}	tensor(-0.9710)
{'layer0_row198': [0, 198]}	tensor(-0.9742)
{'layer0_row2': [0, 2]}	tensor(-0.9771)
{'layer1_row67': [1, 67]}	tensor(-0.9818)
{'layer1_row72': [1, 72]}	tensor(-0.9825)
{'layer0_row259': [0, 259]}	tensor(-0.9832)
{'layer0_row253': [0, 253]}	tensor(-0.9879)
{'layer1_row51': [1, 51]}	tensor(-0.9915)
