Action	Reward
{'layer0_row21': [0, 21]}	tensor(-0.8958)
{'layer0_row221': [0, 221]}	tensor(-0.8986)
{'layer0_row119': [0, 119]}	tensor(-0.9024)
{'layer0_row4': [0, 4]}	tensor(-0.9055)
{'layer0_row253': [0, 253]}	tensor(-0.9079)
{'layer0_row152': [0, 152]}	tensor(-0.9116)
{'layer1_row26': [1, 26]}	tensor(-0.9141)
{'layer1_row92': [1, 92]}	tensor(-0.9150)
{'layer1_row84': [1, 84]}	tensor(-0.9161)
{'layer0_row55': [0, 55]}	tensor(-0.9179)
{'layer0_row77': [0, 77]}	tensor(-0.9212)
{'layer1_row58': [1, 58]}	tensor(-0.9239)
{'layer0_row97': [0, 97]}	tensor(-0.9260)
{'layer0_row134': [0, 134]}	tensor(-0.9280)
{'layer0_row3': [0, 3]}	tensor(-0.9316)
{'layer0_row282': [0, 282]}	tensor(-0.9345)
{'layer0_row291': [0, 291]}	tensor(-0.9373)
{'layer0_row159': [0, 159]}	tensor(-0.9408)
{'layer0_row108': [0, 108]}	tensor(-0.9438)
{'layer0_row249': [0, 249]}	tensor(-0.9471)
{'layer1_row29': [1, 29]}	tensor(-0.9510)
{'layer0_row128': [0, 128]}	tensor(-0.9514)
{'layer0_row235': [0, 235]}	tensor(-0.9554)
{'layer0_row271': [0, 271]}	tensor(-0.9584)
{'layer0_row269': [0, 269]}	tensor(-0.9618)
{'layer0_row16': [0, 16]}	tensor(-0.9648)
{'layer0_row33': [0, 33]}	tensor(-0.9685)
{'layer0_row100': [0, 100]}	tensor(-0.9730)
{'layer0_row52': [0, 52]}	tensor(-0.9757)
{'layer0_row94': [0, 94]}	tensor(-0.9801)
{'layer0_row158': [0, 158]}	tensor(-0.9823)
{'layer0_row164': [0, 164]}	tensor(-0.9858)
{'layer0_row246': [0, 246]}	tensor(-0.9901)
{'layer0_row228': [0, 228]}	tensor(-0.9936)
{'layer1_row71': [1, 71]}	tensor(-0.9970)
{'layer0_row227': [0, 227]}	tensor(-0.9989)
{'layer0_row190': [0, 190]}	tensor(-1.0015)
{'layer0_row122': [0, 122]}	tensor(-1.0061)
{'layer0_row257': [0, 257]}	tensor(-1.0099)
{'layer0_row292': [0, 292]}	tensor(-1.0131)
{'layer0_row192': [0, 192]}	tensor(-1.0170)
{'layer1_row5': [1, 5]}	tensor(-1.0217)
{'layer0_row38': [0, 38]}	tensor(-1.0226)
{'layer1_row38': [1, 38]}	tensor(-1.0257)
{'layer0_row247': [0, 247]}	tensor(-1.0277)
{'layer0_row85': [0, 85]}	tensor(-1.0310)
{'layer1_row47': [1, 47]}	tensor(-1.0356)
{'layer1_row64': [1, 64]}	tensor(-1.0357)
{'layer1_row37': [1, 37]}	tensor(-1.0377)
{'layer0_row198': [0, 198]}	tensor(-1.0382)
{'layer0_row75': [0, 75]}	tensor(-1.0425)
{'layer1_row69': [1, 69]}	tensor(-1.0466)
{'layer1_row46': [1, 46]}	tensor(-1.0476)
{'layer0_row48': [0, 48]}	tensor(-1.0490)
{'layer0_row17': [0, 17]}	tensor(-1.0544)
{'layer0_row181': [0, 181]}	tensor(-1.0575)
{'layer0_row43': [0, 43]}	tensor(-1.0612)
{'layer0_row217': [0, 217]}	tensor(-1.0653)
{'layer0_row109': [0, 109]}	tensor(-1.0689)
{'layer1_row74': [1, 74]}	tensor(-1.0734)
{'layer0_row99': [0, 99]}	tensor(-1.0755)
{'layer0_row215': [0, 215]}	tensor(-1.0794)
{'layer0_row184': [0, 184]}	tensor(-1.0836)
{'layer0_row53': [0, 53]}	tensor(-1.0879)
{'layer0_row296': [0, 296]}	tensor(-1.0927)
{'layer0_row169': [0, 169]}	tensor(-1.0967)
{'layer0_row251': [0, 251]}	tensor(-1.1010)
{'layer0_row178': [0, 178]}	tensor(-1.1058)
{'layer0_row9': [0, 9]}	tensor(-1.1094)
{'layer0_row68': [0, 68]}	tensor(-1.1142)
{'layer0_row2': [0, 2]}	tensor(-1.1183)
{'layer1_row67': [1, 67]}	tensor(-1.1233)
{'layer1_row72': [1, 72]}	tensor(-1.1244)
{'layer1_row55': [1, 55]}	tensor(-1.1275)
{'layer0_row259': [0, 259]}	tensor(-1.1289)
{'layer0_row244': [0, 244]}	tensor(-1.1324)
{'layer0_row274': [0, 274]}	tensor(-1.1365)
{'layer0_row209': [0, 209]}	tensor(-1.1415)
{'layer0_row174': [0, 174]}	tensor(-1.1466)
{'layer0_row0': [0, 0]}	tensor(-1.1498)
{'layer0_row34': [0, 34]}	tensor(-1.1568)
{'layer0_row155': [0, 155]}	tensor(-1.1608)
{'layer0_row136': [0, 136]}	tensor(-1.1665)
{'layer0_row242': [0, 242]}	tensor(-1.1701)
{'layer1_row85': [1, 85]}	tensor(-1.1759)
{'layer0_row50': [0, 50]}	tensor(-1.1780)
{'layer0_row261': [0, 261]}	tensor(-1.1827)
{'layer0_row10': [0, 10]}	tensor(-1.1868)
{'layer0_row24': [0, 24]}	tensor(-1.1939)
