Action	Reward
{'layer0_row190': [0, 190]}	tensor(-0.9074)
{'layer0_row122': [0, 122]}	tensor(-0.9052)
{'layer0_row228': [0, 228]}	tensor(-0.9029)
{'layer0_row158': [0, 158]}	tensor(-0.8982)
{'layer0_row246': [0, 246]}	tensor(-0.8956)
{'layer0_row257': [0, 257]}	tensor(-0.8937)
{'layer0_row292': [0, 292]}	tensor(-0.8907)
{'layer0_row192': [0, 192]}	tensor(-0.8865)
{'layer1_row5': [1, 5]}	tensor(-0.8836)
{'layer0_row94': [0, 94]}	tensor(-0.8827)
{'layer0_row38': [0, 38]}	tensor(-0.8794)
{'layer0_row164': [0, 164]}	tensor(-0.8773)
{'layer1_row47': [1, 47]}	tensor(-0.8744)
{'layer1_row64': [1, 64]}	tensor(-0.8733)
{'layer0_row43': [0, 43]}	tensor(-0.8718)
{'layer0_row249': [0, 249]}	tensor(-0.8692)
{'layer1_row38': [1, 38]}	tensor(-0.8659)
{'layer0_row169': [0, 169]}	tensor(-0.8650)
{'layer0_row53': [0, 53]}	tensor(-0.8622)
{'layer0_row77': [0, 77]}	tensor(-0.8587)
{'layer0_row251': [0, 251]}	tensor(-0.8561)
{'layer0_row271': [0, 271]}	tensor(-0.8524)
{'layer0_row198': [0, 198]}	tensor(-0.8496)
{'layer0_row2': [0, 2]}	tensor(-0.8463)
{'layer0_row68': [0, 68]}	tensor(-0.8437)
{'layer0_row9': [0, 9]}	tensor(-0.8412)
{'layer0_row99': [0, 99]}	tensor(-0.8379)
{'layer1_row72': [1, 72]}	tensor(-0.8346)
{'layer1_row67': [1, 67]}	tensor(-0.8338)
{'layer0_row259': [0, 259]}	tensor(-0.8329)
{'layer0_row253': [0, 253]}	tensor(-0.8304)
{'layer0_row217': [0, 217]}	tensor(-0.8271)
{'layer0_row244': [0, 244]}	tensor(-0.8237)
{'layer0_row34': [0, 34]}	tensor(-0.8207)
{'layer0_row55': [0, 55]}	tensor(-0.8180)
{'layer0_row280': [0, 280]}	tensor(-0.8154)
{'layer0_row243': [0, 243]}	tensor(-0.8114)
{'layer0_row209': [0, 209]}	tensor(-0.8085)
{'layer1_row54': [1, 54]}	tensor(-0.8059)
{'layer1_row86': [1, 86]}	tensor(-0.8051)
{'layer1_row80': [1, 80]}	tensor(-0.8041)
{'layer0_row289': [0, 289]}	tensor(-0.8032)
{'layer0_row230': [0, 230]}	tensor(-0.8001)
{'layer1_row31': [1, 31]}	tensor(-0.7975)
{'layer0_row240': [0, 240]}	tensor(-0.7951)
{'layer0_row29': [0, 29]}	tensor(-0.7936)
{'layer1_row22': [1, 22]}	tensor(-0.7901)
