Action	Reward
{'layer0_row21': [0, 21]}	tensor(-0.9030)
{'layer0_row221': [0, 221]}	tensor(-0.8996)
{'layer0_row119': [0, 119]}	tensor(-0.8979)
{'layer0_row4': [0, 4]}	tensor(-0.8944)
{'layer0_row61': [0, 61]}	tensor(-0.8910)
{'layer1_row93': [1, 93]}	tensor(-0.8886)
{'layer1_row76': [1, 76]}	tensor(-0.8867)
{'layer0_row238': [0, 238]}	tensor(-0.8874)
{'layer1_row84': [1, 84]}	tensor(-0.8826)
{'layer0_row209': [0, 209]}	tensor(-0.8828)
{'layer0_row194': [0, 194]}	tensor(-0.8788)
{'layer0_row102': [0, 102]}	tensor(-0.8763)
{'layer0_row84': [0, 84]}	tensor(-0.8740)
{'layer0_row248': [0, 248]}	tensor(-0.8699)
{'layer0_row249': [0, 249]}	tensor(-0.8675)
{'layer0_row196': [0, 196]}	tensor(-0.8641)
{'layer0_row12': [0, 12]}	tensor(-0.8617)
{'layer0_row51': [0, 51]}	tensor(-0.8582)
{'layer1_row90': [1, 90]}	tensor(-0.8557)
{'layer0_row94': [0, 94]}	tensor(-0.8537)
{'layer0_row191': [0, 191]}	tensor(-0.8515)
{'layer0_row242': [0, 242]}	tensor(-0.8493)
{'layer0_row255': [0, 255]}	tensor(-0.8461)
{'layer0_row230': [0, 230]}	tensor(-0.8423)
{'layer0_row236': [0, 236]}	tensor(-0.8397)
{'layer0_row11': [0, 11]}	tensor(-0.8358)
{'layer1_row11': [1, 11]}	tensor(-0.8340)
{'layer1_row68': [1, 68]}	tensor(-0.8318)
{'layer0_row141': [0, 141]}	tensor(-0.8310)
{'layer0_row147': [0, 147]}	tensor(-0.8293)
{'layer0_row13': [0, 13]}	tensor(-0.8257)
{'layer0_row110': [0, 110]}	tensor(-0.8220)
{'layer0_row9': [0, 9]}	tensor(-0.8189)
{'layer1_row85': [1, 85]}	tensor(-0.8173)
{'layer0_row120': [0, 120]}	tensor(-0.8157)
{'layer0_row114': [0, 114]}	tensor(-0.8132)
{'layer1_row46': [1, 46]}	tensor(-0.8096)
{'layer1_row40': [1, 40]}	tensor(-0.8087)
{'layer0_row105': [0, 105]}	tensor(-0.8073)
{'layer1_row62': [1, 62]}	tensor(-0.8051)
{'layer1_row71': [1, 71]}	tensor(-0.8037)
{'layer0_row95': [0, 95]}	tensor(-0.8023)
{'layer1_row25': [1, 25]}	tensor(-0.8003)
{'layer0_row158': [0, 158]}	tensor(-0.7988)
{'layer0_row164': [0, 164]}	tensor(-0.7956)
{'layer0_row246': [0, 246]}	tensor(-0.7926)
{'layer0_row228': [0, 228]}	tensor(-0.7903)
{'layer0_row279': [0, 279]}	tensor(-0.7876)
{'layer0_row28': [0, 28]}	tensor(-0.7852)
{'layer0_row190': [0, 190]}	tensor(-0.7813)
{'layer0_row288': [0, 288]}	tensor(-0.7786)
{'layer1_row18': [1, 18]}	tensor(-0.7753)
{'layer0_row99': [0, 99]}	tensor(-0.7742)
{'layer0_row52': [0, 52]}	tensor(-0.7713)
{'layer1_row95': [1, 95]}	tensor(-0.7688)
{'layer0_row232': [0, 232]}	tensor(-0.7675)
{'layer0_row273': [0, 273]}	tensor(-0.7649)
{'layer0_row100': [0, 100]}	tensor(-0.7616)
{'layer1_row21': [1, 21]}	tensor(-0.7587)
{'layer1_row66': [1, 66]}	tensor(-0.7576)
{'layer0_row122': [0, 122]}	tensor(-0.7571)
{'layer0_row2': [0, 2]}	tensor(-0.7539)
{'layer0_row225': [0, 225]}	tensor(-0.7510)
{'layer0_row199': [0, 199]}	tensor(-0.7485)
{'layer0_row174': [0, 174]}	tensor(-0.7455)
{'layer1_row12': [1, 12]}	tensor(-0.7416)
{'layer0_row48': [0, 48]}	tensor(-0.7410)
{'layer0_row256': [0, 256]}	tensor(-0.7384)
{'layer0_row85': [0, 85]}	tensor(-0.7352)
{'layer0_row237': [0, 237]}	tensor(-0.7322)
{'layer0_row145': [0, 145]}	tensor(-0.7297)
{'layer0_row257': [0, 257]}	tensor(-0.7263)
{'layer0_row73': [0, 73]}	tensor(-0.7236)
{'layer1_row41': [1, 41]}	tensor(-0.7204)
