Action	Reward
{'layer0_row249': [0, 249]}	tensor(-0.8975)
{'layer0_row94': [0, 94]}	tensor(-0.8997)
{'layer0_row158': [0, 158]}	tensor(-0.9031)
{'layer1_row53': [1, 53]}	tensor(-0.9064)
{'layer0_row164': [0, 164]}	tensor(-0.9080)
{'layer0_row246': [0, 246]}	tensor(-0.9100)
{'layer1_row33': [1, 33]}	tensor(-0.9126)
{'layer0_row228': [0, 228]}	tensor(-0.9143)
{'layer0_row125': [0, 125]}	tensor(-0.9175)
{'layer0_row227': [0, 227]}	tensor(-0.9205)
{'layer0_row190': [0, 190]}	tensor(-0.9241)
{'layer0_row122': [0, 122]}	tensor(-0.9266)
{'layer0_row240': [0, 240]}	tensor(-0.9296)
{'layer0_row257': [0, 257]}	tensor(-0.9338)
{'layer0_row292': [0, 292]}	tensor(-0.9375)
{'layer0_row192': [0, 192]}	tensor(-0.9401)
{'layer1_row5': [1, 5]}	tensor(-0.9433)
{'layer0_row126': [0, 126]}	tensor(-0.9443)
{'layer0_row38': [0, 38]}	tensor(-0.9469)
{'layer1_row38': [1, 38]}	tensor(-0.9509)
{'layer1_row47': [1, 47]}	tensor(-0.9529)
{'layer1_row64': [1, 64]}	tensor(-0.9527)
{'layer0_row43': [0, 43]}	tensor(-0.9549)
{'layer0_row217': [0, 217]}	tensor(-0.9580)
{'layer0_row99': [0, 99]}	tensor(-0.9611)
{'layer0_row53': [0, 53]}	tensor(-0.9648)
{'layer0_row271': [0, 271]}	tensor(-0.9690)
{'layer0_row169': [0, 169]}	tensor(-0.9707)
{'layer0_row251': [0, 251]}	tensor(-0.9746)
{'layer0_row77': [0, 77]}	tensor(-0.9785)
{'layer0_row9': [0, 9]}	tensor(-0.9813)
{'layer0_row68': [0, 68]}	tensor(-0.9854)
{'layer0_row198': [0, 198]}	tensor(-0.9890)
{'layer0_row2': [0, 2]}	tensor(-0.9920)
{'layer1_row67': [1, 67]}	tensor(-0.9968)
{'layer1_row72': [1, 72]}	tensor(-0.9969)
{'layer0_row259': [0, 259]}	tensor(-0.9983)
{'layer0_row66': [0, 66]}	tensor(-1.0032)
{'layer0_row253': [0, 253]}	tensor(-1.0058)
{'layer0_row244': [0, 244]}	tensor(-1.0097)
{'layer0_row15': [0, 15]}	tensor(-1.0131)
{'layer0_row201': [0, 201]}	tensor(-1.0174)
{'layer1_row26': [1, 26]}	tensor(-1.0214)
{'layer0_row209': [0, 209]}	tensor(-1.0222)
{'layer0_row268': [0, 268]}	tensor(-1.0257)
{'layer0_row55': [0, 55]}	tensor(-1.0302)
{'layer0_row34': [0, 34]}	tensor(-1.0339)
{'layer1_row54': [1, 54]}	tensor(-1.0379)
{'layer0_row280': [0, 280]}	tensor(-1.0393)
{'layer0_row59': [0, 59]}	tensor(-1.0422)
