Action	Reward
{'layer0_row21': [0, 21]}	tensor(-0.8965)
{'layer0_row221': [0, 221]}	tensor(-0.9002)
{'layer0_row135': [0, 135]}	tensor(-0.9026)
{'layer1_row64': [1, 64]}	tensor(-0.9060)
{'layer0_row14': [0, 14]}	tensor(-0.9067)
{'layer0_row126': [0, 126]}	tensor(-0.9093)
{'layer0_row297': [0, 297]}	tensor(-0.9125)
{'layer1_row12': [1, 12]}	tensor(-0.9154)
{'layer0_row212': [0, 212]}	tensor(-0.9167)
{'layer0_row61': [0, 61]}	tensor(-0.9203)
{'layer0_row276': [0, 276]}	tensor(-0.9234)
{'layer0_row182': [0, 182]}	tensor(-0.9260)
{'layer0_row96': [0, 96]}	tensor(-0.9299)
{'layer0_row35': [0, 35]}	tensor(-0.9326)
{'layer0_row39': [0, 39]}	tensor(-0.9361)
{'layer0_row292': [0, 292]}	tensor(-0.9393)
{'layer1_row51': [1, 51]}	tensor(-0.9424)
{'layer1_row39': [1, 39]}	tensor(-0.9434)
{'layer0_row208': [0, 208]}	tensor(-0.9443)
{'layer0_row88': [0, 88]}	tensor(-0.9490)
{'layer0_row3': [0, 3]}	tensor(-0.9513)
{'layer0_row241': [0, 241]}	tensor(-0.9558)
{'layer1_row75': [1, 75]}	tensor(-0.9583)
{'layer0_row299': [0, 299]}	tensor(-0.9588)
{'layer1_row19': [1, 19]}	tensor(-0.9632)
{'layer1_row34': [1, 34]}	tensor(-0.9647)
{'layer0_row49': [0, 49]}	tensor(-0.9644)
{'layer0_row255': [0, 255]}	tensor(-0.9680)
{'layer1_row13': [1, 13]}	tensor(-0.9720)
{'layer1_row77': [1, 77]}	tensor(-0.9726)
{'layer0_row18': [0, 18]}	tensor(-0.9741)
{'layer0_row249': [0, 249]}	tensor(-0.9773)
{'layer0_row261': [0, 261]}	tensor(-0.9814)
{'layer0_row94': [0, 94]}	tensor(-0.9843)
{'layer0_row275': [0, 275]}	tensor(-0.9888)
{'layer0_row36': [0, 36]}	tensor(-0.9922)
{'layer0_row80': [0, 80]}	tensor(-0.9966)
{'layer0_row15': [0, 15]}	tensor(-0.9984)
{'layer0_row24': [0, 24]}	tensor(-1.0034)
{'layer0_row201': [0, 201]}	tensor(-1.0054)
{'layer0_row150': [0, 150]}	tensor(-1.0104)
{'layer0_row179': [0, 179]}	tensor(-1.0138)
{'layer0_row158': [0, 158]}	tensor(-1.0177)
{'layer0_row178': [0, 178]}	tensor(-1.0218)
{'layer1_row79': [1, 79]}	tensor(-1.0253)
{'layer0_row197': [0, 197]}	tensor(-1.0270)
{'layer0_row141': [0, 141]}	tensor(-1.0301)
{'layer0_row223': [0, 223]}	tensor(-1.0355)
{'layer1_row55': [1, 55]}	tensor(-1.0388)
{'layer0_row38': [0, 38]}	tensor(-1.0385)
{'layer1_row86': [1, 86]}	tensor(-1.0434)
{'layer0_row20': [0, 20]}	tensor(-1.0452)
{'layer1_row96': [1, 96]}	tensor(-1.0485)
{'layer1_row73': [1, 73]}	tensor(-1.0501)
{'layer1_row10': [1, 10]}	tensor(-1.0521)
{'layer0_row164': [0, 164]}	tensor(-1.0523)
{'layer0_row27': [0, 27]}	tensor(-1.0577)
{'layer0_row247': [0, 247]}	tensor(-1.0600)
{'layer0_row93': [0, 93]}	tensor(-1.0647)
{'layer0_row13': [0, 13]}	tensor(-1.0684)
{'layer0_row134': [0, 134]}	tensor(-1.0729)
{'layer0_row109': [0, 109]}	tensor(-1.0775)
{'layer0_row183': [0, 183]}	tensor(-1.0811)
{'layer0_row246': [0, 246]}	tensor(-1.0853)
{'layer0_row228': [0, 228]}	tensor(-1.0903)
{'layer0_row116': [0, 116]}	tensor(-1.0939)
{'layer0_row190': [0, 190]}	tensor(-1.0987)
{'layer0_row122': [0, 122]}	tensor(-1.1028)
{'layer0_row257': [0, 257]}	tensor(-1.1086)
{'layer0_row259': [0, 259]}	tensor(-1.1128)
{'layer0_row192': [0, 192]}	tensor(-1.1168)
{'layer0_row155': [0, 155]}	tensor(-1.1215)
{'layer1_row16': [1, 16]}	tensor(-1.1262)
{'layer0_row203': [0, 203]}	tensor(-1.1256)
{'layer0_row19': [0, 19]}	tensor(-1.1321)
{'layer0_row92': [0, 92]}	tensor(-1.1364)
{'layer0_row31': [0, 31]}	tensor(-1.1404)
{'layer1_row60': [1, 60]}	tensor(-1.1453)
{'layer0_row119': [0, 119]}	tensor(-1.1477)
{'layer0_row34': [0, 34]}	tensor(-1.1528)
{'layer0_row273': [0, 273]}	tensor(-1.1570)
{'layer0_row145': [0, 145]}	tensor(-1.1627)
{'layer1_row5': [1, 5]}	tensor(-1.1669)
{'layer0_row73': [0, 73]}	tensor(-1.1681)
{'layer0_row78': [0, 78]}	tensor(-1.1733)
{'layer0_row159': [0, 159]}	tensor(-1.1768)
{'layer0_row219': [0, 219]}	tensor(-1.1827)
{'layer0_row97': [0, 97]}	tensor(-1.1874)
{'layer0_row128': [0, 128]}	tensor(-1.1928)
{'layer0_row7': [0, 7]}	tensor(-1.1988)
{'layer1_row38': [1, 38]}	tensor(-1.2041)
{'layer0_row54': [0, 54]}	tensor(-1.2052)
{'layer1_row47': [1, 47]}	tensor(-1.2104)
{'layer0_row256': [0, 256]}	tensor(-1.2124)
{'layer0_row290': [0, 290]}	tensor(-1.2173)
{'layer0_row12': [0, 12]}	tensor(-1.2223)
{'layer0_row43': [0, 43]}	tensor(-1.2283)
{'layer0_row217': [0, 217]}	tensor(-1.2336)
{'layer0_row99': [0, 99]}	tensor(-1.2391)
{'layer0_row272': [0, 272]}	tensor(-1.2456)
{'layer0_row177': [0, 177]}	tensor(-1.2517)
{'layer0_row53': [0, 53]}	tensor(-1.2569)
{'layer1_row52': [1, 52]}	tensor(-1.2622)
{'layer0_row184': [0, 184]}	tensor(-1.2635)
{'layer0_row271': [0, 271]}	tensor(-1.2701)
{'layer0_row169': [0, 169]}	tensor(-1.2757)
