Action	Reward
{'layer0_row21': [0, 21]}	tensor(-0.9072)
{'layer0_row221': [0, 221]}	tensor(-0.9034)
{'layer0_row119': [0, 119]}	tensor(-0.9017)
{'layer0_row4': [0, 4]}	tensor(-0.8982)
{'layer0_row61': [0, 61]}	tensor(-0.8947)
{'layer1_row93': [1, 93]}	tensor(-0.8927)
{'layer1_row76': [1, 76]}	tensor(-0.8915)
{'layer0_row43': [0, 43]}	tensor(-0.8905)
{'layer1_row84': [1, 84]}	tensor(-0.8861)
{'layer0_row55': [0, 55]}	tensor(-0.8868)
{'layer0_row204': [0, 204]}	tensor(-0.8828)
{'layer0_row102': [0, 102]}	tensor(-0.8798)
{'layer0_row39': [0, 39]}	tensor(-0.8767)
{'layer1_row0': [1, 0]}	tensor(-0.8740)
{'layer0_row3': [0, 3]}	tensor(-0.8730)
{'layer0_row188': [0, 188]}	tensor(-0.8695)
{'layer1_row40': [1, 40]}	tensor(-0.8676)
{'layer0_row33': [0, 33]}	tensor(-0.8662)
{'layer1_row25': [1, 25]}	tensor(-0.8637)
{'layer0_row249': [0, 249]}	tensor(-0.8615)
{'layer0_row94': [0, 94]}	tensor(-0.8589)
{'layer0_row158': [0, 158]}	tensor(-0.8562)
{'layer1_row64': [1, 64]}	tensor(-0.8532)
{'layer0_row164': [0, 164]}	tensor(-0.8519)
{'layer0_row246': [0, 246]}	tensor(-0.8491)
{'layer0_row228': [0, 228]}	tensor(-0.8466)
{'layer0_row176': [0, 176]}	tensor(-0.8423)
{'layer0_row255': [0, 255]}	tensor(-0.8397)
{'layer0_row109': [0, 109]}	tensor(-0.8366)
{'layer0_row244': [0, 244]}	tensor(-0.8341)
{'layer0_row250': [0, 250]}	tensor(-0.8307)
{'layer0_row232': [0, 232]}	tensor(-0.8285)
{'layer1_row2': [1, 2]}	tensor(-0.8251)
{'layer0_row259': [0, 259]}	tensor(-0.8244)
{'layer1_row30': [1, 30]}	tensor(-0.8213)
{'layer1_row99': [1, 99]}	tensor(-0.8198)
{'layer0_row190': [0, 190]}	tensor(-0.8186)
{'layer0_row122': [0, 122]}	tensor(-0.8163)
{'layer0_row212': [0, 212]}	tensor(-0.8132)
{'layer1_row43': [1, 43]}	tensor(-0.8110)
{'layer0_row289': [0, 289]}	tensor(-0.8089)
{'layer0_row254': [0, 254]}	tensor(-0.8062)
{'layer1_row83': [1, 83]}	tensor(-0.8032)
{'layer0_row285': [0, 285]}	tensor(-0.8028)
{'layer0_row257': [0, 257]}	tensor(-0.7995)
{'layer0_row292': [0, 292]}	tensor(-0.7966)
{'layer0_row192': [0, 192]}	tensor(-0.7936)
{'layer1_row18': [1, 18]}	tensor(-0.7901)
{'layer0_row129': [0, 129]}	tensor(-0.7890)
{'layer1_row46': [1, 46]}	tensor(-0.7864)
{'layer1_row5': [1, 5]}	tensor(-0.7851)
{'layer0_row38': [0, 38]}	tensor(-0.7852)
{'layer1_row38': [1, 38]}	tensor(-0.7819)
{'layer1_row47': [1, 47]}	tensor(-0.7806)
{'layer0_row217': [0, 217]}	tensor(-0.7800)
{'layer0_row99': [0, 99]}	tensor(-0.7773)
{'layer0_row53': [0, 53]}	tensor(-0.7743)
{'layer0_row271': [0, 271]}	tensor(-0.7711)
{'layer0_row169': [0, 169]}	tensor(-0.7679)
{'layer0_row251': [0, 251]}	tensor(-0.7643)
{'layer0_row116': [0, 116]}	tensor(-0.7618)
{'layer0_row291': [0, 291]}	tensor(-0.7595)
{'layer0_row77': [0, 77]}	tensor(-0.7568)
{'layer0_row124': [0, 124]}	tensor(-0.7529)
{'layer0_row118': [0, 118]}	tensor(-0.7506)
{'layer0_row89': [0, 89]}	tensor(-0.7467)
{'layer0_row131': [0, 131]}	tensor(-0.7448)
{'layer0_row5': [0, 5]}	tensor(-0.7414)
{'layer0_row167': [0, 167]}	tensor(-0.7388)
{'layer0_row265': [0, 265]}	tensor(-0.7359)
{'layer1_row14': [1, 14]}	tensor(-0.7327)
{'layer1_row24': [1, 24]}	tensor(-0.7318)
{'layer0_row175': [0, 175]}	tensor(-0.7313)
{'layer0_row238': [0, 238]}	tensor(-0.7281)
{'layer0_row9': [0, 9]}	tensor(-0.7247)
{'layer0_row101': [0, 101]}	tensor(-0.7224)
{'layer0_row68': [0, 68]}	tensor(-0.7183)
{'layer0_row198': [0, 198]}	tensor(-0.7162)
{'layer0_row127': [0, 127]}	tensor(-0.7128)
{'layer0_row235': [0, 235]}	tensor(-0.7105)
{'layer0_row215': [0, 215]}	tensor(-0.7073)
{'layer0_row86': [0, 86]}	tensor(-0.7045)
{'layer0_row2': [0, 2]}	tensor(-0.7004)
{'layer0_row160': [0, 160]}	tensor(-0.6988)
{'layer1_row67': [1, 67]}	tensor(-0.6951)
{'layer1_row71': [1, 71]}	tensor(-0.6941)
{'layer1_row26': [1, 26]}	tensor(-0.6937)
{'layer1_row74': [1, 74]}	tensor(-0.6926)
{'layer1_row16': [1, 16]}	tensor(-0.6922)
{'layer1_row72': [1, 72]}	tensor(-0.6914)
{'layer0_row253': [0, 253]}	tensor(-0.6902)
{'layer0_row209': [0, 209]}	tensor(-0.6874)
{'layer0_row34': [0, 34]}	tensor(-0.6851)
{'layer0_row81': [0, 81]}	tensor(-0.6819)
{'layer1_row54': [1, 54]}	tensor(-0.6789)
{'layer0_row6': [0, 6]}	tensor(-0.6774)
{'layer1_row33': [1, 33]}	tensor(-0.6755)
{'layer0_row73': [0, 73]}	tensor(-0.6740)
{'layer0_row264': [0, 264]}	tensor(-0.6713)
{'layer0_row280': [0, 280]}	tensor(-0.6683)
{'layer0_row59': [0, 59]}	tensor(-0.6655)
{'layer0_row243': [0, 243]}	tensor(-0.6630)
{'layer1_row86': [1, 86]}	tensor(-0.6595)
{'layer0_row147': [0, 147]}	tensor(-0.6591)
{'layer0_row230': [0, 230]}	tensor(-0.6562)
{'layer1_row80': [1, 80]}	tensor(-0.6531)
{'layer0_row226': [0, 226]}	tensor(-0.6520)
{'layer0_row114': [0, 114]}	tensor(-0.6493)
{'layer0_row18': [0, 18]}	tensor(-0.6462)
{'layer0_row29': [0, 29]}	tensor(-0.6435)
{'layer0_row45': [0, 45]}	tensor(-0.6403)
{'layer0_row173': [0, 173]}	tensor(-0.6381)
{'layer1_row44': [1, 44]}	tensor(-0.6347)
{'layer0_row179': [0, 179]}	tensor(-0.6337)
{'layer0_row12': [0, 12]}	tensor(-0.6305)
{'layer1_row31': [1, 31]}	tensor(-0.6286)
{'layer0_row155': [0, 155]}	tensor(-0.6280)
{'layer1_row39': [1, 39]}	tensor(-0.6244)
{'layer1_row96': [1, 96]}	tensor(-0.6235)
{'layer0_row163': [0, 163]}	tensor(-0.6229)
{'layer0_row13': [0, 13]}	tensor(-0.6195)
{'layer0_row207': [0, 207]}	tensor(-0.6176)
{'layer0_row26': [0, 26]}	tensor(-0.6147)
{'layer1_row91': [1, 91]}	tensor(-0.6107)
{'layer0_row245': [0, 245]}	tensor(-0.6104)
{'layer0_row213': [0, 213]}	tensor(-0.6078)
{'layer0_row240': [0, 240]}	tensor(-0.6046)
{'layer0_row67': [0, 67]}	tensor(-0.6020)
{'layer0_row97': [0, 97]}	tensor(-0.5986)
{'layer1_row22': [1, 22]}	tensor(-0.5964)
{'layer0_row218': [0, 218]}	tensor(-0.5954)
{'layer0_row17': [0, 17]}	tensor(-0.5928)
{'layer0_row32': [0, 32]}	tensor(-0.5896)
{'layer1_row8': [1, 8]}	tensor(-0.5867)
{'layer0_row143': [0, 143]}	tensor(-0.5859)
{'layer0_row66': [0, 66]}	tensor(-0.5835)
{'layer1_row51': [1, 51]}	tensor(-0.5805)
{'layer0_row227': [0, 227]}	tensor(-0.5793)
{'layer0_row144': [0, 144]}	tensor(-0.5763)
{'layer0_row75': [0, 75]}	tensor(-0.5736)
{'layer1_row35': [1, 35]}	tensor(-0.5709)
{'layer0_row88': [0, 88]}	tensor(-0.5700)
{'layer1_row85': [1, 85]}	tensor(-0.5670)
{'layer0_row72': [0, 72]}	tensor(-0.5662)
{'layer0_row239': [0, 239]}	tensor(-0.5640)
{'layer0_row180': [0, 180]}	tensor(-0.5612)
{'layer0_row31': [0, 31]}	tensor(-0.5576)
{'layer0_row130': [0, 130]}	tensor(-0.5548)
{'layer0_row123': [0, 123]}	tensor(-0.5520)
{'layer0_row248': [0, 248]}	tensor(-0.5495)
{'layer1_row58': [1, 58]}	tensor(-0.5462)
{'layer0_row10': [0, 10]}	tensor(-0.5455)
{'layer0_row65': [0, 65]}	tensor(-0.5426)
{'layer1_row77': [1, 77]}	tensor(-0.5397)
{'layer1_row45': [1, 45]}	tensor(-0.5396)
{'layer0_row294': [0, 294]}	tensor(-0.5387)
{'layer1_row49': [1, 49]}	tensor(-0.5358)
{'layer0_row284': [0, 284]}	tensor(-0.5344)
{'layer0_row64': [0, 64]}	tensor(-0.5321)
{'layer0_row162': [0, 162]}	tensor(-0.5290)
{'layer0_row85': [0, 85]}	tensor(-0.5263)
{'layer0_row154': [0, 154]}	tensor(-0.5238)
{'layer0_row120': [0, 120]}	tensor(-0.5202)
{'layer0_row299': [0, 299]}	tensor(-0.5182)
{'layer0_row225': [0, 225]}	tensor(-0.5149)
{'layer0_row220': [0, 220]}	tensor(-0.5123)
{'layer0_row74': [0, 74]}	tensor(-0.5097)
{'layer0_row106': [0, 106]}	tensor(-0.5066)
{'layer0_row203': [0, 203]}	tensor(-0.5037)
{'layer0_row37': [0, 37]}	tensor(-0.5006)
{'layer0_row211': [0, 211]}	tensor(-0.4981)
{'layer0_row268': [0, 268]}	tensor(-0.4949)
{'layer0_row231': [0, 231]}	tensor(-0.4918)
{'layer0_row36': [0, 36]}	tensor(-0.4894)
{'layer1_row36': [1, 36]}	tensor(-0.4863)
{'layer0_row165': [0, 165]}	tensor(-0.4859)
{'layer0_row93': [0, 93]}	tensor(-0.4825)
{'layer0_row56': [0, 56]}	tensor(-0.4800)
{'layer0_row229': [0, 229]}	tensor(-0.4773)
{'layer1_row56': [1, 56]}	tensor(-0.4744)
{'layer0_row170': [0, 170]}	tensor(-0.4737)
{'layer0_row100': [0, 100]}	tensor(-0.4710)
{'layer0_row90': [0, 90]}	tensor(-0.4683)
{'layer0_row87': [0, 87]}	tensor(-0.4650)
{'layer0_row159': [0, 159]}	tensor(-0.4623)
{'layer1_row73': [1, 73]}	tensor(-0.4591)
{'layer0_row208': [0, 208]}	tensor(-0.4589)
{'layer0_row141': [0, 141]}	tensor(-0.4559)
{'layer0_row293': [0, 293]}	tensor(-0.4530)
{'layer0_row7': [0, 7]}	tensor(-0.4505)
{'layer0_row241': [0, 241]}	tensor(-0.4474)
{'layer0_row23': [0, 23]}	tensor(-0.4448)
{'layer0_row139': [0, 139]}	tensor(-0.4415)
{'layer1_row55': [1, 55]}	tensor(-0.4387)
{'layer0_row283': [0, 283]}	tensor(-0.4381)
{'layer0_row196': [0, 196]}	tensor(-0.4355)
{'layer0_row133': [0, 133]}	tensor(-0.4323)
{'layer0_row96': [0, 96]}	tensor(-0.4297)
{'layer0_row11': [0, 11]}	tensor(-0.4267)
{'layer1_row65': [1, 65]}	tensor(-0.4241)
{'layer0_row224': [0, 224]}	tensor(-0.4238)
{'layer1_row20': [1, 20]}	tensor(-0.4208)
{'layer0_row270': [0, 270]}	tensor(-0.4201)
{'layer0_row49': [0, 49]}	tensor(-0.4175)
{'layer0_row277': [0, 277]}	tensor(-0.4141)
{'layer1_row66': [1, 66]}	tensor(-0.4117)
{'layer0_row194': [0, 194]}	tensor(-0.4108)
{'layer0_row0': [0, 0]}	tensor(-0.4083)
{'layer1_row75': [1, 75]}	tensor(-0.4054)
{'layer1_row28': [1, 28]}	tensor(-0.4048)
{'layer1_row52': [1, 52]}	tensor(-0.4039)
{'layer0_row69': [0, 69]}	tensor(-0.4038)
{'layer1_row13': [1, 13]}	tensor(-0.4009)
{'layer1_row97': [1, 97]}	tensor(-0.4005)
{'layer0_row281': [0, 281]}	tensor(-0.3996)
{'layer0_row149': [0, 149]}	tensor(-0.3970)
{'layer0_row178': [0, 178]}	tensor(-0.3942)
{'layer0_row113': [0, 113]}	tensor(-0.3916)
{'layer0_row19': [0, 19]}	tensor(-0.3886)
{'layer1_row48': [1, 48]}	tensor(-0.3858)
{'layer0_row247': [0, 247]}	tensor(-0.3855)
{'layer0_row148': [0, 148]}	tensor(-0.3821)
{'layer0_row117': [0, 117]}	tensor(-0.3796)
{'layer0_row278': [0, 278]}	tensor(-0.3768)
{'layer0_row157': [0, 157]}	tensor(-0.3735)
{'layer1_row34': [1, 34]}	tensor(-0.3713)
{'layer0_row27': [0, 27]}	tensor(-0.3708)
{'layer0_row187': [0, 187]}	tensor(-0.3681)
{'layer0_row152': [0, 152]}	tensor(-0.3652)
{'layer1_row81': [1, 81]}	tensor(-0.3620)
{'layer1_row90': [1, 90]}	tensor(-0.3620)
{'layer0_row184': [0, 184]}	tensor(-0.3611)
{'layer0_row287': [0, 287]}	tensor(-0.3586)
{'layer1_row70': [1, 70]}	tensor(-0.3557)
{'layer0_row103': [0, 103]}	tensor(-0.3554)
{'layer0_row191': [0, 191]}	tensor(-0.3523)
{'layer0_row25': [0, 25]}	tensor(-0.3496)
{'layer1_row29': [1, 29]}	tensor(-0.3470)
{'layer0_row105': [0, 105]}	tensor(-0.3462)
{'layer0_row201': [0, 201]}	tensor(-0.3434)
{'layer0_row50': [0, 50]}	tensor(-0.3408)
{'layer1_row62': [1, 62]}	tensor(-0.3379)
{'layer1_row17': [1, 17]}	tensor(-0.3376)
{'layer0_row151': [0, 151]}	tensor(-0.3371)
{'layer0_row263': [0, 263]}	tensor(-0.3342)
{'layer1_row42': [1, 42]}	tensor(-0.3314)
{'layer0_row252': [0, 252]}	tensor(-0.3309)
{'layer0_row128': [0, 128]}	tensor(-0.3282)
{'layer0_row110': [0, 110]}	tensor(-0.3254)
{'layer0_row8': [0, 8]}	tensor(-0.3226)
{'layer1_row92': [1, 92]}	tensor(-0.3200)
{'layer1_row15': [1, 15]}	tensor(-0.3194)
{'layer0_row48': [0, 48]}	tensor(-0.3191)
{'layer0_row298': [0, 298]}	tensor(-0.3164)
{'layer0_row166': [0, 166]}	tensor(-0.3132)
{'layer1_row61': [1, 61]}	tensor(-0.3107)
{'layer0_row104': [0, 104]}	tensor(-0.3102)
{'layer0_row156': [0, 156]}	tensor(-0.3072)
{'layer0_row274': [0, 274]}	tensor(-0.3048)
{'layer1_row32': [1, 32]}	tensor(-0.3019)
{'layer0_row62': [0, 62]}	tensor(-0.3016)
{'layer0_row83': [0, 83]}	tensor(-0.2987)
{'layer0_row146': [0, 146]}	tensor(-0.2958)
{'layer0_row138': [0, 138]}	tensor(-0.2932)
{'layer0_row216': [0, 216]}	tensor(-0.2904)
{'layer0_row172': [0, 172]}	tensor(-0.2876)
{'layer0_row142': [0, 142]}	tensor(-0.2848)
{'layer0_row200': [0, 200]}	tensor(-0.2821)
{'layer0_row267': [0, 267]}	tensor(-0.2793)
{'layer0_row189': [0, 189]}	tensor(-0.2763)
{'layer0_row60': [0, 60]}	tensor(-0.2735)
{'layer0_row84': [0, 84]}	tensor(-0.2709)
{'layer1_row69': [1, 69]}	tensor(-0.2682)
{'layer0_row236': [0, 236]}	tensor(-0.2675)
{'layer1_row94': [1, 94]}	tensor(-0.2648)
{'layer1_row79': [1, 79]}	tensor(-0.2648)
{'layer0_row42': [0, 42]}	tensor(-0.2644)
{'layer0_row98': [0, 98]}	tensor(-0.2617)
{'layer0_row296': [0, 296]}	tensor(-0.2589)
{'layer0_row242': [0, 242]}	tensor(-0.2557)
{'layer0_row63': [0, 63]}	tensor(-0.2532)
{'layer0_row78': [0, 78]}	tensor(-0.2502)
