Action	Reward
{'layer1_row64': [1, 64]}	tensor(-0.9081)
{'layer0_row164': [0, 164]}	tensor(-0.9063)
{'layer0_row228': [0, 228]}	tensor(-0.9031)
{'layer0_row190': [0, 190]}	tensor(-0.8997)
{'layer0_row292': [0, 292]}	tensor(-0.8968)
{'layer0_row192': [0, 192]}	tensor(-0.8935)
{'layer1_row5': [1, 5]}	tensor(-0.8909)
{'layer0_row94': [0, 94]}	tensor(-0.8899)
{'layer0_row122': [0, 122]}	tensor(-0.8868)
{'layer1_row38': [1, 38]}	tensor(-0.8832)
{'layer0_row158': [0, 158]}	tensor(-0.8826)
{'layer0_row257': [0, 257]}	tensor(-0.8797)
{'layer0_row217': [0, 217]}	tensor(-0.8762)
{'layer0_row53': [0, 53]}	tensor(-0.8738)
{'layer0_row43': [0, 43]}	tensor(-0.8712)
{'layer0_row169': [0, 169]}	tensor(-0.8677)
{'layer0_row251': [0, 251]}	tensor(-0.8639)
{'layer1_row47': [1, 47]}	tensor(-0.8619)
{'layer0_row198': [0, 198]}	tensor(-0.8603)
{'layer1_row67': [1, 67]}	tensor(-0.8577)
{'layer0_row246': [0, 246]}	tensor(-0.8558)
{'layer0_row99': [0, 99]}	tensor(-0.8542)
{'layer0_row9': [0, 9]}	tensor(-0.8511)
{'layer0_row77': [0, 77]}	tensor(-0.8469)
{'layer1_row72': [1, 72]}	tensor(-0.8448)
{'layer0_row271': [0, 271]}	tensor(-0.8440)
{'layer0_row249': [0, 249]}	tensor(-0.8413)
{'layer0_row259': [0, 259]}	tensor(-0.8378)
{'layer0_row253': [0, 253]}	tensor(-0.8345)
{'layer0_row209': [0, 209]}	tensor(-0.8322)
{'layer0_row55': [0, 55]}	tensor(-0.8286)
{'layer1_row54': [1, 54]}	tensor(-0.8250)
{'layer0_row2': [0, 2]}	tensor(-0.8246)
{'layer0_row68': [0, 68]}	tensor(-0.8226)
{'layer0_row34': [0, 34]}	tensor(-0.8182)
{'layer0_row59': [0, 59]}	tensor(-0.8156)
{'layer1_row86': [1, 86]}	tensor(-0.8126)
{'layer0_row243': [0, 243]}	tensor(-0.8116)
{'layer0_row289': [0, 289]}	tensor(-0.8093)
{'layer0_row230': [0, 230]}	tensor(-0.8056)
{'layer0_row240': [0, 240]}	tensor(-0.8024)
{'layer1_row31': [1, 31]}	tensor(-0.8004)
{'layer0_row29': [0, 29]}	tensor(-0.7983)
{'layer0_row175': [0, 175]}	tensor(-0.7959)
{'layer0_row97': [0, 97]}	tensor(-0.7934)
{'layer1_row22': [1, 22]}	tensor(-0.7903)
{'layer0_row143': [0, 143]}	tensor(-0.7888)
{'layer0_row66': [0, 66]}	tensor(-0.7868)
{'layer0_row45': [0, 45]}	tensor(-0.7828)
{'layer0_row144': [0, 144]}	tensor(-0.7804)
{'layer1_row51': [1, 51]}	tensor(-0.7778)
{'layer0_row213': [0, 213]}	tensor(-0.7769)
{'layer1_row35': [1, 35]}	tensor(-0.7728)
{'layer0_row227': [0, 227]}	tensor(-0.7721)
{'layer1_row74': [1, 74]}	tensor(-0.7695)
{'layer0_row88': [0, 88]}	tensor(-0.7693)
{'layer0_row72': [0, 72]}	tensor(-0.7658)
{'layer0_row26': [0, 26]}	tensor(-0.7628)
{'layer0_row31': [0, 31]}	tensor(-0.7605)
{'layer0_row280': [0, 280]}	tensor(-0.7573)
{'layer1_row85': [1, 85]}	tensor(-0.7532)
{'layer0_row75': [0, 75]}	tensor(-0.7525)
{'layer0_row130': [0, 130]}	tensor(-0.7498)
{'layer1_row26': [1, 26]}	tensor(-0.7468)
{'layer1_row33': [1, 33]}	tensor(-0.7462)
{'layer0_row180': [0, 180]}	tensor(-0.7454)
{'layer0_row123': [0, 123]}	tensor(-0.7425)
{'layer0_row65': [0, 65]}	tensor(-0.7389)
