Action	Reward
{'layer0_row190': [0, 190]}	tensor(-0.8986)
{'layer0_row122': [0, 122]}	tensor(-0.8953)
{'layer0_row228': [0, 228]}	tensor(-0.8911)
{'layer0_row158': [0, 158]}	tensor(-0.8890)
{'layer0_row246': [0, 246]}	tensor(-0.8859)
{'layer0_row257': [0, 257]}	tensor(-0.8821)
{'layer0_row292': [0, 292]}	tensor(-0.8809)
{'layer0_row192': [0, 192]}	tensor(-0.8774)
{'layer1_row5': [1, 5]}	tensor(-0.8733)
{'layer0_row94': [0, 94]}	tensor(-0.8731)
{'layer0_row38': [0, 38]}	tensor(-0.8708)
{'layer0_row164': [0, 164]}	tensor(-0.8678)
{'layer1_row47': [1, 47]}	tensor(-0.8630)
{'layer1_row64': [1, 64]}	tensor(-0.8633)
{'layer0_row43': [0, 43]}	tensor(-0.8628)
{'layer0_row249': [0, 249]}	tensor(-0.8594)
{'layer1_row38': [1, 38]}	tensor(-0.8567)
{'layer0_row169': [0, 169]}	tensor(-0.8549)
{'layer0_row53': [0, 53]}	tensor(-0.8524)
{'layer0_row77': [0, 77]}	tensor(-0.8493)
{'layer0_row251': [0, 251]}	tensor(-0.8463)
{'layer0_row271': [0, 271]}	tensor(-0.8436)
{'layer0_row198': [0, 198]}	tensor(-0.8403)
{'layer0_row2': [0, 2]}	tensor(-0.8381)
{'layer0_row68': [0, 68]}	tensor(-0.8345)
{'layer0_row9': [0, 9]}	tensor(-0.8313)
{'layer0_row99': [0, 99]}	tensor(-0.8298)
{'layer1_row72': [1, 72]}	tensor(-0.8251)
{'layer1_row67': [1, 67]}	tensor(-0.8243)
{'layer0_row259': [0, 259]}	tensor(-0.8236)
{'layer0_row253': [0, 253]}	tensor(-0.8204)
{'layer0_row217': [0, 217]}	tensor(-0.8183)
{'layer0_row244': [0, 244]}	tensor(-0.8151)
{'layer0_row34': [0, 34]}	tensor(-0.8122)
{'layer0_row55': [0, 55]}	tensor(-0.8096)
{'layer0_row280': [0, 280]}	tensor(-0.8054)
{'layer0_row243': [0, 243]}	tensor(-0.8028)
{'layer0_row209': [0, 209]}	tensor(-0.7995)
{'layer1_row54': [1, 54]}	tensor(-0.7967)
{'layer1_row86': [1, 86]}	tensor(-0.7955)
{'layer1_row80': [1, 80]}	tensor(-0.7956)
{'layer0_row289': [0, 289]}	tensor(-0.7942)
{'layer0_row230': [0, 230]}	tensor(-0.7916)
{'layer1_row31': [1, 31]}	tensor(-0.7881)
{'layer0_row240': [0, 240]}	tensor(-0.7874)
{'layer0_row29': [0, 29]}	tensor(-0.7844)
{'layer1_row22': [1, 22]}	tensor(-0.7812)
{'layer0_row59': [0, 59]}	tensor(-0.7807)
{'layer0_row175': [0, 175]}	tensor(-0.7774)
{'layer0_row97': [0, 97]}	tensor(-0.7750)
{'layer1_row51': [1, 51]}	tensor(-0.7711)
{'layer0_row143': [0, 143]}	tensor(-0.7705)
{'layer0_row66': [0, 66]}	tensor(-0.7670)
{'layer0_row45': [0, 45]}	tensor(-0.7645)
{'layer0_row227': [0, 227]}	tensor(-0.7619)
{'layer0_row144': [0, 144]}	tensor(-0.7589)
{'layer0_row213': [0, 213]}	tensor(-0.7559)
{'layer1_row74': [1, 74]}	tensor(-0.7532)
{'layer1_row35': [1, 35]}	tensor(-0.7527)
{'layer0_row88': [0, 88]}	tensor(-0.7517)
{'layer0_row75': [0, 75]}	tensor(-0.7481)
{'layer0_row26': [0, 26]}	tensor(-0.7454)
{'layer0_row180': [0, 180]}	tensor(-0.7427)
{'layer0_row72': [0, 72]}	tensor(-0.7394)
{'layer0_row31': [0, 31]}	tensor(-0.7365)
{'layer1_row85': [1, 85]}	tensor(-0.7339)
{'layer1_row26': [1, 26]}	tensor(-0.7335)
{'layer0_row130': [0, 130]}	tensor(-0.7318)
{'layer0_row127': [0, 127]}	tensor(-0.7285)
{'layer0_row123': [0, 123]}	tensor(-0.7261)
{'layer0_row248': [0, 248]}	tensor(-0.7224)
{'layer1_row33': [1, 33]}	tensor(-0.7201)
{'layer0_row10': [0, 10]}	tensor(-0.7199)
{'layer1_row45': [1, 45]}	tensor(-0.7166)
{'layer0_row65': [0, 65]}	tensor(-0.7165)
{'layer1_row49': [1, 49]}	tensor(-0.7128)
{'layer0_row284': [0, 284]}	tensor(-0.7113)
{'layer0_row64': [0, 64]}	tensor(-0.7088)
{'layer0_row162': [0, 162]}	tensor(-0.7061)
{'layer0_row85': [0, 85]}	tensor(-0.7032)
{'layer0_row154': [0, 154]}	tensor(-0.7006)
{'layer0_row120': [0, 120]}	tensor(-0.6973)
{'layer1_row30': [1, 30]}	tensor(-0.6944)
{'layer0_row220': [0, 220]}	tensor(-0.6938)
{'layer0_row74': [0, 74]}	tensor(-0.6906)
{'layer0_row225': [0, 225]}	tensor(-0.6874)
{'layer0_row106': [0, 106]}	tensor(-0.6845)
{'layer0_row203': [0, 203]}	tensor(-0.6818)
{'layer0_row37': [0, 37]}	tensor(-0.6788)
{'layer0_row211': [0, 211]}	tensor(-0.6761)
{'layer0_row268': [0, 268]}	tensor(-0.6732)
{'layer0_row231': [0, 231]}	tensor(-0.6703)
{'layer0_row167': [0, 167]}	tensor(-0.6670)
{'layer0_row165': [0, 165]}	tensor(-0.6652)
{'layer0_row93': [0, 93]}	tensor(-0.6620)
{'layer0_row89': [0, 89]}	tensor(-0.6576)
{'layer0_row170': [0, 170]}	tensor(-0.6561)
{'layer0_row100': [0, 100]}	tensor(-0.6529)
{'layer1_row73': [1, 73]}	tensor(-0.6503)
{'layer1_row56': [1, 56]}	tensor(-0.6491)
{'layer1_row36': [1, 36]}	tensor(-0.6478)
{'layer1_row18': [1, 18]}	tensor(-0.6477)
{'layer0_row293': [0, 293]}	tensor(-0.6467)
{'layer0_row159': [0, 159]}	tensor(-0.6438)
{'layer0_row226': [0, 226]}	tensor(-0.6413)
{'layer0_row188': [0, 188]}	tensor(-0.6374)
{'layer0_row7': [0, 7]}	tensor(-0.6353)
{'layer0_row221': [0, 221]}	tensor(-0.6321)
{'layer0_row241': [0, 241]}	tensor(-0.6294)
{'layer0_row139': [0, 139]}	tensor(-0.6261)
{'layer1_row55': [1, 55]}	tensor(-0.6240)
{'layer0_row218': [0, 218]}	tensor(-0.6221)
{'layer0_row294': [0, 294]}	tensor(-0.6197)
{'layer0_row283': [0, 283]}	tensor(-0.6168)
{'layer0_row96': [0, 96]}	tensor(-0.6141)
{'layer0_row133': [0, 133]}	tensor(-0.6106)
{'layer0_row11': [0, 11]}	tensor(-0.6091)
{'layer1_row20': [1, 20]}	tensor(-0.6059)
{'layer0_row264': [0, 264]}	tensor(-0.6050)
{'layer0_row69': [0, 69]}	tensor(-0.6013)
{'layer1_row13': [1, 13]}	tensor(-0.5996)
{'layer0_row6': [0, 6]}	tensor(-0.5979)
{'layer0_row281': [0, 281]}	tensor(-0.5950)
{'layer0_row109': [0, 109]}	tensor(-0.5921)
{'layer1_row97': [1, 97]}	tensor(-0.5894)
{'layer0_row149': [0, 149]}	tensor(-0.5885)
{'layer0_row178': [0, 178]}	tensor(-0.5857)
{'layer0_row113': [0, 113]}	tensor(-0.5825)
