Action	Reward
{'layer0_row296': [0, 296]}	tensor(-0.9073)
{'layer0_row297': [0, 297]}	tensor(-0.9114)
{'layer0_row135': [0, 135]}	tensor(-0.9144)
{'layer1_row15': [1, 15]}	tensor(-0.9167)
{'layer0_row14': [0, 14]}	tensor(-0.9186)
{'layer0_row174': [0, 174]}	tensor(-0.9215)
{'layer0_row191': [0, 191]}	tensor(-0.9250)
{'layer1_row53': [1, 53]}	tensor(-0.9268)
{'layer0_row43': [0, 43]}	tensor(-0.9287)
{'layer0_row45': [0, 45]}	tensor(-0.9327)
{'layer0_row81': [0, 81]}	tensor(-0.9348)
{'layer0_row156': [0, 156]}	tensor(-0.9385)
{'layer0_row146': [0, 146]}	tensor(-0.9419)
{'layer0_row38': [0, 38]}	tensor(-0.9449)
{'layer0_row95': [0, 95]}	tensor(-0.9482)
{'layer0_row282': [0, 282]}	tensor(-0.9512)
{'layer0_row89': [0, 89]}	tensor(-0.9543)
{'layer0_row28': [0, 28]}	tensor(-0.9583)
{'layer1_row79': [1, 79]}	tensor(-0.9613)
{'layer0_row277': [0, 277]}	tensor(-0.9620)
{'layer1_row78': [1, 78]}	tensor(-0.9666)
{'layer0_row194': [0, 194]}	tensor(-0.9667)
{'layer0_row204': [0, 204]}	tensor(-0.9704)
{'layer0_row289': [0, 289]}	tensor(-0.9738)
{'layer0_row259': [0, 259]}	tensor(-0.9779)
{'layer0_row11': [0, 11]}	tensor(-0.9811)
{'layer0_row249': [0, 249]}	tensor(-0.9836)
{'layer0_row94': [0, 94]}	tensor(-0.9873)
{'layer0_row30': [0, 30]}	tensor(-0.9911)
{'layer1_row59': [1, 59]}	tensor(-0.9951)
{'layer0_row143': [0, 143]}	tensor(-0.9955)
{'layer0_row244': [0, 244]}	tensor(-1.0001)
{'layer0_row193': [0, 193]}	tensor(-1.0032)
{'layer0_row27': [0, 27]}	tensor(-1.0084)
{'layer0_row214': [0, 214]}	tensor(-1.0106)
{'layer0_row186': [0, 186]}	tensor(-1.0149)
{'layer0_row273': [0, 273]}	tensor(-1.0183)
{'layer0_row158': [0, 158]}	tensor(-1.0223)
{'layer0_row164': [0, 164]}	tensor(-1.0258)
{'layer0_row246': [0, 246]}	tensor(-1.0294)
{'layer0_row228': [0, 228]}	tensor(-1.0329)
{'layer0_row36': [0, 36]}	tensor(-1.0376)
{'layer0_row190': [0, 190]}	tensor(-1.0414)
{'layer0_row122': [0, 122]}	tensor(-1.0450)
{'layer0_row257': [0, 257]}	tensor(-1.0499)
{'layer0_row292': [0, 292]}	tensor(-1.0538)
{'layer0_row241': [0, 241]}	tensor(-1.0572)
{'layer0_row72': [0, 72]}	tensor(-1.0613)
{'layer0_row176': [0, 176]}	tensor(-1.0665)
{'layer0_row161': [0, 161]}	tensor(-1.0697)
{'layer1_row43': [1, 43]}	tensor(-1.0747)
{'layer0_row192': [0, 192]}	tensor(-1.0753)
{'layer0_row74': [0, 74]}	tensor(-1.0788)
{'layer0_row218': [0, 218]}	tensor(-1.0834)
{'layer1_row5': [1, 5]}	tensor(-1.0878)
{'layer1_row38': [1, 38]}	tensor(-1.0894)
{'layer0_row198': [0, 198]}	tensor(-1.0908)
{'layer0_row93': [0, 93]}	tensor(-1.0944)
{'layer1_row47': [1, 47]}	tensor(-1.0992)
{'layer1_row64': [1, 64]}	tensor(-1.1008)
{'layer0_row248': [0, 248]}	tensor(-1.1021)
{'layer0_row217': [0, 217]}	tensor(-1.1064)
{'layer0_row254': [0, 254]}	tensor(-1.1111)
{'layer0_row17': [0, 17]}	tensor(-1.1158)
{'layer1_row18': [1, 18]}	tensor(-1.1202)
{'layer1_row57': [1, 57]}	tensor(-1.1207)
{'layer1_row34': [1, 34]}	tensor(-1.1230)
{'layer0_row99': [0, 99]}	tensor(-1.1238)
{'layer0_row53': [0, 53]}	tensor(-1.1286)
{'layer0_row271': [0, 271]}	tensor(-1.1313)
{'layer0_row245': [0, 245]}	tensor(-1.1377)
{'layer0_row116': [0, 116]}	tensor(-1.1424)
{'layer0_row117': [0, 117]}	tensor(-1.1473)
{'layer0_row169': [0, 169]}	tensor(-1.1515)
{'layer0_row251': [0, 251]}	tensor(-1.1570)
{'layer0_row77': [0, 77]}	tensor(-1.1614)
{'layer0_row9': [0, 9]}	tensor(-1.1659)
{'layer0_row68': [0, 68]}	tensor(-1.1719)
{'layer0_row2': [0, 2]}	tensor(-1.1762)
{'layer1_row1': [1, 1]}	tensor(-1.1817)
{'layer0_row279': [0, 279]}	tensor(-1.1829)
{'layer0_row114': [0, 114]}	tensor(-1.1878)
{'layer0_row142': [0, 142]}	tensor(-1.1930)
{'layer0_row136': [0, 136]}	tensor(-1.1975)
{'layer1_row67': [1, 67]}	tensor(-1.2032)
{'layer1_row72': [1, 72]}	tensor(-1.2028)
{'layer1_row30': [1, 30]}	tensor(-1.2061)
{'layer0_row286': [0, 286]}	tensor(-1.2067)
{'layer0_row4': [0, 4]}	tensor(-1.2124)
{'layer0_row242': [0, 242]}	tensor(-1.2171)
