Action	Reward
{'layer0_row21': [0, 21]}	tensor(-0.8979)
{'layer0_row221': [0, 221]}	tensor(-0.8958)
{'layer0_row119': [0, 119]}	tensor(-0.8932)
{'layer0_row4': [0, 4]}	tensor(-0.8902)
{'layer0_row61': [0, 61]}	tensor(-0.8875)
{'layer1_row93': [1, 93]}	tensor(-0.8837)
{'layer1_row76': [1, 76]}	tensor(-0.8821)
{'layer0_row238': [0, 238]}	tensor(-0.8827)
{'layer1_row84': [1, 84]}	tensor(-0.8781)
{'layer0_row209': [0, 209]}	tensor(-0.8782)
{'layer0_row30': [0, 30]}	tensor(-0.8753)
{'layer1_row58': [1, 58]}	tensor(-0.8725)
{'layer0_row56': [0, 56]}	tensor(-0.8698)
{'layer0_row266': [0, 266]}	tensor(-0.8686)
{'layer0_row43': [0, 43]}	tensor(-0.8646)
{'layer0_row281': [0, 281]}	tensor(-0.8627)
{'layer1_row98': [1, 98]}	tensor(-0.8582)
{'layer0_row50': [0, 50]}	tensor(-0.8578)
{'layer0_row20': [0, 20]}	tensor(-0.8556)
{'layer0_row120': [0, 120]}	tensor(-0.8519)
{'layer0_row178': [0, 178]}	tensor(-0.8495)
{'layer0_row167': [0, 167]}	tensor(-0.8460)
{'layer1_row94': [1, 94]}	tensor(-0.8435)
{'layer0_row86': [0, 86]}	tensor(-0.8421)
{'layer0_row26': [0, 26]}	tensor(-0.8387)
{'layer0_row276': [0, 276]}	tensor(-0.8367)
{'layer1_row65': [1, 65]}	tensor(-0.8330)
{'layer0_row242': [0, 242]}	tensor(-0.8328)
{'layer0_row69': [0, 69]}	tensor(-0.8294)
{'layer0_row68': [0, 68]}	tensor(-0.8264)
{'layer0_row84': [0, 84]}	tensor(-0.8232)
{'layer0_row38': [0, 38]}	tensor(-0.8208)
{'layer1_row2': [1, 2]}	tensor(-0.8171)
{'layer0_row140': [0, 140]}	tensor(-0.8161)
{'layer0_row284': [0, 284]}	tensor(-0.8129)
{'layer0_row286': [0, 286]}	tensor(-0.8105)
{'layer0_row271': [0, 271]}	tensor(-0.8082)
{'layer1_row64': [1, 64]}	tensor(-0.8044)
{'layer1_row62': [1, 62]}	tensor(-0.8036)
{'layer0_row296': [0, 296]}	tensor(-0.8026)
{'layer0_row148': [0, 148]}	tensor(-0.7997)
{'layer0_row275': [0, 275]}	tensor(-0.7960)
{'layer0_row219': [0, 219]}	tensor(-0.7939)
{'layer1_row25': [1, 25]}	tensor(-0.7914)
{'layer0_row249': [0, 249]}	tensor(-0.7907)
{'layer1_row85': [1, 85]}	tensor(-0.7870)
{'layer0_row94': [0, 94]}	tensor(-0.7856)
{'layer1_row46': [1, 46]}	tensor(-0.7832)
{'layer0_row129': [0, 129]}	tensor(-0.7825)
{'layer0_row204': [0, 204]}	tensor(-0.7794)
{'layer0_row142': [0, 142]}	tensor(-0.7768)
{'layer0_row232': [0, 232]}	tensor(-0.7735)
{'layer1_row47': [1, 47]}	tensor(-0.7702)
{'layer0_row114': [0, 114]}	tensor(-0.7698)
{'layer0_row41': [0, 41]}	tensor(-0.7665)
{'layer1_row88': [1, 88]}	tensor(-0.7629)
{'layer0_row280': [0, 280]}	tensor(-0.7630)
{'layer0_row71': [0, 71]}	tensor(-0.7600)
{'layer0_row220': [0, 220]}	tensor(-0.7573)
{'layer0_row101': [0, 101]}	tensor(-0.7543)
{'layer0_row158': [0, 158]}	tensor(-0.7511)
{'layer0_row19': [0, 19]}	tensor(-0.7481)
{'layer0_row135': [0, 135]}	tensor(-0.7454)
{'layer0_row127': [0, 127]}	tensor(-0.7423)
{'layer0_row32': [0, 32]}	tensor(-0.7390)
{'layer0_row251': [0, 251]}	tensor(-0.7364)
{'layer0_row164': [0, 164]}	tensor(-0.7340)
{'layer0_row246': [0, 246]}	tensor(-0.7311)
{'layer0_row228': [0, 228]}	tensor(-0.7280)
{'layer0_row190': [0, 190]}	tensor(-0.7244)
{'layer0_row122': [0, 122]}	tensor(-0.7215)
{'layer0_row257': [0, 257]}	tensor(-0.7184)
{'layer0_row292': [0, 292]}	tensor(-0.7159)
{'layer0_row192': [0, 192]}	tensor(-0.7128)
{'layer0_row18': [0, 18]}	tensor(-0.7100)
{'layer0_row186': [0, 186]}	tensor(-0.7070)
{'layer0_row139': [0, 139]}	tensor(-0.7044)
{'layer1_row5': [1, 5]}	tensor(-0.7009)
{'layer1_row38': [1, 38]}	tensor(-0.7005)
{'layer0_row212': [0, 212]}	tensor(-0.6999)
{'layer0_row217': [0, 217]}	tensor(-0.6968)
{'layer1_row12': [1, 12]}	tensor(-0.6943)
{'layer1_row59': [1, 59]}	tensor(-0.6928)
{'layer1_row35': [1, 35]}	tensor(-0.6921)
{'layer1_row57': [1, 57]}	tensor(-0.6912)
{'layer0_row12': [0, 12]}	tensor(-0.6902)
{'layer0_row144': [0, 144]}	tensor(-0.6879)
{'layer0_row261': [0, 261]}	tensor(-0.6852)
{'layer1_row49': [1, 49]}	tensor(-0.6819)
{'layer1_row14': [1, 14]}	tensor(-0.6808)
{'layer0_row76': [0, 76]}	tensor(-0.6802)
{'layer0_row87': [0, 87]}	tensor(-0.6772)
{'layer0_row222': [0, 222]}	tensor(-0.6747)
{'layer0_row99': [0, 99]}	tensor(-0.6715)
{'layer0_row233': [0, 233]}	tensor(-0.6685)
{'layer0_row79': [0, 79]}	tensor(-0.6659)
{'layer0_row96': [0, 96]}	tensor(-0.6626)
{'layer0_row216': [0, 216]}	tensor(-0.6593)
{'layer0_row70': [0, 70]}	tensor(-0.6568)
{'layer0_row17': [0, 17]}	tensor(-0.6539)
{'layer0_row1': [0, 1]}	tensor(-0.6503)
{'layer0_row53': [0, 53]}	tensor(-0.6485)
{'layer0_row248': [0, 248]}	tensor(-0.6456)
{'layer0_row177': [0, 177]}	tensor(-0.6422)
{'layer1_row30': [1, 30]}	tensor(-0.6394)
{'layer0_row169': [0, 169]}	tensor(-0.6388)
{'layer0_row24': [0, 24]}	tensor(-0.6361)
{'layer0_row279': [0, 279]}	tensor(-0.6330)
{'layer0_row77': [0, 77]}	tensor(-0.6301)
{'layer0_row259': [0, 259]}	tensor(-0.6265)
{'layer0_row9': [0, 9]}	tensor(-0.6240)
{'layer1_row21': [1, 21]}	tensor(-0.6213)
{'layer0_row198': [0, 198]}	tensor(-0.6204)
{'layer0_row2': [0, 2]}	tensor(-0.6177)
{'layer0_row62': [0, 62]}	tensor(-0.6148)
{'layer1_row17': [1, 17]}	tensor(-0.6118)
{'layer0_row229': [0, 229]}	tensor(-0.6110)
{'layer0_row240': [0, 240]}	tensor(-0.6077)
{'layer1_row24': [1, 24]}	tensor(-0.6048)
{'layer0_row147': [0, 147]}	tensor(-0.6040)
{'layer0_row205': [0, 205]}	tensor(-0.6019)
{'layer0_row168': [0, 168]}	tensor(-0.5984)
{'layer0_row151': [0, 151]}	tensor(-0.5954)
{'layer0_row201': [0, 201]}	tensor(-0.5927)
{'layer1_row67': [1, 67]}	tensor(-0.5894)
{'layer1_row72': [1, 72]}	tensor(-0.5893)
{'layer0_row253': [0, 253]}	tensor(-0.5887)
{'layer0_row244': [0, 244]}	tensor(-0.5862)
{'layer0_row241': [0, 241]}	tensor(-0.5826)
{'layer0_row55': [0, 55]}	tensor(-0.5801)
{'layer0_row34': [0, 34]}	tensor(-0.5763)
{'layer1_row54': [1, 54]}	tensor(-0.5739)
{'layer0_row59': [0, 59]}	tensor(-0.5733)
{'layer0_row78': [0, 78]}	tensor(-0.5703)
{'layer0_row243': [0, 243]}	tensor(-0.5676)
{'layer1_row86': [1, 86]}	tensor(-0.5645)
{'layer0_row289': [0, 289]}	tensor(-0.5635)
{'layer0_row230': [0, 230]}	tensor(-0.5613)
{'layer1_row80': [1, 80]}	tensor(-0.5579)
{'layer0_row29': [0, 29]}	tensor(-0.5577)
{'layer1_row31': [1, 31]}	tensor(-0.5547)
{'layer0_row97': [0, 97]}	tensor(-0.5538)
{'layer1_row22': [1, 22]}	tensor(-0.5510)
{'layer0_row293': [0, 293]}	tensor(-0.5508)
{'layer1_row11': [1, 11]}	tensor(-0.5470)
{'layer1_row50': [1, 50]}	tensor(-0.5471)
{'layer0_row143': [0, 143]}	tensor(-0.5464)
{'layer0_row175': [0, 175]}	tensor(-0.5440)
{'layer0_row274': [0, 274]}	tensor(-0.5402)
{'layer0_row66': [0, 66]}	tensor(-0.5374)
{'layer0_row16': [0, 16]}	tensor(-0.5349)
{'layer0_row130': [0, 130]}	tensor(-0.5319)
{'layer0_row176': [0, 176]}	tensor(-0.5282)
{'layer0_row146': [0, 146]}	tensor(-0.5262)
{'layer0_row197': [0, 197]}	tensor(-0.5234)
{'layer0_row107': [0, 107]}	tensor(-0.5205)
{'layer0_row42': [0, 42]}	tensor(-0.5176)
{'layer1_row75': [1, 75]}	tensor(-0.5151)
{'layer1_row51': [1, 51]}	tensor(-0.5141)
{'layer0_row258': [0, 258]}	tensor(-0.5137)
{'layer0_row196': [0, 196]}	tensor(-0.5111)
{'layer0_row45': [0, 45]}	tensor(-0.5073)
{'layer0_row83': [0, 83]}	tensor(-0.5050)
{'layer1_row9': [1, 9]}	tensor(-0.5018)
{'layer0_row227': [0, 227]}	tensor(-0.5016)
{'layer0_row213': [0, 213]}	tensor(-0.4988)
{'layer0_row75': [0, 75]}	tensor(-0.4962)
{'layer1_row74': [1, 74]}	tensor(-0.4929)
{'layer0_row155': [0, 155]}	tensor(-0.4922)
{'layer0_row88': [0, 88]}	tensor(-0.4891)
{'layer0_row72': [0, 72]}	tensor(-0.4866)
{'layer0_row180': [0, 180]}	tensor(-0.4836)
{'layer1_row1': [1, 1]}	tensor(-0.4813)
{'layer0_row202': [0, 202]}	tensor(-0.4803)
{'layer0_row31': [0, 31]}	tensor(-0.4776)
{'layer1_row26': [1, 26]}	tensor(-0.4749)
{'layer0_row67': [0, 67]}	tensor(-0.4739)
{'layer1_row3': [1, 3]}	tensor(-0.4711)
{'layer0_row110': [0, 110]}	tensor(-0.4705)
{'layer0_row123': [0, 123]}	tensor(-0.4678)
{'layer1_row37': [1, 37]}	tensor(-0.4651)
{'layer1_row33': [1, 33]}	tensor(-0.4647)
