Action	Reward
{'layer0_row21': [0, 21]}	tensor(-0.9014)
{'layer0_row221': [0, 221]}	tensor(-0.8976)
{'layer0_row80': [0, 80]}	tensor(-0.8956)
{'layer0_row4': [0, 4]}	tensor(-0.8926)
{'layer0_row86': [0, 86]}	tensor(-0.8900)
{'layer0_row253': [0, 253]}	tensor(-0.8869)
{'layer0_row222': [0, 222]}	tensor(-0.8839)
{'layer1_row17': [1, 17]}	tensor(-0.8807)
{'layer1_row52': [1, 52]}	tensor(-0.8797)
{'layer0_row45': [0, 45]}	tensor(-0.8782)
{'layer0_row81': [0, 81]}	tensor(-0.8754)
{'layer0_row62': [0, 62]}	tensor(-0.8724)
{'layer0_row92': [0, 92]}	tensor(-0.8695)
{'layer0_row119': [0, 119]}	tensor(-0.8663)
{'layer0_row109': [0, 109]}	tensor(-0.8636)
{'layer0_row292': [0, 292]}	tensor(-0.8607)
{'layer1_row51': [1, 51]}	tensor(-0.8570)
{'layer0_row273': [0, 273]}	tensor(-0.8569)
{'layer0_row172': [0, 172]}	tensor(-0.8537)
{'layer0_row123': [0, 123]}	tensor(-0.8503)
{'layer1_row82': [1, 82]}	tensor(-0.8479)
{'layer1_row80': [1, 80]}	tensor(-0.8463)
{'layer0_row56': [0, 56]}	tensor(-0.8454)
{'layer1_row1': [1, 1]}	tensor(-0.8429)
{'layer0_row271': [0, 271]}	tensor(-0.8418)
{'layer0_row152': [0, 152]}	tensor(-0.8385)
{'layer0_row216': [0, 216]}	tensor(-0.8358)
{'layer0_row265': [0, 265]}	tensor(-0.8321)
{'layer0_row64': [0, 64]}	tensor(-0.8297)
{'layer0_row238': [0, 238]}	tensor(-0.8271)
{'layer0_row161': [0, 161]}	tensor(-0.8243)
{'layer0_row110': [0, 110]}	tensor(-0.8212)
{'layer0_row63': [0, 63]}	tensor(-0.8181)
{'layer0_row26': [0, 26]}	tensor(-0.8149)
{'layer0_row260': [0, 260]}	tensor(-0.8119)
{'layer0_row257': [0, 257]}	tensor(-0.8085)
{'layer0_row249': [0, 249]}	tensor(-0.8060)
{'layer0_row262': [0, 262]}	tensor(-0.8024)
{'layer0_row94': [0, 94]}	tensor(-0.7996)
{'layer0_row158': [0, 158]}	tensor(-0.7974)
{'layer0_row7': [0, 7]}	tensor(-0.7943)
{'layer0_row277': [0, 277]}	tensor(-0.7910)
{'layer0_row164': [0, 164]}	tensor(-0.7881)
{'layer0_row246': [0, 246]}	tensor(-0.7851)
{'layer0_row228': [0, 228]}	tensor(-0.7819)
{'layer0_row190': [0, 190]}	tensor(-0.7790)
{'layer0_row122': [0, 122]}	tensor(-0.7760)
{'layer0_row192': [0, 192]}	tensor(-0.7728)
{'layer1_row5': [1, 5]}	tensor(-0.7702)
{'layer0_row38': [0, 38]}	tensor(-0.7700)
{'layer1_row38': [1, 38]}	tensor(-0.7662)
{'layer1_row47': [1, 47]}	tensor(-0.7659)
{'layer0_row280': [0, 280]}	tensor(-0.7650)
{'layer0_row157': [0, 157]}	tensor(-0.7619)
{'layer1_row64': [1, 64]}	tensor(-0.7589)
{'layer0_row43': [0, 43]}	tensor(-0.7579)
{'layer0_row217': [0, 217]}	tensor(-0.7554)
{'layer0_row225': [0, 225]}	tensor(-0.7517)
{'layer0_row99': [0, 99]}	tensor(-0.7493)
{'layer0_row53': [0, 53]}	tensor(-0.7462)
{'layer1_row45': [1, 45]}	tensor(-0.7440)
{'layer0_row288': [0, 288]}	tensor(-0.7425)
{'layer0_row169': [0, 169]}	tensor(-0.7387)
{'layer0_row0': [0, 0]}	tensor(-0.7364)
{'layer0_row251': [0, 251]}	tensor(-0.7335)
{'layer1_row57': [1, 57]}	tensor(-0.7303)
{'layer0_row13': [0, 13]}	tensor(-0.7298)
{'layer0_row69': [0, 69]}	tensor(-0.7266)
{'layer0_row212': [0, 212]}	tensor(-0.7237)
{'layer0_row77': [0, 77]}	tensor(-0.7209)
{'layer0_row9': [0, 9]}	tensor(-0.7174)
{'layer0_row68': [0, 68]}	tensor(-0.7147)
{'layer0_row198': [0, 198]}	tensor(-0.7122)
{'layer0_row2': [0, 2]}	tensor(-0.7088)
{'layer1_row67': [1, 67]}	tensor(-0.7059)
{'layer1_row72': [1, 72]}	tensor(-0.7050)
{'layer0_row259': [0, 259]}	tensor(-0.7042)
{'layer0_row244': [0, 244]}	tensor(-0.7012)
{'layer0_row209': [0, 209]}	tensor(-0.6983)
{'layer0_row55': [0, 55]}	tensor(-0.6954)
{'layer1_row96': [1, 96]}	tensor(-0.6931)
{'layer0_row17': [0, 17]}	tensor(-0.6917)
{'layer0_row34': [0, 34]}	tensor(-0.6889)
{'layer1_row54': [1, 54]}	tensor(-0.6855)
{'layer0_row59': [0, 59]}	tensor(-0.6852)
{'layer1_row14': [1, 14]}	tensor(-0.6823)
{'layer0_row243': [0, 243]}	tensor(-0.6803)
{'layer0_row204': [0, 204]}	tensor(-0.6789)
{'layer0_row95': [0, 95]}	tensor(-0.6749)
{'layer1_row50': [1, 50]}	tensor(-0.6727)
{'layer1_row86': [1, 86]}	tensor(-0.6721)
{'layer0_row289': [0, 289]}	tensor(-0.6703)
{'layer0_row230': [0, 230]}	tensor(-0.6674)
{'layer0_row29': [0, 29]}	tensor(-0.6648)
{'layer1_row31': [1, 31]}	tensor(-0.6612)
{'layer0_row240': [0, 240]}	tensor(-0.6611)
{'layer0_row97': [0, 97]}	tensor(-0.6582)
{'layer1_row22': [1, 22]}	tensor(-0.6553)
{'layer0_row294': [0, 294]}	tensor(-0.6551)
{'layer0_row143': [0, 143]}	tensor(-0.6516)
{'layer0_row269': [0, 269]}	tensor(-0.6488)
{'layer0_row175': [0, 175]}	tensor(-0.6450)
{'layer0_row66': [0, 66]}	tensor(-0.6431)
{'layer0_row199': [0, 199]}	tensor(-0.6402)
{'layer0_row227': [0, 227]}	tensor(-0.6371)
{'layer0_row144': [0, 144]}	tensor(-0.6341)
{'layer0_row146': [0, 146]}	tensor(-0.6310)
{'layer0_row213': [0, 213]}	tensor(-0.6281)
{'layer0_row176': [0, 176]}	tensor(-0.6258)
{'layer0_row218': [0, 218]}	tensor(-0.6216)
{'layer0_row22': [0, 22]}	tensor(-0.6193)
{'layer0_row75': [0, 75]}	tensor(-0.6166)
{'layer1_row0': [1, 0]}	tensor(-0.6138)
{'layer0_row83': [0, 83]}	tensor(-0.6125)
{'layer1_row74': [1, 74]}	tensor(-0.6105)
{'layer1_row35': [1, 35]}	tensor(-0.6081)
{'layer1_row27': [1, 27]}	tensor(-0.6083)
{'layer0_row88': [0, 88]}	tensor(-0.6070)
{'layer1_row85': [1, 85]}	tensor(-0.6048)
{'layer0_row72': [0, 72]}	tensor(-0.6039)
{'layer0_row180': [0, 180]}	tensor(-0.6014)
{'layer0_row31': [0, 31]}	tensor(-0.5977)
{'layer1_row26': [1, 26]}	tensor(-0.5951)
{'layer0_row130': [0, 130]}	tensor(-0.5942)
{'layer0_row127': [0, 127]}	tensor(-0.5918)
{'layer0_row106': [0, 106]}	tensor(-0.5885)
{'layer0_row129': [0, 129]}	tensor(-0.5860)
{'layer0_row248': [0, 248]}	tensor(-0.5828)
{'layer1_row33': [1, 33]}	tensor(-0.5799)
{'layer0_row10': [0, 10]}	tensor(-0.5795)
{'layer0_row65': [0, 65]}	tensor(-0.5771)
{'layer1_row49': [1, 49]}	tensor(-0.5732)
{'layer0_row284': [0, 284]}	tensor(-0.5731)
{'layer0_row162': [0, 162]}	tensor(-0.5700)
{'layer0_row85': [0, 85]}	tensor(-0.5674)
{'layer0_row154': [0, 154]}	tensor(-0.5644)
{'layer0_row120': [0, 120]}	tensor(-0.5616)
{'layer1_row30': [1, 30]}	tensor(-0.5581)
{'layer0_row220': [0, 220]}	tensor(-0.5580)
{'layer0_row74': [0, 74]}	tensor(-0.5544)
{'layer0_row203': [0, 203]}	tensor(-0.5515)
{'layer0_row206': [0, 206]}	tensor(-0.5493)
{'layer1_row68': [1, 68]}	tensor(-0.5456)
{'layer0_row37': [0, 37]}	tensor(-0.5458)
{'layer0_row211': [0, 211]}	tensor(-0.5431)
{'layer0_row268': [0, 268]}	tensor(-0.5393)
{'layer0_row231': [0, 231]}	tensor(-0.5364)
{'layer1_row36': [1, 36]}	tensor(-0.5336)
{'layer0_row235': [0, 235]}	tensor(-0.5333)
{'layer0_row24': [0, 24]}	tensor(-0.5305)
{'layer0_row167': [0, 167]}	tensor(-0.5278)
{'layer0_row184': [0, 184]}	tensor(-0.5245)
{'layer0_row165': [0, 165]}	tensor(-0.5211)
{'layer0_row93': [0, 93]}	tensor(-0.5193)
{'layer0_row89': [0, 89]}	tensor(-0.5157)
{'layer1_row56': [1, 56]}	tensor(-0.5132)
{'layer1_row18': [1, 18]}	tensor(-0.5125)
{'layer0_row170': [0, 170]}	tensor(-0.5118)
{'layer0_row258': [0, 258]}	tensor(-0.5086)
{'layer0_row100': [0, 100]}	tensor(-0.5061)
{'layer0_row159': [0, 159]}	tensor(-0.5031)
{'layer1_row73': [1, 73]}	tensor(-0.5003)
{'layer0_row293': [0, 293]}	tensor(-0.4994)
{'layer0_row226': [0, 226]}	tensor(-0.4965)
{'layer0_row188': [0, 188]}	tensor(-0.4943)
{'layer0_row241': [0, 241]}	tensor(-0.4913)
{'layer0_row139': [0, 139]}	tensor(-0.4884)
{'layer1_row55': [1, 55]}	tensor(-0.4851)
{'layer0_row283': [0, 283]}	tensor(-0.4846)
{'layer0_row133': [0, 133]}	tensor(-0.4816)
{'layer0_row96': [0, 96]}	tensor(-0.4789)
{'layer0_row11': [0, 11]}	tensor(-0.4757)
{'layer0_row264': [0, 264]}	tensor(-0.4727)
{'layer1_row20': [1, 20]}	tensor(-0.4704)
{'layer1_row13': [1, 13]}	tensor(-0.4697)
{'layer0_row6': [0, 6]}	tensor(-0.4689)
{'layer1_row97': [1, 97]}	tensor(-0.4661)
{'layer0_row233': [0, 233]}	tensor(-0.4658)
{'layer0_row299': [0, 299]}	tensor(-0.4629)
{'layer0_row18': [0, 18]}	tensor(-0.4599)
{'layer0_row281': [0, 281]}	tensor(-0.4570)
{'layer0_row149': [0, 149]}	tensor(-0.4541)
{'layer0_row178': [0, 178]}	tensor(-0.4511)
{'layer0_row113': [0, 113]}	tensor(-0.4485)
{'layer0_row296': [0, 296]}	tensor(-0.4456)
{'layer0_row19': [0, 19]}	tensor(-0.4426)
{'layer0_row156': [0, 156]}	tensor(-0.4398)
{'layer0_row250': [0, 250]}	tensor(-0.4372)
{'layer0_row118': [0, 118]}	tensor(-0.4343)
{'layer0_row247': [0, 247]}	tensor(-0.4316)
{'layer0_row177': [0, 177]}	tensor(-0.4285)
{'layer0_row278': [0, 278]}	tensor(-0.4255)
{'layer1_row34': [1, 34]}	tensor(-0.4226)
{'layer1_row9': [1, 9]}	tensor(-0.4222)
{'layer1_row93': [1, 93]}	tensor(-0.4222)
{'layer0_row30': [0, 30]}	tensor(-0.4213)
{'layer1_row70': [1, 70]}	tensor(-0.4182)
