Action	Reward
{'layer0_row21': [0, 21]}	tensor(-0.8920)
{'layer0_row297': [0, 297]}	tensor(-0.8933)
{'layer0_row135': [0, 135]}	tensor(-0.8972)
{'layer1_row15': [1, 15]}	tensor(-0.9002)
{'layer0_row14': [0, 14]}	tensor(-0.9009)
{'layer0_row174': [0, 174]}	tensor(-0.9047)
{'layer0_row191': [0, 191]}	tensor(-0.9083)
{'layer1_row53': [1, 53]}	tensor(-0.9103)
{'layer1_row57': [1, 57]}	tensor(-0.9112)
{'layer0_row209': [0, 209]}	tensor(-0.9127)
{'layer0_row194': [0, 194]}	tensor(-0.9157)
{'layer0_row77': [0, 77]}	tensor(-0.9188)
{'layer0_row270': [0, 270]}	tensor(-0.9226)
{'layer1_row81': [1, 81]}	tensor(-0.9248)
{'layer0_row142': [0, 142]}	tensor(-0.9263)
{'layer1_row97': [1, 97]}	tensor(-0.9295)
{'layer0_row249': [0, 249]}	tensor(-0.9312)
{'layer0_row299': [0, 299]}	tensor(-0.9339)
{'layer0_row111': [0, 111]}	tensor(-0.9370)
{'layer1_row30': [1, 30]}	tensor(-0.9401)
{'layer0_row118': [0, 118]}	tensor(-0.9410)
{'layer0_row94': [0, 94]}	tensor(-0.9435)
{'layer1_row47': [1, 47]}	tensor(-0.9475)
{'layer0_row158': [0, 158]}	tensor(-0.9489)
{'layer0_row164': [0, 164]}	tensor(-0.9527)
{'layer0_row8': [0, 8]}	tensor(-0.9561)
{'layer0_row165': [0, 165]}	tensor(-0.9590)
{'layer0_row86': [0, 86]}	tensor(-0.9616)
{'layer1_row84': [1, 84]}	tensor(-0.9661)
{'layer0_row246': [0, 246]}	tensor(-0.9672)
{'layer0_row228': [0, 228]}	tensor(-0.9714)
{'layer0_row190': [0, 190]}	tensor(-0.9746)
{'layer1_row37': [1, 37]}	tensor(-0.9776)
{'layer0_row122': [0, 122]}	tensor(-0.9792)
{'layer0_row134': [0, 134]}	tensor(-0.9819)
{'layer1_row94': [1, 94]}	tensor(-0.9861)
{'layer0_row108': [0, 108]}	tensor(-0.9877)
{'layer0_row257': [0, 257]}	tensor(-0.9902)
{'layer0_row206': [0, 206]}	tensor(-0.9945)
{'layer1_row24': [1, 24]}	tensor(-0.9986)
{'layer0_row292': [0, 292]}	tensor(-0.9990)
{'layer1_row20': [1, 20]}	tensor(-1.0026)
{'layer1_row56': [1, 56]}	tensor(-1.0037)
{'layer0_row192': [0, 192]}	tensor(-1.0057)
{'layer1_row5': [1, 5]}	tensor(-1.0091)
{'layer0_row38': [0, 38]}	tensor(-1.0110)
{'layer1_row38': [1, 38]}	tensor(-1.0139)
{'layer1_row64': [1, 64]}	tensor(-1.0151)
{'layer0_row43': [0, 43]}	tensor(-1.0164)
{'layer0_row217': [0, 217]}	tensor(-1.0207)
{'layer0_row99': [0, 99]}	tensor(-1.0243)
{'layer0_row53': [0, 53]}	tensor(-1.0270)
{'layer0_row271': [0, 271]}	tensor(-1.0315)
