Action	Reward
{'layer0_row249': [0, 249]}	tensor(-0.9045)
{'layer0_row94': [0, 94]}	tensor(-0.9018)
{'layer0_row158': [0, 158]}	tensor(-0.8980)
{'layer1_row53': [1, 53]}	tensor(-0.8958)
{'layer0_row164': [0, 164]}	tensor(-0.8933)
{'layer0_row246': [0, 246]}	tensor(-0.8918)
{'layer1_row33': [1, 33]}	tensor(-0.8880)
{'layer0_row228': [0, 228]}	tensor(-0.8881)
{'layer0_row125': [0, 125]}	tensor(-0.8841)
{'layer0_row190': [0, 190]}	tensor(-0.8803)
{'layer0_row122': [0, 122]}	tensor(-0.8778)
{'layer0_row257': [0, 257]}	tensor(-0.8748)
{'layer0_row97': [0, 97]}	tensor(-0.8717)
{'layer0_row292': [0, 292]}	tensor(-0.8689)
{'layer0_row192': [0, 192]}	tensor(-0.8665)
{'layer1_row5': [1, 5]}	tensor(-0.8629)
{'layer0_row38': [0, 38]}	tensor(-0.8623)
{'layer0_row126': [0, 126]}	tensor(-0.8590)
{'layer1_row38': [1, 38]}	tensor(-0.8564)
{'layer1_row47': [1, 47]}	tensor(-0.8551)
{'layer1_row64': [1, 64]}	tensor(-0.8549)
{'layer0_row43': [0, 43]}	tensor(-0.8540)
{'layer0_row217': [0, 217]}	tensor(-0.8502)
{'layer0_row99': [0, 99]}	tensor(-0.8478)
{'layer0_row53': [0, 53]}	tensor(-0.8442)
{'layer0_row271': [0, 271]}	tensor(-0.8423)
{'layer0_row169': [0, 169]}	tensor(-0.8379)
{'layer0_row251': [0, 251]}	tensor(-0.8348)
{'layer0_row77': [0, 77]}	tensor(-0.8323)
{'layer0_row9': [0, 9]}	tensor(-0.8295)
{'layer0_row68': [0, 68]}	tensor(-0.8261)
{'layer0_row198': [0, 198]}	tensor(-0.8232)
{'layer0_row2': [0, 2]}	tensor(-0.8207)
{'layer1_row67': [1, 67]}	tensor(-0.8172)
{'layer1_row72': [1, 72]}	tensor(-0.8168)
{'layer0_row259': [0, 259]}	tensor(-0.8158)
{'layer0_row253': [0, 253]}	tensor(-0.8123)
{'layer1_row51': [1, 51]}	tensor(-0.8098)
{'layer0_row42': [0, 42]}	tensor(-0.8087)
{'layer0_row244': [0, 244]}	tensor(-0.8061)
{'layer1_row23': [1, 23]}	tensor(-0.8017)
{'layer1_row57': [1, 57]}	tensor(-0.8013)
{'layer0_row209': [0, 209]}	tensor(-0.8010)
{'layer0_row55': [0, 55]}	tensor(-0.7978)
{'layer0_row34': [0, 34]}	tensor(-0.7955)
{'layer1_row54': [1, 54]}	tensor(-0.7920)
{'layer0_row280': [0, 280]}	tensor(-0.7915)
{'layer0_row59': [0, 59]}	tensor(-0.7878)
{'layer0_row243': [0, 243]}	tensor(-0.7850)
{'layer1_row86': [1, 86]}	tensor(-0.7817)
{'layer0_row299': [0, 299]}	tensor(-0.7817)
{'layer0_row289': [0, 289]}	tensor(-0.7779)
{'layer0_row230': [0, 230]}	tensor(-0.7747)
{'layer1_row80': [1, 80]}	tensor(-0.7720)
{'layer0_row29': [0, 29]}	tensor(-0.7719)
{'layer1_row31': [1, 31]}	tensor(-0.7682)
{'layer0_row240': [0, 240]}	tensor(-0.7684)
{'layer1_row22': [1, 22]}	tensor(-0.7640)
{'layer0_row143': [0, 143]}	tensor(-0.7637)
{'layer0_row175': [0, 175]}	tensor(-0.7604)
{'layer0_row66': [0, 66]}	tensor(-0.7578)
{'layer0_row45': [0, 45]}	tensor(-0.7548)
{'layer0_row227': [0, 227]}	tensor(-0.7520)
{'layer1_row24': [1, 24]}	tensor(-0.7494)
{'layer0_row144': [0, 144]}	tensor(-0.7479)
{'layer0_row213': [0, 213]}	tensor(-0.7443)
{'layer0_row75': [0, 75]}	tensor(-0.7427)
{'layer1_row35': [1, 35]}	tensor(-0.7391)
{'layer1_row74': [1, 74]}	tensor(-0.7376)
{'layer0_row88': [0, 88]}	tensor(-0.7378)
{'layer1_row85': [1, 85]}	tensor(-0.7337)
{'layer1_row89': [1, 89]}	tensor(-0.7339)
{'layer0_row26': [0, 26]}	tensor(-0.7324)
{'layer0_row72': [0, 72]}	tensor(-0.7293)
{'layer0_row180': [0, 180]}	tensor(-0.7268)
{'layer0_row172': [0, 172]}	tensor(-0.7233)
{'layer0_row31': [0, 31]}	tensor(-0.7208)
{'layer1_row26': [1, 26]}	tensor(-0.7180)
{'layer0_row130': [0, 130]}	tensor(-0.7176)
{'layer0_row127': [0, 127]}	tensor(-0.7140)
{'layer0_row123': [0, 123]}	tensor(-0.7109)
{'layer0_row248': [0, 248]}	tensor(-0.7083)
{'layer0_row105': [0, 105]}	tensor(-0.7048)
{'layer0_row10': [0, 10]}	tensor(-0.7030)
{'layer0_row65': [0, 65]}	tensor(-0.6992)
