Action	Reward
{'layer0_row190': [0, 190]}	tensor(-0.9003)
{'layer0_row122': [0, 122]}	tensor(-0.8974)
{'layer0_row228': [0, 228]}	tensor(-0.8945)
{'layer0_row158': [0, 158]}	tensor(-0.8909)
{'layer0_row246': [0, 246]}	tensor(-0.8880)
{'layer0_row257': [0, 257]}	tensor(-0.8859)
{'layer0_row292': [0, 292]}	tensor(-0.8819)
{'layer0_row192': [0, 192]}	tensor(-0.8784)
{'layer1_row5': [1, 5]}	tensor(-0.8768)
{'layer0_row94': [0, 94]}	tensor(-0.8750)
{'layer0_row38': [0, 38]}	tensor(-0.8732)
{'layer0_row164': [0, 164]}	tensor(-0.8693)
{'layer1_row47': [1, 47]}	tensor(-0.8660)
{'layer1_row64': [1, 64]}	tensor(-0.8651)
{'layer0_row43': [0, 43]}	tensor(-0.8640)
{'layer0_row249': [0, 249]}	tensor(-0.8622)
{'layer1_row38': [1, 38]}	tensor(-0.8584)
{'layer0_row169': [0, 169]}	tensor(-0.8573)
{'layer0_row53': [0, 53]}	tensor(-0.8549)
{'layer0_row77': [0, 77]}	tensor(-0.8516)
{'layer0_row251': [0, 251]}	tensor(-0.8493)
{'layer0_row271': [0, 271]}	tensor(-0.8451)
{'layer0_row198': [0, 198]}	tensor(-0.8430)
{'layer0_row2': [0, 2]}	tensor(-0.8401)
{'layer0_row68': [0, 68]}	tensor(-0.8364)
{'layer0_row9': [0, 9]}	tensor(-0.8336)
{'layer0_row99': [0, 99]}	tensor(-0.8302)
{'layer1_row72': [1, 72]}	tensor(-0.8283)
{'layer1_row67': [1, 67]}	tensor(-0.8271)
{'layer0_row259': [0, 259]}	tensor(-0.8258)
{'layer0_row253': [0, 253]}	tensor(-0.8227)
{'layer0_row217': [0, 217]}	tensor(-0.8195)
{'layer0_row244': [0, 244]}	tensor(-0.8180)
{'layer0_row34': [0, 34]}	tensor(-0.8141)
{'layer0_row55': [0, 55]}	tensor(-0.8109)
{'layer0_row280': [0, 280]}	tensor(-0.8081)
{'layer0_row243': [0, 243]}	tensor(-0.8048)
{'layer0_row209': [0, 209]}	tensor(-0.8021)
{'layer1_row54': [1, 54]}	tensor(-0.7994)
{'layer1_row86': [1, 86]}	tensor(-0.7974)
{'layer1_row80': [1, 80]}	tensor(-0.7976)
{'layer0_row289': [0, 289]}	tensor(-0.7960)
{'layer0_row230': [0, 230]}	tensor(-0.7935)
{'layer1_row31': [1, 31]}	tensor(-0.7903)
{'layer0_row240': [0, 240]}	tensor(-0.7894)
{'layer0_row29': [0, 29]}	tensor(-0.7866)
{'layer1_row22': [1, 22]}	tensor(-0.7826)
{'layer0_row59': [0, 59]}	tensor(-0.7825)
{'layer0_row175': [0, 175]}	tensor(-0.7796)
{'layer0_row97': [0, 97]}	tensor(-0.7762)
{'layer1_row51': [1, 51]}	tensor(-0.7736)
{'layer0_row143': [0, 143]}	tensor(-0.7730)
{'layer0_row66': [0, 66]}	tensor(-0.7693)
{'layer0_row45': [0, 45]}	tensor(-0.7669)
{'layer0_row227': [0, 227]}	tensor(-0.7639)
{'layer0_row144': [0, 144]}	tensor(-0.7610)
{'layer0_row213': [0, 213]}	tensor(-0.7584)
{'layer1_row74': [1, 74]}	tensor(-0.7550)
{'layer1_row35': [1, 35]}	tensor(-0.7545)
{'layer0_row88': [0, 88]}	tensor(-0.7534)
{'layer0_row75': [0, 75]}	tensor(-0.7507)
{'layer0_row26': [0, 26]}	tensor(-0.7480)
{'layer0_row180': [0, 180]}	tensor(-0.7444)
{'layer0_row72': [0, 72]}	tensor(-0.7417)
{'layer0_row31': [0, 31]}	tensor(-0.7382)
{'layer1_row85': [1, 85]}	tensor(-0.7345)
{'layer1_row26': [1, 26]}	tensor(-0.7351)
{'layer0_row130': [0, 130]}	tensor(-0.7341)
{'layer0_row127': [0, 127]}	tensor(-0.7310)
{'layer0_row123': [0, 123]}	tensor(-0.7276)
{'layer0_row248': [0, 248]}	tensor(-0.7251)
{'layer1_row33': [1, 33]}	tensor(-0.7218)
{'layer0_row10': [0, 10]}	tensor(-0.7217)
{'layer1_row45': [1, 45]}	tensor(-0.7183)
{'layer0_row65': [0, 65]}	tensor(-0.7174)
{'layer1_row49': [1, 49]}	tensor(-0.7144)
{'layer0_row284': [0, 284]}	tensor(-0.7133)
{'layer0_row64': [0, 64]}	tensor(-0.7102)
{'layer0_row162': [0, 162]}	tensor(-0.7081)
{'layer0_row85': [0, 85]}	tensor(-0.7050)
{'layer0_row154': [0, 154]}	tensor(-0.7020)
{'layer0_row120': [0, 120]}	tensor(-0.6995)
{'layer1_row30': [1, 30]}	tensor(-0.6957)
{'layer0_row220': [0, 220]}	tensor(-0.6950)
{'layer0_row74': [0, 74]}	tensor(-0.6924)
{'layer0_row225': [0, 225]}	tensor(-0.6895)
{'layer0_row106': [0, 106]}	tensor(-0.6869)
{'layer0_row203': [0, 203]}	tensor(-0.6841)
{'layer0_row37': [0, 37]}	tensor(-0.6809)
{'layer0_row211': [0, 211]}	tensor(-0.6774)
{'layer0_row268': [0, 268]}	tensor(-0.6746)
{'layer0_row231': [0, 231]}	tensor(-0.6724)
{'layer0_row167': [0, 167]}	tensor(-0.6693)
{'layer0_row165': [0, 165]}	tensor(-0.6654)
{'layer0_row93': [0, 93]}	tensor(-0.6627)
{'layer0_row89': [0, 89]}	tensor(-0.6603)
{'layer0_row170': [0, 170]}	tensor(-0.6574)
{'layer0_row100': [0, 100]}	tensor(-0.6540)
{'layer1_row73': [1, 73]}	tensor(-0.6514)
{'layer1_row56': [1, 56]}	tensor(-0.6510)
{'layer1_row36': [1, 36]}	tensor(-0.6502)
{'layer1_row18': [1, 18]}	tensor(-0.6491)
{'layer0_row293': [0, 293]}	tensor(-0.6487)
{'layer0_row159': [0, 159]}	tensor(-0.6459)
{'layer0_row226': [0, 226]}	tensor(-0.6423)
{'layer0_row188': [0, 188]}	tensor(-0.6394)
{'layer0_row7': [0, 7]}	tensor(-0.6368)
{'layer0_row221': [0, 221]}	tensor(-0.6343)
{'layer0_row241': [0, 241]}	tensor(-0.6308)
{'layer0_row139': [0, 139]}	tensor(-0.6278)
{'layer1_row55': [1, 55]}	tensor(-0.6256)
{'layer0_row218': [0, 218]}	tensor(-0.6237)
{'layer0_row294': [0, 294]}	tensor(-0.6219)
{'layer0_row283': [0, 283]}	tensor(-0.6185)
{'layer0_row96': [0, 96]}	tensor(-0.6157)
{'layer0_row133': [0, 133]}	tensor(-0.6127)
{'layer0_row11': [0, 11]}	tensor(-0.6097)
{'layer1_row20': [1, 20]}	tensor(-0.6067)
{'layer0_row264': [0, 264]}	tensor(-0.6064)
{'layer0_row69': [0, 69]}	tensor(-0.6043)
{'layer1_row13': [1, 13]}	tensor(-0.6001)
{'layer0_row6': [0, 6]}	tensor(-0.5996)
{'layer0_row281': [0, 281]}	tensor(-0.5964)
{'layer0_row109': [0, 109]}	tensor(-0.5940)
{'layer1_row97': [1, 97]}	tensor(-0.5914)
{'layer0_row149': [0, 149]}	tensor(-0.5897)
{'layer0_row178': [0, 178]}	tensor(-0.5872)
{'layer0_row113': [0, 113]}	tensor(-0.5842)
{'layer0_row19': [0, 19]}	tensor(-0.5816)
{'layer0_row250': [0, 250]}	tensor(-0.5789)
{'layer0_row118': [0, 118]}	tensor(-0.5757)
{'layer0_row157': [0, 157]}	tensor(-0.5730)
{'layer1_row34': [1, 34]}	tensor(-0.5702)
{'layer1_row93': [1, 93]}	tensor(-0.5697)
{'layer0_row247': [0, 247]}	tensor(-0.5682)
{'layer0_row278': [0, 278]}	tensor(-0.5651)
{'layer0_row152': [0, 152]}	tensor(-0.5631)
{'layer1_row52': [1, 52]}	tensor(-0.5595)
{'layer0_row184': [0, 184]}	tensor(-0.5592)
{'layer1_row70': [1, 70]}	tensor(-0.5561)
{'layer1_row39': [1, 39]}	tensor(-0.5556)
{'layer0_row191': [0, 191]}	tensor(-0.5548)
{'layer0_row25': [0, 25]}	tensor(-0.5520)
{'layer1_row76': [1, 76]}	tensor(-0.5487)
{'layer1_row29': [1, 29]}	tensor(-0.5484)
{'layer0_row105': [0, 105]}	tensor(-0.5480)
{'layer0_row103': [0, 103]}	tensor(-0.5451)
{'layer0_row201': [0, 201]}	tensor(-0.5420)
{'layer0_row90': [0, 90]}	tensor(-0.5394)
{'layer0_row151': [0, 151]}	tensor(-0.5367)
{'layer0_row48': [0, 48]}	tensor(-0.5338)
{'layer1_row62': [1, 62]}	tensor(-0.5305)
{'layer0_row104': [0, 104]}	tensor(-0.5298)
{'layer0_row156': [0, 156]}	tensor(-0.5274)
{'layer0_row277': [0, 277]}	tensor(-0.5246)
{'layer0_row62': [0, 62]}	tensor(-0.5207)
{'layer0_row207': [0, 207]}	tensor(-0.5189)
{'layer0_row146': [0, 146]}	tensor(-0.5156)
{'layer0_row147': [0, 147]}	tensor(-0.5126)
{'layer0_row200': [0, 200]}	tensor(-0.5094)
{'layer1_row0': [1, 0]}	tensor(-0.5072)
{'layer1_row15': [1, 15]}	tensor(-0.5061)
{'layer0_row238': [0, 238]}	tensor(-0.5060)
{'layer0_row298': [0, 298]}	tensor(-0.5027)
{'layer0_row60': [0, 60]}	tensor(-0.5001)
{'layer0_row131': [0, 131]}	tensor(-0.4973)
{'layer0_row173': [0, 173]}	tensor(-0.4942)
{'layer0_row8': [0, 8]}	tensor(-0.4917)
{'layer0_row84': [0, 84]}	tensor(-0.4886)
{'layer0_row177': [0, 177]}	tensor(-0.4857)
{'layer0_row297': [0, 297]}	tensor(-0.4824)
{'layer1_row82': [1, 82]}	tensor(-0.4799)
{'layer1_row69': [1, 69]}	tensor(-0.4799)
{'layer0_row276': [0, 276]}	tensor(-0.4789)
{'layer0_row179': [0, 179]}	tensor(-0.4757)
{'layer0_row262': [0, 262]}	tensor(-0.4730)
{'layer1_row78': [1, 78]}	tensor(-0.4698)
{'layer0_row266': [0, 266]}	tensor(-0.4699)
{'layer0_row267': [0, 267]}	tensor(-0.4665)
{'layer0_row141': [0, 141]}	tensor(-0.4640)
{'layer0_row18': [0, 18]}	tensor(-0.4611)
{'layer0_row86': [0, 86]}	tensor(-0.4586)
{'layer1_row44': [1, 44]}	tensor(-0.4553)
{'layer0_row263': [0, 263]}	tensor(-0.4549)
{'layer1_row4': [1, 4]}	tensor(-0.4520)
{'layer0_row132': [0, 132]}	tensor(-0.4515)
{'layer0_row30': [0, 30]}	tensor(-0.4487)
{'layer1_row41': [1, 41]}	tensor(-0.4455)
{'layer0_row115': [0, 115]}	tensor(-0.4447)
{'layer0_row242': [0, 242]}	tensor(-0.4424)
{'layer1_row7': [1, 7]}	tensor(-0.4392)
{'layer0_row102': [0, 102]}	tensor(-0.4391)
{'layer1_row58': [1, 58]}	tensor(-0.4361)
{'layer0_row171': [0, 171]}	tensor(-0.4358)
{'layer0_row182': [0, 182]}	tensor(-0.4328)
{'layer1_row28': [1, 28]}	tensor(-0.4297)
{'layer1_row50': [1, 50]}	tensor(-0.4292)
{'layer0_row269': [0, 269]}	tensor(-0.4290)
{'layer1_row24': [1, 24]}	tensor(-0.4259)
{'layer0_row54': [0, 54]}	tensor(-0.4251)
{'layer0_row245': [0, 245]}	tensor(-0.4223)
{'layer0_row296': [0, 296]}	tensor(-0.4199)
{'layer1_row43': [1, 43]}	tensor(-0.4169)
{'layer0_row67': [0, 67]}	tensor(-0.4164)
{'layer0_row42': [0, 42]}	tensor(-0.4135)
{'layer0_row237': [0, 237]}	tensor(-0.4108)
{'layer0_row121': [0, 121]}	tensor(-0.4082)
{'layer0_row168': [0, 168]}	tensor(-0.4051)
{'layer0_row210': [0, 210]}	tensor(-0.4025)
{'layer0_row272': [0, 272]}	tensor(-0.3989)
{'layer0_row196': [0, 196]}	tensor(-0.3966)
{'layer0_row265': [0, 265]}	tensor(-0.3938)
{'layer0_row17': [0, 17]}	tensor(-0.3910)
{'layer0_row208': [0, 208]}	tensor(-0.3881)
{'layer1_row17': [1, 17]}	tensor(-0.3854)
{'layer1_row95': [1, 95]}	tensor(-0.3848)
{'layer0_row21': [0, 21]}	tensor(-0.3843)
{'layer0_row187': [0, 187]}	tensor(-0.3815)
{'layer0_row223': [0, 223]}	tensor(-0.3788)
{'layer0_row145': [0, 145]}	tensor(-0.3760)
{'layer0_row14': [0, 14]}	tensor(-0.3732)
{'layer0_row61': [0, 61]}	tensor(-0.3703)
{'layer0_row124': [0, 124]}	tensor(-0.3674)
{'layer0_row20': [0, 20]}	tensor(-0.3650)
{'layer0_row288': [0, 288]}	tensor(-0.3623)
{'layer0_row212': [0, 212]}	tensor(-0.3592)
{'layer0_row206': [0, 206]}	tensor(-0.3563)
{'layer0_row224': [0, 224]}	tensor(-0.3535)
{'layer0_row92': [0, 92]}	tensor(-0.3504)
{'layer1_row6': [1, 6]}	tensor(-0.3471)
{'layer1_row14': [1, 14]}	tensor(-0.3474)
{'layer0_row82': [0, 82]}	tensor(-0.3470)
{'layer0_row153': [0, 153]}	tensor(-0.3442)
{'layer0_row0': [0, 0]}	tensor(-0.3412)
{'layer1_row89': [1, 89]}	tensor(-0.3385)
{'layer0_row291': [0, 291]}	tensor(-0.3379)
{'layer0_row199': [0, 199]}	tensor(-0.3350)
{'layer1_row10': [1, 10]}	tensor(-0.3323)
{'layer1_row12': [1, 12]}	tensor(-0.3316)
{'layer0_row4': [0, 4]}	tensor(-0.3317)
{'layer0_row270': [0, 270]}	tensor(-0.3289)
{'layer0_row95': [0, 95]}	tensor(-0.3259)
{'layer0_row39': [0, 39]}	tensor(-0.3229)
{'layer0_row50': [0, 50]}	tensor(-0.3202)
{'layer0_row155': [0, 155]}	tensor(-0.3175)
{'layer0_row254': [0, 254]}	tensor(-0.3147)
{'layer0_row163': [0, 163]}	tensor(-0.3120)
{'layer0_row215': [0, 215]}	tensor(-0.3091)
{'layer0_row160': [0, 160]}	tensor(-0.3063)
{'layer0_row261': [0, 261]}	tensor(-0.3033)
{'layer0_row76': [0, 76]}	tensor(-0.3008)
