Action	Reward
{'layer0_row249': [0, 249]}	tensor(-0.9022)
{'layer0_row94': [0, 94]}	tensor(-0.9054)
{'layer0_row158': [0, 158]}	tensor(-0.9089)
{'layer1_row53': [1, 53]}	tensor(-0.9107)
{'layer0_row164': [0, 164]}	tensor(-0.9133)
{'layer0_row246': [0, 246]}	tensor(-0.9159)
{'layer1_row33': [1, 33]}	tensor(-0.9179)
{'layer0_row228': [0, 228]}	tensor(-0.9193)
{'layer0_row125': [0, 125]}	tensor(-0.9229)
{'layer0_row227': [0, 227]}	tensor(-0.9261)
{'layer0_row190': [0, 190]}	tensor(-0.9289)
{'layer0_row122': [0, 122]}	tensor(-0.9329)
{'layer0_row240': [0, 240]}	tensor(-0.9352)
{'layer0_row257': [0, 257]}	tensor(-0.9387)
{'layer0_row292': [0, 292]}	tensor(-0.9426)
{'layer0_row192': [0, 192]}	tensor(-0.9444)
{'layer1_row5': [1, 5]}	tensor(-0.9489)
{'layer0_row126': [0, 126]}	tensor(-0.9499)
{'layer0_row38': [0, 38]}	tensor(-0.9532)
{'layer1_row38': [1, 38]}	tensor(-0.9564)
{'layer1_row47': [1, 47]}	tensor(-0.9583)
{'layer1_row64': [1, 64]}	tensor(-0.9584)
{'layer0_row43': [0, 43]}	tensor(-0.9596)
{'layer0_row217': [0, 217]}	tensor(-0.9628)
{'layer0_row99': [0, 99]}	tensor(-0.9665)
{'layer0_row53': [0, 53]}	tensor(-0.9699)
{'layer0_row271': [0, 271]}	tensor(-0.9737)
{'layer0_row169': [0, 169]}	tensor(-0.9758)
{'layer0_row251': [0, 251]}	tensor(-0.9805)
{'layer0_row77': [0, 77]}	tensor(-0.9837)
{'layer0_row9': [0, 9]}	tensor(-0.9884)
{'layer0_row68': [0, 68]}	tensor(-0.9907)
{'layer0_row198': [0, 198]}	tensor(-0.9940)
{'layer0_row2': [0, 2]}	tensor(-0.9988)
{'layer1_row67': [1, 67]}	tensor(-1.0021)
{'layer1_row72': [1, 72]}	tensor(-1.0034)
{'layer0_row259': [0, 259]}	tensor(-1.0040)
{'layer0_row66': [0, 66]}	tensor(-1.0084)
{'layer0_row253': [0, 253]}	tensor(-1.0121)
{'layer0_row244': [0, 244]}	tensor(-1.0152)
{'layer0_row15': [0, 15]}	tensor(-1.0203)
{'layer0_row201': [0, 201]}	tensor(-1.0229)
{'layer1_row26': [1, 26]}	tensor(-1.0271)
{'layer0_row209': [0, 209]}	tensor(-1.0279)
{'layer0_row268': [0, 268]}	tensor(-1.0326)
{'layer0_row55': [0, 55]}	tensor(-1.0357)
{'layer0_row34': [0, 34]}	tensor(-1.0397)
{'layer1_row54': [1, 54]}	tensor(-1.0447)
{'layer0_row280': [0, 280]}	tensor(-1.0451)
{'layer0_row59': [0, 59]}	tensor(-1.0496)
{'layer0_row243': [0, 243]}	tensor(-1.0527)
{'layer1_row86': [1, 86]}	tensor(-1.0569)
{'layer0_row172': [0, 172]}	tensor(-1.0584)
{'layer0_row106': [0, 106]}	tensor(-1.0617)
{'layer0_row289': [0, 289]}	tensor(-1.0669)
{'layer0_row230': [0, 230]}	tensor(-1.0699)
{'layer1_row80': [1, 80]}	tensor(-1.0754)
{'layer0_row29': [0, 29]}	tensor(-1.0757)
{'layer1_row31': [1, 31]}	tensor(-1.0807)
{'layer0_row97': [0, 97]}	tensor(-1.0817)
{'layer1_row22': [1, 22]}	tensor(-1.0857)
{'layer0_row143': [0, 143]}	tensor(-1.0875)
{'layer0_row260': [0, 260]}	tensor(-1.0916)
{'layer0_row175': [0, 175]}	tensor(-1.0955)
{'layer1_row51': [1, 51]}	tensor(-1.1000)
{'layer0_row45': [0, 45]}	tensor(-1.1017)
{'layer0_row144': [0, 144]}	tensor(-1.1059)
{'layer0_row213': [0, 213]}	tensor(-1.1094)
{'layer0_row75': [0, 75]}	tensor(-1.1153)
{'layer0_row48': [0, 48]}	tensor(-1.1190)
{'layer1_row74': [1, 74]}	tensor(-1.1238)
{'layer1_row35': [1, 35]}	tensor(-1.1249)
{'layer0_row88': [0, 88]}	tensor(-1.1265)
{'layer1_row85': [1, 85]}	tensor(-1.1315)
{'layer0_row26': [0, 26]}	tensor(-1.1331)
{'layer0_row72': [0, 72]}	tensor(-1.1375)
{'layer0_row180': [0, 180]}	tensor(-1.1425)
{'layer0_row31': [0, 31]}	tensor(-1.1473)
{'layer0_row130': [0, 130]}	tensor(-1.1506)
{'layer0_row127': [0, 127]}	tensor(-1.1559)
{'layer0_row123': [0, 123]}	tensor(-1.1613)
{'layer0_row248': [0, 248]}	tensor(-1.1658)
{'layer0_row10': [0, 10]}	tensor(-1.1711)
{'layer0_row65': [0, 65]}	tensor(-1.1762)
{'layer1_row45': [1, 45]}	tensor(-1.1805)
{'layer1_row49': [1, 49]}	tensor(-1.1815)
{'layer0_row284': [0, 284]}	tensor(-1.1828)
{'layer0_row64': [0, 64]}	tensor(-1.1883)
{'layer0_row162': [0, 162]}	tensor(-1.1940)
{'layer0_row85': [0, 85]}	tensor(-1.1985)
{'layer0_row154': [0, 154]}	tensor(-1.2036)
{'layer0_row120': [0, 120]}	tensor(-1.2094)
{'layer1_row30': [1, 30]}	tensor(-1.2144)
{'layer0_row285': [0, 285]}	tensor(-1.2156)
{'layer0_row225': [0, 225]}	tensor(-1.2213)
{'layer0_row220': [0, 220]}	tensor(-1.2264)
{'layer0_row74': [0, 74]}	tensor(-1.2324)
{'layer0_row203': [0, 203]}	tensor(-1.2385)
{'layer0_row37': [0, 37]}	tensor(-1.2424)
{'layer0_row211': [0, 211]}	tensor(-1.2486)
{'layer0_row231': [0, 231]}	tensor(-1.2542)
{'layer1_row36': [1, 36]}	tensor(-1.2587)
{'layer0_row167': [0, 167]}	tensor(-1.2620)
{'layer0_row165': [0, 165]}	tensor(-1.2664)
{'layer0_row93': [0, 93]}	tensor(-1.2734)
{'layer0_row89': [0, 89]}	tensor(-1.2800)
