Action	Reward
{'layer0_row249': [0, 249]}	tensor(-0.8518)
{'layer0_row94': [0, 94]}	tensor(-0.8492)
{'layer0_row158': [0, 158]}	tensor(-0.8467)
{'layer1_row53': [1, 53]}	tensor(-0.8431)
{'layer0_row164': [0, 164]}	tensor(-0.8424)
{'layer0_row246': [0, 246]}	tensor(-0.8396)
{'layer1_row33': [1, 33]}	tensor(-0.8367)
{'layer0_row228': [0, 228]}	tensor(-0.8363)
{'layer0_row125': [0, 125]}	tensor(-0.8342)
{'layer0_row227': [0, 227]}	tensor(-0.8301)
{'layer0_row190': [0, 190]}	tensor(-0.8276)
{'layer0_row122': [0, 122]}	tensor(-0.8252)
{'layer0_row240': [0, 240]}	tensor(-0.8208)
{'layer0_row257': [0, 257]}	tensor(-0.8190)
{'layer0_row292': [0, 292]}	tensor(-0.8168)
{'layer0_row192': [0, 192]}	tensor(-0.8146)
{'layer1_row5': [1, 5]}	tensor(-0.8099)
{'layer0_row126': [0, 126]}	tensor(-0.8107)
{'layer0_row38': [0, 38]}	tensor(-0.8059)
{'layer1_row38': [1, 38]}	tensor(-0.8047)
{'layer1_row47': [1, 47]}	tensor(-0.8032)
{'layer1_row64': [1, 64]}	tensor(-0.8018)
{'layer0_row43': [0, 43]}	tensor(-0.8018)
{'layer0_row217': [0, 217]}	tensor(-0.7994)
{'layer0_row99': [0, 99]}	tensor(-0.7952)
{'layer0_row53': [0, 53]}	tensor(-0.7928)
{'layer0_row271': [0, 271]}	tensor(-0.7900)
{'layer0_row169': [0, 169]}	tensor(-0.7871)
{'layer0_row251': [0, 251]}	tensor(-0.7840)
{'layer0_row77': [0, 77]}	tensor(-0.7812)
{'layer0_row9': [0, 9]}	tensor(-0.7786)
{'layer0_row68': [0, 68]}	tensor(-0.7761)
{'layer0_row198': [0, 198]}	tensor(-0.7725)
{'layer0_row2': [0, 2]}	tensor(-0.7703)
{'layer1_row67': [1, 67]}	tensor(-0.7678)
{'layer1_row72': [1, 72]}	tensor(-0.7665)
{'layer0_row259': [0, 259]}	tensor(-0.7655)
{'layer0_row66': [0, 66]}	tensor(-0.7632)
{'layer0_row253': [0, 253]}	tensor(-0.7596)
{'layer0_row244': [0, 244]}	tensor(-0.7569)
{'layer0_row15': [0, 15]}	tensor(-0.7540)
{'layer0_row201': [0, 201]}	tensor(-0.7515)
{'layer1_row26': [1, 26]}	tensor(-0.7477)
{'layer0_row209': [0, 209]}	tensor(-0.7485)
{'layer0_row268': [0, 268]}	tensor(-0.7448)
{'layer0_row55': [0, 55]}	tensor(-0.7425)
{'layer0_row34': [0, 34]}	tensor(-0.7393)
{'layer1_row54': [1, 54]}	tensor(-0.7367)
{'layer0_row280': [0, 280]}	tensor(-0.7348)
{'layer0_row59': [0, 59]}	tensor(-0.7335)
{'layer0_row243': [0, 243]}	tensor(-0.7308)
{'layer1_row86': [1, 86]}	tensor(-0.7280)
{'layer0_row172': [0, 172]}	tensor(-0.7272)
{'layer0_row106': [0, 106]}	tensor(-0.7245)
{'layer0_row289': [0, 289]}	tensor(-0.7210)
{'layer0_row230': [0, 230]}	tensor(-0.7178)
{'layer1_row80': [1, 80]}	tensor(-0.7140)
{'layer0_row29': [0, 29]}	tensor(-0.7134)
{'layer1_row31': [1, 31]}	tensor(-0.7112)
{'layer0_row290': [0, 290]}	tensor(-0.7113)
{'layer0_row97': [0, 97]}	tensor(-0.7085)
{'layer1_row22': [1, 22]}	tensor(-0.7049)
{'layer0_row252': [0, 252]}	tensor(-0.7041)
{'layer0_row143': [0, 143]}	tensor(-0.7011)
{'layer0_row175': [0, 175]}	tensor(-0.6986)
{'layer0_row281': [0, 281]}	tensor(-0.6963)
{'layer1_row51': [1, 51]}	tensor(-0.6931)
{'layer0_row45': [0, 45]}	tensor(-0.6921)
{'layer0_row144': [0, 144]}	tensor(-0.6890)
{'layer0_row277': [0, 277]}	tensor(-0.6879)
{'layer0_row213': [0, 213]}	tensor(-0.6848)
{'layer0_row75': [0, 75]}	tensor(-0.6819)
{'layer1_row74': [1, 74]}	tensor(-0.6785)
{'layer1_row35': [1, 35]}	tensor(-0.6774)
{'layer1_row88': [1, 88]}	tensor(-0.6773)
{'layer0_row88': [0, 88]}	tensor(-0.6761)
{'layer1_row85': [1, 85]}	tensor(-0.6735)
{'layer1_row9': [1, 9]}	tensor(-0.6732)
{'layer0_row26': [0, 26]}	tensor(-0.6720)
{'layer0_row72': [0, 72]}	tensor(-0.6689)
{'layer0_row180': [0, 180]}	tensor(-0.6665)
{'layer0_row31': [0, 31]}	tensor(-0.6631)
{'layer0_row130': [0, 130]}	tensor(-0.6609)
{'layer0_row127': [0, 127]}	tensor(-0.6584)
{'layer0_row299': [0, 299]}	tensor(-0.6553)
{'layer0_row123': [0, 123]}	tensor(-0.6524)
{'layer0_row248': [0, 248]}	tensor(-0.6501)
{'layer0_row10': [0, 10]}	tensor(-0.6470)
{'layer0_row65': [0, 65]}	tensor(-0.6443)
{'layer1_row45': [1, 45]}	tensor(-0.6419)
{'layer1_row49': [1, 49]}	tensor(-0.6399)
