Action	Reward
{'layer0_row21': [0, 21]}	tensor(-0.8893)
{'layer0_row221': [0, 221]}	tensor(-0.8926)
{'layer0_row135': [0, 135]}	tensor(-0.8956)
{'layer0_row4': [0, 4]}	tensor(-0.8983)
{'layer0_row57': [0, 57]}	tensor(-0.9020)
{'layer0_row246': [0, 246]}	tensor(-0.9046)
{'layer1_row25': [1, 25]}	tensor(-0.9087)
{'layer1_row53': [1, 53]}	tensor(-0.9077)
{'layer1_row84': [1, 84]}	tensor(-0.9098)
{'layer0_row55': [0, 55]}	tensor(-0.9101)
{'layer0_row121': [0, 121]}	tensor(-0.9145)
{'layer0_row202': [0, 202]}	tensor(-0.9180)
{'layer0_row280': [0, 280]}	tensor(-0.9195)
{'layer0_row10': [0, 10]}	tensor(-0.9224)
{'layer0_row249': [0, 249]}	tensor(-0.9266)
{'layer0_row210': [0, 210]}	tensor(-0.9299)
{'layer0_row67': [0, 67]}	tensor(-0.9326)
{'layer1_row88': [1, 88]}	tensor(-0.9351)
{'layer0_row208': [0, 208]}	tensor(-0.9372)
{'layer0_row94': [0, 94]}	tensor(-0.9412)
{'layer0_row81': [0, 81]}	tensor(-0.9444)
{'layer0_row240': [0, 240]}	tensor(-0.9477)
{'layer0_row219': [0, 219]}	tensor(-0.9510)
{'layer0_row29': [0, 29]}	tensor(-0.9542)
{'layer0_row253': [0, 253]}	tensor(-0.9583)
{'layer1_row13': [1, 13]}	tensor(-0.9612)
{'layer0_row33': [0, 33]}	tensor(-0.9625)
{'layer0_row138': [0, 138]}	tensor(-0.9648)
{'layer0_row153': [0, 153]}	tensor(-0.9679)
{'layer0_row158': [0, 158]}	tensor(-0.9728)
{'layer0_row164': [0, 164]}	tensor(-0.9765)
{'layer0_row63': [0, 63]}	tensor(-0.9797)
{'layer1_row55': [1, 55]}	tensor(-0.9823)
{'layer1_row26': [1, 26]}	tensor(-0.9846)
{'layer0_row86': [0, 86]}	tensor(-0.9853)
{'layer0_row114': [0, 114]}	tensor(-0.9896)
{'layer1_row46': [1, 46]}	tensor(-0.9923)
{'layer0_row53': [0, 53]}	tensor(-0.9936)
{'layer0_row133': [0, 133]}	tensor(-0.9975)
{'layer0_row228': [0, 228]}	tensor(-1.0014)
{'layer0_row190': [0, 190]}	tensor(-1.0050)
{'layer0_row274': [0, 274]}	tensor(-1.0087)
{'layer1_row61': [1, 61]}	tensor(-1.0115)
{'layer0_row122': [0, 122]}	tensor(-1.0141)
{'layer1_row92': [1, 92]}	tensor(-1.0175)
{'layer0_row195': [0, 195]}	tensor(-1.0188)
{'layer0_row238': [0, 238]}	tensor(-1.0226)
{'layer0_row206': [0, 206]}	tensor(-1.0270)
{'layer1_row19': [1, 19]}	tensor(-1.0309)
{'layer0_row43': [0, 43]}	tensor(-1.0315)
{'layer1_row56': [1, 56]}	tensor(-1.0345)
{'layer1_row64': [1, 64]}	tensor(-1.0365)
{'layer0_row234': [0, 234]}	tensor(-1.0377)
{'layer0_row177': [0, 177]}	tensor(-1.0418)
{'layer0_row181': [0, 181]}	tensor(-1.0461)
{'layer0_row242': [0, 242]}	tensor(-1.0491)
{'layer0_row257': [0, 257]}	tensor(-1.0541)
{'layer0_row166': [0, 166]}	tensor(-1.0576)
{'layer0_row11': [0, 11]}	tensor(-1.0621)
{'layer0_row143': [0, 143]}	tensor(-1.0663)
{'layer0_row56': [0, 56]}	tensor(-1.0711)
{'layer0_row292': [0, 292]}	tensor(-1.0751)
{'layer0_row192': [0, 192]}	tensor(-1.0800)
{'layer0_row148': [0, 148]}	tensor(-1.0835)
{'layer1_row5': [1, 5]}	tensor(-1.0876)
{'layer0_row25': [0, 25]}	tensor(-1.0891)
{'layer0_row38': [0, 38]}	tensor(-1.0931)
{'layer1_row20': [1, 20]}	tensor(-1.0973)
{'layer1_row38': [1, 38]}	tensor(-1.0988)
{'layer1_row47': [1, 47]}	tensor(-1.1011)
{'layer0_row69': [0, 69]}	tensor(-1.1024)
