Action	Reward
{'layer0_row249': [0, 249]}	tensor(-0.9114)
{'layer0_row94': [0, 94]}	tensor(-0.9151)
{'layer0_row158': [0, 158]}	tensor(-0.9176)
{'layer1_row53': [1, 53]}	tensor(-0.9214)
{'layer0_row164': [0, 164]}	tensor(-0.9225)
{'layer0_row246': [0, 246]}	tensor(-0.9245)
{'layer1_row33': [1, 33]}	tensor(-0.9283)
{'layer0_row228': [0, 228]}	tensor(-0.9296)
{'layer0_row125': [0, 125]}	tensor(-0.9324)
{'layer0_row190': [0, 190]}	tensor(-0.9356)
{'layer0_row122': [0, 122]}	tensor(-0.9392)
{'layer0_row257': [0, 257]}	tensor(-0.9426)
{'layer0_row97': [0, 97]}	tensor(-0.9457)
{'layer0_row292': [0, 292]}	tensor(-0.9490)
{'layer0_row192': [0, 192]}	tensor(-0.9506)
{'layer1_row5': [1, 5]}	tensor(-0.9555)
{'layer0_row38': [0, 38]}	tensor(-0.9572)
{'layer0_row126': [0, 126]}	tensor(-0.9599)
{'layer1_row38': [1, 38]}	tensor(-0.9640)
{'layer1_row47': [1, 47]}	tensor(-0.9635)
{'layer1_row64': [1, 64]}	tensor(-0.9654)
{'layer0_row43': [0, 43]}	tensor(-0.9659)
{'layer0_row217': [0, 217]}	tensor(-0.9704)
{'layer0_row99': [0, 99]}	tensor(-0.9723)
{'layer0_row53': [0, 53]}	tensor(-0.9764)
{'layer0_row271': [0, 271]}	tensor(-0.9801)
{'layer0_row169': [0, 169]}	tensor(-0.9831)
{'layer0_row251': [0, 251]}	tensor(-0.9875)
{'layer0_row77': [0, 77]}	tensor(-0.9920)
{'layer0_row9': [0, 9]}	tensor(-0.9946)
{'layer0_row68': [0, 68]}	tensor(-0.9984)
{'layer0_row198': [0, 198]}	tensor(-1.0010)
{'layer0_row2': [0, 2]}	tensor(-1.0053)
{'layer1_row67': [1, 67]}	tensor(-1.0085)
{'layer1_row72': [1, 72]}	tensor(-1.0109)
{'layer0_row259': [0, 259]}	tensor(-1.0117)
{'layer0_row253': [0, 253]}	tensor(-1.0149)
{'layer1_row51': [1, 51]}	tensor(-1.0189)
{'layer0_row42': [0, 42]}	tensor(-1.0196)
{'layer0_row244': [0, 244]}	tensor(-1.0240)
{'layer1_row23': [1, 23]}	tensor(-1.0280)
{'layer1_row57': [1, 57]}	tensor(-1.0281)
{'layer0_row209': [0, 209]}	tensor(-1.0292)
{'layer0_row55': [0, 55]}	tensor(-1.0337)
{'layer0_row34': [0, 34]}	tensor(-1.0365)
{'layer1_row54': [1, 54]}	tensor(-1.0420)
{'layer0_row280': [0, 280]}	tensor(-1.0414)
{'layer0_row59': [0, 59]}	tensor(-1.0473)
{'layer0_row243': [0, 243]}	tensor(-1.0508)
{'layer1_row86': [1, 86]}	tensor(-1.0534)
{'layer0_row299': [0, 299]}	tensor(-1.0569)
{'layer0_row289': [0, 289]}	tensor(-1.0591)
{'layer0_row230': [0, 230]}	tensor(-1.0632)
{'layer1_row80': [1, 80]}	tensor(-1.0675)
{'layer0_row29': [0, 29]}	tensor(-1.0697)
{'layer1_row31': [1, 31]}	tensor(-1.0732)
