Action	Reward
{'layer0_row249': [0, 249]}	tensor(-0.9061)
{'layer0_row94': [0, 94]}	tensor(-0.9044)
{'layer0_row158': [0, 158]}	tensor(-0.9014)
{'layer1_row53': [1, 53]}	tensor(-0.8981)
{'layer0_row164': [0, 164]}	tensor(-0.8966)
{'layer0_row246': [0, 246]}	tensor(-0.8941)
{'layer1_row33': [1, 33]}	tensor(-0.8908)
{'layer0_row228': [0, 228]}	tensor(-0.8897)
{'layer0_row190': [0, 190]}	tensor(-0.8863)
{'layer0_row122': [0, 122]}	tensor(-0.8839)
{'layer0_row257': [0, 257]}	tensor(-0.8803)
{'layer0_row292': [0, 292]}	tensor(-0.8786)
{'layer1_row22': [1, 22]}	tensor(-0.8749)
{'layer0_row192': [0, 192]}	tensor(-0.8731)
{'layer1_row5': [1, 5]}	tensor(-0.8704)
{'layer0_row38': [0, 38]}	tensor(-0.8702)
{'layer0_row67': [0, 67]}	tensor(-0.8665)
{'layer1_row38': [1, 38]}	tensor(-0.8642)
{'layer1_row47': [1, 47]}	tensor(-0.8631)
{'layer1_row64': [1, 64]}	tensor(-0.8622)
{'layer0_row43': [0, 43]}	tensor(-0.8610)
{'layer0_row217': [0, 217]}	tensor(-0.8574)
{'layer0_row99': [0, 99]}	tensor(-0.8550)
{'layer0_row53': [0, 53]}	tensor(-0.8520)
{'layer0_row271': [0, 271]}	tensor(-0.8491)
{'layer0_row169': [0, 169]}	tensor(-0.8462)
{'layer0_row251': [0, 251]}	tensor(-0.8425)
{'layer0_row77': [0, 77]}	tensor(-0.8404)
{'layer0_row9': [0, 9]}	tensor(-0.8369)
{'layer0_row68': [0, 68]}	tensor(-0.8340)
{'layer0_row198': [0, 198]}	tensor(-0.8308)
{'layer0_row2': [0, 2]}	tensor(-0.8285)
{'layer1_row67': [1, 67]}	tensor(-0.8245)
{'layer1_row72': [1, 72]}	tensor(-0.8234)
{'layer0_row259': [0, 259]}	tensor(-0.8227)
{'layer0_row253': [0, 253]}	tensor(-0.8198)
{'layer0_row244': [0, 244]}	tensor(-0.8172)
{'layer0_row209': [0, 209]}	tensor(-0.8139)
{'layer0_row121': [0, 121]}	tensor(-0.8119)
{'layer0_row55': [0, 55]}	tensor(-0.8086)
{'layer1_row94': [1, 94]}	tensor(-0.8051)
{'layer0_row81': [0, 81]}	tensor(-0.8042)
{'layer0_row34': [0, 34]}	tensor(-0.8008)
{'layer1_row54': [1, 54]}	tensor(-0.7981)
{'layer0_row280': [0, 280]}	tensor(-0.7972)
{'layer0_row59': [0, 59]}	tensor(-0.7941)
{'layer0_row8': [0, 8]}	tensor(-0.7911)
{'layer0_row204': [0, 204]}	tensor(-0.7885)
{'layer0_row243': [0, 243]}	tensor(-0.7859)
{'layer1_row86': [1, 86]}	tensor(-0.7823)
{'layer0_row289': [0, 289]}	tensor(-0.7816)
{'layer0_row230': [0, 230]}	tensor(-0.7786)
{'layer0_row18': [0, 18]}	tensor(-0.7757)
{'layer1_row80': [1, 80]}	tensor(-0.7724)
{'layer1_row76': [1, 76]}	tensor(-0.7713)
{'layer0_row29': [0, 29]}	tensor(-0.7710)
{'layer1_row31': [1, 31]}	tensor(-0.7679)
{'layer0_row240': [0, 240]}	tensor(-0.7662)
{'layer0_row97': [0, 97]}	tensor(-0.7645)
{'layer0_row270': [0, 270]}	tensor(-0.7606)
{'layer0_row143': [0, 143]}	tensor(-0.7578)
{'layer0_row175': [0, 175]}	tensor(-0.7552)
{'layer0_row132': [0, 132]}	tensor(-0.7515)
{'layer0_row242': [0, 242]}	tensor(-0.7495)
{'layer0_row66': [0, 66]}	tensor(-0.7469)
{'layer1_row51': [1, 51]}	tensor(-0.7427)
{'layer0_row45': [0, 45]}	tensor(-0.7420)
{'layer0_row227': [0, 227]}	tensor(-0.7390)
{'layer0_row144': [0, 144]}	tensor(-0.7362)
{'layer0_row213': [0, 213]}	tensor(-0.7331)
{'layer0_row75': [0, 75]}	tensor(-0.7311)
{'layer1_row74': [1, 74]}	tensor(-0.7272)
{'layer1_row35': [1, 35]}	tensor(-0.7255)
{'layer0_row88': [0, 88]}	tensor(-0.7259)
{'layer1_row85': [1, 85]}	tensor(-0.7222)
{'layer0_row116': [0, 116]}	tensor(-0.7221)
{'layer0_row26': [0, 26]}	tensor(-0.7192)
{'layer0_row183': [0, 183]}	tensor(-0.7157)
{'layer0_row72': [0, 72]}	tensor(-0.7138)
{'layer0_row180': [0, 180]}	tensor(-0.7100)
{'layer0_row31': [0, 31]}	tensor(-0.7074)
{'layer1_row26': [1, 26]}	tensor(-0.7043)
{'layer0_row130': [0, 130]}	tensor(-0.7035)
{'layer0_row127': [0, 127]}	tensor(-0.7004)
{'layer0_row123': [0, 123]}	tensor(-0.6978)
{'layer0_row248': [0, 248]}	tensor(-0.6942)
{'layer0_row10': [0, 10]}	tensor(-0.6919)
