Action	Reward
{'layer0_row186': [0, 186]}	tensor(-0.9069)
{'layer0_row221': [0, 221]}	tensor(-0.9029)
{'layer0_row86': [0, 86]}	tensor(-0.9000)
{'layer0_row4': [0, 4]}	tensor(-0.8974)
{'layer0_row246': [0, 246]}	tensor(-0.8937)
{'layer0_row152': [0, 152]}	tensor(-0.8896)
{'layer0_row51': [0, 51]}	tensor(-0.8883)
{'layer0_row17': [0, 17]}	tensor(-0.8844)
{'layer1_row60': [1, 60]}	tensor(-0.8816)
{'layer0_row236': [0, 236]}	tensor(-0.8801)
{'layer0_row202': [0, 202]}	tensor(-0.8780)
{'layer0_row150': [0, 150]}	tensor(-0.8752)
{'layer0_row140': [0, 140]}	tensor(-0.8719)
{'layer1_row97': [1, 97]}	tensor(-0.8696)
{'layer1_row10': [1, 10]}	tensor(-0.8681)
{'layer0_row282': [0, 282]}	tensor(-0.8668)
{'layer0_row237': [0, 237]}	tensor(-0.8644)
{'layer1_row99': [1, 99]}	tensor(-0.8608)
{'layer0_row265': [0, 265]}	tensor(-0.8595)
{'layer0_row249': [0, 249]}	tensor(-0.8563)
{'layer0_row81': [0, 81]}	tensor(-0.8541)
{'layer1_row80': [1, 80]}	tensor(-0.8510)
{'layer0_row197': [0, 197]}	tensor(-0.8503)
{'layer1_row1': [1, 1]}	tensor(-0.8473)
{'layer0_row72': [0, 72]}	tensor(-0.8462)
{'layer0_row157': [0, 157]}	tensor(-0.8428)
{'layer0_row111': [0, 111]}	tensor(-0.8402)
{'layer0_row168': [0, 168]}	tensor(-0.8365)
{'layer1_row45': [1, 45]}	tensor(-0.8339)
{'layer0_row272': [0, 272]}	tensor(-0.8330)
{'layer0_row281': [0, 281]}	tensor(-0.8298)
{'layer0_row181': [0, 181]}	tensor(-0.8269)
{'layer0_row9': [0, 9]}	tensor(-0.8243)
{'layer0_row231': [0, 231]}	tensor(-0.8214)
{'layer0_row161': [0, 161]}	tensor(-0.8182)
{'layer1_row25': [1, 25]}	tensor(-0.8154)
{'layer1_row50': [1, 50]}	tensor(-0.8145)
{'layer0_row15': [0, 15]}	tensor(-0.8129)
{'layer1_row29': [1, 29]}	tensor(-0.8103)
{'layer1_row7': [1, 7]}	tensor(-0.8093)
{'layer0_row94': [0, 94]}	tensor(-0.8079)
{'layer1_row55': [1, 55]}	tensor(-0.8050)
{'layer0_row158': [0, 158]}	tensor(-0.8040)
{'layer0_row164': [0, 164]}	tensor(-0.8020)
{'layer0_row228': [0, 228]}	tensor(-0.7986)
{'layer0_row190': [0, 190]}	tensor(-0.7959)
{'layer0_row188': [0, 188]}	tensor(-0.7924)
{'layer0_row104': [0, 104]}	tensor(-0.7898)
{'layer0_row287': [0, 287]}	tensor(-0.7862)
{'layer0_row122': [0, 122]}	tensor(-0.7837)
{'layer0_row87': [0, 87]}	tensor(-0.7808)
{'layer1_row18': [1, 18]}	tensor(-0.7783)
{'layer0_row8': [0, 8]}	tensor(-0.7767)
{'layer0_row177': [0, 177]}	tensor(-0.7741)
{'layer0_row121': [0, 121]}	tensor(-0.7711)
{'layer0_row136': [0, 136]}	tensor(-0.7681)
{'layer1_row19': [1, 19]}	tensor(-0.7646)
{'layer0_row257': [0, 257]}	tensor(-0.7639)
{'layer0_row292': [0, 292]}	tensor(-0.7610)
{'layer0_row192': [0, 192]}	tensor(-0.7575)
{'layer0_row243': [0, 243]}	tensor(-0.7551)
{'layer0_row178': [0, 178]}	tensor(-0.7519)
{'layer0_row149': [0, 149]}	tensor(-0.7495)
{'layer1_row5': [1, 5]}	tensor(-0.7458)
{'layer1_row17': [1, 17]}	tensor(-0.7452)
{'layer0_row38': [0, 38]}	tensor(-0.7436)
{'layer0_row244': [0, 244]}	tensor(-0.7415)
{'layer0_row232': [0, 232]}	tensor(-0.7379)
{'layer0_row225': [0, 225]}	tensor(-0.7357)
{'layer0_row218': [0, 218]}	tensor(-0.7330)
{'layer0_row92': [0, 92]}	tensor(-0.7292)
{'layer1_row84': [1, 84]}	tensor(-0.7270)
{'layer1_row38': [1, 38]}	tensor(-0.7258)
{'layer0_row109': [0, 109]}	tensor(-0.7243)
{'layer1_row23': [1, 23]}	tensor(-0.7216)
{'layer1_row47': [1, 47]}	tensor(-0.7209)
{'layer0_row142': [0, 142]}	tensor(-0.7202)
{'layer1_row64': [1, 64]}	tensor(-0.7174)
{'layer0_row196': [0, 196]}	tensor(-0.7162)
{'layer1_row56': [1, 56]}	tensor(-0.7135)
{'layer0_row43': [0, 43]}	tensor(-0.7126)
{'layer0_row217': [0, 217]}	tensor(-0.7091)
{'layer0_row45': [0, 45]}	tensor(-0.7063)
{'layer0_row216': [0, 216]}	tensor(-0.7040)
{'layer0_row37': [0, 37]}	tensor(-0.7006)
{'layer0_row137': [0, 137]}	tensor(-0.6978)
{'layer0_row70': [0, 70]}	tensor(-0.6950)
{'layer0_row240': [0, 240]}	tensor(-0.6921)
{'layer0_row67': [0, 67]}	tensor(-0.6895)
{'layer0_row242': [0, 242]}	tensor(-0.6866)
{'layer1_row86': [1, 86]}	tensor(-0.6836)
{'layer0_row36': [0, 36]}	tensor(-0.6823)
{'layer0_row53': [0, 53]}	tensor(-0.6797)
{'layer0_row99': [0, 99]}	tensor(-0.6771)
{'layer0_row129': [0, 129]}	tensor(-0.6738)
{'layer0_row3': [0, 3]}	tensor(-0.6713)
{'layer0_row264': [0, 264]}	tensor(-0.6676)
{'layer1_row8': [1, 8]}	tensor(-0.6652)
{'layer0_row271': [0, 271]}	tensor(-0.6644)
{'layer0_row73': [0, 73]}	tensor(-0.6609)
{'layer0_row169': [0, 169]}	tensor(-0.6581)
{'layer0_row82': [0, 82]}	tensor(-0.6557)
{'layer0_row251': [0, 251]}	tensor(-0.6524)
{'layer0_row77': [0, 77]}	tensor(-0.6491)
{'layer0_row68': [0, 68]}	tensor(-0.6459)
{'layer0_row229': [0, 229]}	tensor(-0.6434)
{'layer1_row63': [1, 63]}	tensor(-0.6409)
{'layer0_row198': [0, 198]}	tensor(-0.6402)
{'layer1_row88': [1, 88]}	tensor(-0.6367)
{'layer0_row2': [0, 2]}	tensor(-0.6360)
{'layer1_row67': [1, 67]}	tensor(-0.6333)
{'layer1_row72': [1, 72]}	tensor(-0.6321)
{'layer0_row259': [0, 259]}	tensor(-0.6317)
{'layer0_row253': [0, 253]}	tensor(-0.6292)
{'layer0_row209': [0, 209]}	tensor(-0.6260)
{'layer0_row270': [0, 270]}	tensor(-0.6235)
{'layer0_row56': [0, 56]}	tensor(-0.6199)
{'layer0_row191': [0, 191]}	tensor(-0.6174)
{'layer0_row55': [0, 55]}	tensor(-0.6137)
{'layer0_row34': [0, 34]}	tensor(-0.6112)
{'layer1_row54': [1, 54]}	tensor(-0.6087)
{'layer0_row280': [0, 280]}	tensor(-0.6084)
{'layer0_row74': [0, 74]}	tensor(-0.6050)
{'layer0_row212': [0, 212]}	tensor(-0.6014)
{'layer0_row167': [0, 167]}	tensor(-0.5994)
{'layer1_row81': [1, 81]}	tensor(-0.5962)
{'layer0_row59': [0, 59]}	tensor(-0.5954)
{'layer1_row94': [1, 94]}	tensor(-0.5929)
{'layer0_row138': [0, 138]}	tensor(-0.5916)
{'layer0_row220': [0, 220]}	tensor(-0.5888)
{'layer0_row241': [0, 241]}	tensor(-0.5863)
{'layer0_row108': [0, 108]}	tensor(-0.5830)
{'layer0_row289': [0, 289]}	tensor(-0.5800)
{'layer1_row93': [1, 93]}	tensor(-0.5773)
{'layer0_row235': [0, 235]}	tensor(-0.5768)
{'layer1_row22': [1, 22]}	tensor(-0.5735)
{'layer0_row132': [0, 132]}	tensor(-0.5729)
{'layer0_row230': [0, 230]}	tensor(-0.5701)
{'layer0_row29': [0, 29]}	tensor(-0.5671)
{'layer1_row31': [1, 31]}	tensor(-0.5647)
{'layer1_row0': [1, 0]}	tensor(-0.5641)
{'layer1_row12': [1, 12]}	tensor(-0.5622)
{'layer1_row30': [1, 30]}	tensor(-0.5621)
{'layer0_row97': [0, 97]}	tensor(-0.5616)
{'layer0_row143': [0, 143]}	tensor(-0.5586)
{'layer0_row199': [0, 199]}	tensor(-0.5555)
{'layer1_row57': [1, 57]}	tensor(-0.5530)
{'layer1_row91': [1, 91]}	tensor(-0.5522)
{'layer0_row175': [0, 175]}	tensor(-0.5517)
{'layer0_row66': [0, 66]}	tensor(-0.5487)
{'layer0_row141': [0, 141]}	tensor(-0.5461)
{'layer1_row51': [1, 51]}	tensor(-0.5430)
{'layer0_row227': [0, 227]}	tensor(-0.5420)
{'layer0_row71': [0, 71]}	tensor(-0.5398)
{'layer0_row144': [0, 144]}	tensor(-0.5367)
{'layer0_row57': [0, 57]}	tensor(-0.5336)
{'layer0_row213': [0, 213]}	tensor(-0.5307)
{'layer0_row96': [0, 96]}	tensor(-0.5277)
{'layer0_row75': [0, 75]}	tensor(-0.5252)
{'layer0_row183': [0, 183]}	tensor(-0.5220)
{'layer1_row95': [1, 95]}	tensor(-0.5192)
{'layer0_row33': [0, 33]}	tensor(-0.5180)
{'layer0_row295': [0, 295]}	tensor(-0.5159)
{'layer0_row112': [0, 112]}	tensor(-0.5133)
{'layer1_row2': [1, 2]}	tensor(-0.5099)
{'layer0_row261': [0, 261]}	tensor(-0.5096)
{'layer1_row15': [1, 15]}	tensor(-0.5062)
{'layer1_row76': [1, 76]}	tensor(-0.5056)
{'layer0_row222': [0, 222]}	tensor(-0.5051)
{'layer0_row182': [0, 182]}	tensor(-0.5021)
{'layer1_row20': [1, 20]}	tensor(-0.4997)
{'layer1_row52': [1, 52]}	tensor(-0.4984)
{'layer0_row247': [0, 247]}	tensor(-0.4981)
{'layer1_row43': [1, 43]}	tensor(-0.4955)
{'layer0_row293': [0, 293]}	tensor(-0.4943)
{'layer0_row123': [0, 123]}	tensor(-0.4921)
{'layer1_row6': [1, 6]}	tensor(-0.4890)
{'layer1_row74': [1, 74]}	tensor(-0.4885)
{'layer1_row35': [1, 35]}	tensor(-0.4878)
{'layer0_row88': [0, 88]}	tensor(-0.4870)
{'layer1_row85': [1, 85]}	tensor(-0.4842)
{'layer0_row26': [0, 26]}	tensor(-0.4841)
{'layer0_row180': [0, 180]}	tensor(-0.4809)
{'layer0_row31': [0, 31]}	tensor(-0.4780)
{'layer1_row26': [1, 26]}	tensor(-0.4752)
{'layer0_row130': [0, 130]}	tensor(-0.4746)
