Action	Reward
{'layer0_row249': [0, 249]}	tensor(-0.9000)
{'layer0_row94': [0, 94]}	tensor(-0.8974)
{'layer0_row158': [0, 158]}	tensor(-0.8938)
{'layer1_row53': [1, 53]}	tensor(-0.8920)
{'layer0_row164': [0, 164]}	tensor(-0.8905)
{'layer0_row246': [0, 246]}	tensor(-0.8873)
{'layer1_row33': [1, 33]}	tensor(-0.8835)
{'layer0_row228': [0, 228]}	tensor(-0.8836)
{'layer0_row125': [0, 125]}	tensor(-0.8794)
{'layer0_row227': [0, 227]}	tensor(-0.8775)
{'layer0_row190': [0, 190]}	tensor(-0.8737)
{'layer0_row122': [0, 122]}	tensor(-0.8709)
{'layer0_row240': [0, 240]}	tensor(-0.8674)
{'layer0_row257': [0, 257]}	tensor(-0.8652)
{'layer0_row292': [0, 292]}	tensor(-0.8629)
{'layer0_row192': [0, 192]}	tensor(-0.8591)
{'layer1_row5': [1, 5]}	tensor(-0.8566)
{'layer0_row126': [0, 126]}	tensor(-0.8547)
{'layer0_row38': [0, 38]}	tensor(-0.8525)
{'layer1_row38': [1, 38]}	tensor(-0.8492)
{'layer1_row47': [1, 47]}	tensor(-0.8471)
{'layer1_row64': [1, 64]}	tensor(-0.8478)
{'layer0_row43': [0, 43]}	tensor(-0.8465)
{'layer0_row217': [0, 217]}	tensor(-0.8432)
{'layer0_row99': [0, 99]}	tensor(-0.8400)
{'layer0_row53': [0, 53]}	tensor(-0.8365)
{'layer0_row271': [0, 271]}	tensor(-0.8345)
{'layer0_row169': [0, 169]}	tensor(-0.8310)
{'layer0_row251': [0, 251]}	tensor(-0.8276)
{'layer0_row77': [0, 77]}	tensor(-0.8254)
{'layer0_row9': [0, 9]}	tensor(-0.8221)
{'layer0_row68': [0, 68]}	tensor(-0.8200)
{'layer0_row198': [0, 198]}	tensor(-0.8156)
{'layer0_row2': [0, 2]}	tensor(-0.8136)
{'layer1_row67': [1, 67]}	tensor(-0.8098)
{'layer1_row72': [1, 72]}	tensor(-0.8097)
{'layer0_row259': [0, 259]}	tensor(-0.8088)
{'layer0_row66': [0, 66]}	tensor(-0.8054)
{'layer0_row253': [0, 253]}	tensor(-0.8019)
{'layer0_row244': [0, 244]}	tensor(-0.7989)
{'layer0_row15': [0, 15]}	tensor(-0.7965)
{'layer0_row201': [0, 201]}	tensor(-0.7939)
{'layer1_row26': [1, 26]}	tensor(-0.7906)
{'layer0_row209': [0, 209]}	tensor(-0.7897)
{'layer0_row268': [0, 268]}	tensor(-0.7864)
{'layer0_row55': [0, 55]}	tensor(-0.7851)
{'layer0_row34': [0, 34]}	tensor(-0.7817)
{'layer1_row54': [1, 54]}	tensor(-0.7782)
{'layer0_row280': [0, 280]}	tensor(-0.7771)
{'layer0_row59': [0, 59]}	tensor(-0.7749)
{'layer0_row243': [0, 243]}	tensor(-0.7710)
{'layer1_row86': [1, 86]}	tensor(-0.7682)
{'layer0_row172': [0, 172]}	tensor(-0.7680)
{'layer0_row106': [0, 106]}	tensor(-0.7639)
{'layer0_row289': [0, 289]}	tensor(-0.7611)
{'layer0_row230': [0, 230]}	tensor(-0.7588)
{'layer1_row80': [1, 80]}	tensor(-0.7552)
{'layer0_row29': [0, 29]}	tensor(-0.7545)
{'layer1_row31': [1, 31]}	tensor(-0.7516)
{'layer0_row97': [0, 97]}	tensor(-0.7501)
{'layer1_row22': [1, 22]}	tensor(-0.7480)
{'layer0_row143': [0, 143]}	tensor(-0.7466)
{'layer0_row260': [0, 260]}	tensor(-0.7447)
{'layer0_row205': [0, 205]}	tensor(-0.7405)
{'layer0_row175': [0, 175]}	tensor(-0.7377)
{'layer1_row51': [1, 51]}	tensor(-0.7349)
{'layer0_row45': [0, 45]}	tensor(-0.7349)
{'layer0_row144': [0, 144]}	tensor(-0.7317)
{'layer0_row213': [0, 213]}	tensor(-0.7285)
{'layer0_row277': [0, 277]}	tensor(-0.7253)
