Action	Reward
{'layer0_row249': [0, 249]}	tensor(-0.8763)
{'layer0_row94': [0, 94]}	tensor(-0.8730)
{'layer0_row158': [0, 158]}	tensor(-0.8698)
{'layer1_row53': [1, 53]}	tensor(-0.8688)
{'layer0_row164': [0, 164]}	tensor(-0.8674)
{'layer0_row246': [0, 246]}	tensor(-0.8633)
{'layer1_row33': [1, 33]}	tensor(-0.8603)
{'layer0_row228': [0, 228]}	tensor(-0.8599)
{'layer0_row125': [0, 125]}	tensor(-0.8563)
{'layer0_row227': [0, 227]}	tensor(-0.8542)
{'layer0_row190': [0, 190]}	tensor(-0.8508)
{'layer0_row122': [0, 122]}	tensor(-0.8485)
{'layer0_row240': [0, 240]}	tensor(-0.8458)
{'layer0_row257': [0, 257]}	tensor(-0.8418)
{'layer0_row292': [0, 292]}	tensor(-0.8393)
{'layer0_row192': [0, 192]}	tensor(-0.8369)
{'layer1_row5': [1, 5]}	tensor(-0.8330)
{'layer0_row126': [0, 126]}	tensor(-0.8323)
{'layer0_row38': [0, 38]}	tensor(-0.8300)
{'layer1_row38': [1, 38]}	tensor(-0.8257)
{'layer1_row47': [1, 47]}	tensor(-0.8265)
{'layer1_row64': [1, 64]}	tensor(-0.8247)
{'layer0_row43': [0, 43]}	tensor(-0.8246)
{'layer0_row217': [0, 217]}	tensor(-0.8211)
{'layer0_row99': [0, 99]}	tensor(-0.8185)
{'layer0_row53': [0, 53]}	tensor(-0.8144)
{'layer0_row271': [0, 271]}	tensor(-0.8126)
{'layer0_row169': [0, 169]}	tensor(-0.8097)
{'layer0_row251': [0, 251]}	tensor(-0.8061)
{'layer0_row77': [0, 77]}	tensor(-0.8034)
{'layer0_row9': [0, 9]}	tensor(-0.8016)
{'layer0_row68': [0, 68]}	tensor(-0.7981)
{'layer0_row198': [0, 198]}	tensor(-0.7955)
{'layer0_row2': [0, 2]}	tensor(-0.7913)
{'layer1_row67': [1, 67]}	tensor(-0.7888)
{'layer1_row72': [1, 72]}	tensor(-0.7883)
{'layer0_row259': [0, 259]}	tensor(-0.7878)
{'layer0_row66': [0, 66]}	tensor(-0.7853)
{'layer0_row253': [0, 253]}	tensor(-0.7818)
{'layer0_row244': [0, 244]}	tensor(-0.7779)
{'layer0_row15': [0, 15]}	tensor(-0.7759)
{'layer0_row201': [0, 201]}	tensor(-0.7730)
{'layer1_row26': [1, 26]}	tensor(-0.7696)
{'layer0_row209': [0, 209]}	tensor(-0.7696)
{'layer0_row268': [0, 268]}	tensor(-0.7662)
{'layer0_row55': [0, 55]}	tensor(-0.7631)
{'layer0_row34': [0, 34]}	tensor(-0.7604)
{'layer1_row54': [1, 54]}	tensor(-0.7584)
{'layer0_row280': [0, 280]}	tensor(-0.7560)
{'layer0_row59': [0, 59]}	tensor(-0.7538)
{'layer0_row243': [0, 243]}	tensor(-0.7511)
{'layer1_row86': [1, 86]}	tensor(-0.7480)
{'layer0_row172': [0, 172]}	tensor(-0.7476)
{'layer0_row106': [0, 106]}	tensor(-0.7444)
{'layer0_row289': [0, 289]}	tensor(-0.7409)
{'layer0_row230': [0, 230]}	tensor(-0.7392)
{'layer1_row80': [1, 80]}	tensor(-0.7359)
{'layer0_row29': [0, 29]}	tensor(-0.7346)
{'layer1_row31': [1, 31]}	tensor(-0.7323)
{'layer0_row290': [0, 290]}	tensor(-0.7314)
{'layer0_row97': [0, 97]}	tensor(-0.7284)
{'layer1_row22': [1, 22]}	tensor(-0.7256)
{'layer0_row252': [0, 252]}	tensor(-0.7241)
{'layer0_row143': [0, 143]}	tensor(-0.7215)
{'layer0_row175': [0, 175]}	tensor(-0.7172)
{'layer0_row281': [0, 281]}	tensor(-0.7165)
{'layer1_row51': [1, 51]}	tensor(-0.7130)
{'layer0_row45': [0, 45]}	tensor(-0.7122)
{'layer0_row144': [0, 144]}	tensor(-0.7089)
{'layer0_row277': [0, 277]}	tensor(-0.7061)
{'layer0_row213': [0, 213]}	tensor(-0.7043)
{'layer0_row75': [0, 75]}	tensor(-0.7004)
{'layer1_row74': [1, 74]}	tensor(-0.6976)
{'layer1_row35': [1, 35]}	tensor(-0.6976)
{'layer1_row88': [1, 88]}	tensor(-0.6958)
{'layer0_row88': [0, 88]}	tensor(-0.6952)
{'layer1_row85': [1, 85]}	tensor(-0.6933)
{'layer1_row9': [1, 9]}	tensor(-0.6913)
{'layer0_row26': [0, 26]}	tensor(-0.6910)
{'layer0_row72': [0, 72]}	tensor(-0.6887)
{'layer0_row180': [0, 180]}	tensor(-0.6855)
{'layer0_row31': [0, 31]}	tensor(-0.6818)
{'layer0_row130': [0, 130]}	tensor(-0.6794)
{'layer0_row127': [0, 127]}	tensor(-0.6771)
{'layer0_row299': [0, 299]}	tensor(-0.6733)
{'layer0_row123': [0, 123]}	tensor(-0.6709)
{'layer0_row248': [0, 248]}	tensor(-0.6678)
{'layer0_row10': [0, 10]}	tensor(-0.6649)
{'layer0_row65': [0, 65]}	tensor(-0.6617)
{'layer1_row45': [1, 45]}	tensor(-0.6599)
{'layer1_row49': [1, 49]}	tensor(-0.6592)
{'layer0_row284': [0, 284]}	tensor(-0.6582)
{'layer0_row64': [0, 64]}	tensor(-0.6554)
{'layer0_row162': [0, 162]}	tensor(-0.6528)
{'layer0_row85': [0, 85]}	tensor(-0.6490)
{'layer0_row154': [0, 154]}	tensor(-0.6464)
{'layer0_row120': [0, 120]}	tensor(-0.6434)
{'layer1_row30': [1, 30]}	tensor(-0.6401)
{'layer0_row225': [0, 225]}	tensor(-0.6394)
{'layer0_row220': [0, 220]}	tensor(-0.6372)
{'layer0_row74': [0, 74]}	tensor(-0.6352)
{'layer0_row203': [0, 203]}	tensor(-0.6313)
{'layer0_row37': [0, 37]}	tensor(-0.6287)
{'layer0_row211': [0, 211]}	tensor(-0.6260)
{'layer0_row231': [0, 231]}	tensor(-0.6240)
{'layer1_row36': [1, 36]}	tensor(-0.6199)
{'layer0_row167': [0, 167]}	tensor(-0.6193)
{'layer0_row165': [0, 165]}	tensor(-0.6162)
{'layer0_row93': [0, 93]}	tensor(-0.6139)
{'layer0_row89': [0, 89]}	tensor(-0.6114)
{'layer1_row56': [1, 56]}	tensor(-0.6086)
{'layer1_row18': [1, 18]}	tensor(-0.6076)
{'layer0_row170': [0, 170]}	tensor(-0.6072)
{'layer0_row100': [0, 100]}	tensor(-0.6037)
{'layer0_row159': [0, 159]}	tensor(-0.6010)
{'layer1_row73': [1, 73]}	tensor(-0.5980)
{'layer0_row293': [0, 293]}	tensor(-0.5978)
{'layer0_row67': [0, 67]}	tensor(-0.5955)
{'layer0_row226': [0, 226]}	tensor(-0.5912)
{'layer0_row188': [0, 188]}	tensor(-0.5893)
{'layer0_row7': [0, 7]}	tensor(-0.5863)
{'layer0_row291': [0, 291]}	tensor(-0.5830)
{'layer0_row241': [0, 241]}	tensor(-0.5811)
{'layer0_row139': [0, 139]}	tensor(-0.5773)
{'layer0_row221': [0, 221]}	tensor(-0.5751)
{'layer0_row294': [0, 294]}	tensor(-0.5722)
{'layer1_row55': [1, 55]}	tensor(-0.5688)
{'layer0_row218': [0, 218]}	tensor(-0.5688)
{'layer0_row283': [0, 283]}	tensor(-0.5655)
{'layer0_row133': [0, 133]}	tensor(-0.5631)
{'layer0_row96': [0, 96]}	tensor(-0.5603)
{'layer0_row11': [0, 11]}	tensor(-0.5578)
{'layer0_row264': [0, 264]}	tensor(-0.5544)
{'layer1_row20': [1, 20]}	tensor(-0.5518)
{'layer0_row69': [0, 69]}	tensor(-0.5513)
{'layer1_row13': [1, 13]}	tensor(-0.5484)
{'layer0_row6': [0, 6]}	tensor(-0.5475)
{'layer1_row97': [1, 97]}	tensor(-0.5450)
{'layer0_row256': [0, 256]}	tensor(-0.5433)
{'layer0_row109': [0, 109]}	tensor(-0.5416)
{'layer0_row149': [0, 149]}	tensor(-0.5388)
{'layer0_row185': [0, 185]}	tensor(-0.5358)
{'layer0_row178': [0, 178]}	tensor(-0.5322)
{'layer0_row20': [0, 20]}	tensor(-0.5300)
{'layer0_row113': [0, 113]}	tensor(-0.5271)
{'layer0_row19': [0, 19]}	tensor(-0.5248)
{'layer0_row250': [0, 250]}	tensor(-0.5222)
{'layer0_row118': [0, 118]}	tensor(-0.5189)
{'layer0_row247': [0, 247]}	tensor(-0.5165)
{'layer0_row278': [0, 278]}	tensor(-0.5135)
{'layer0_row157': [0, 157]}	tensor(-0.5101)
{'layer1_row34': [1, 34]}	tensor(-0.5076)
{'layer1_row93': [1, 93]}	tensor(-0.5072)
{'layer1_row46': [1, 46]}	tensor(-0.5065)
{'layer0_row152': [0, 152]}	tensor(-0.5057)
{'layer1_row52': [1, 52]}	tensor(-0.5031)
{'layer0_row184': [0, 184]}	tensor(-0.5023)
{'layer1_row70': [1, 70]}	tensor(-0.4995)
{'layer1_row39': [1, 39]}	tensor(-0.4994)
{'layer0_row103': [0, 103]}	tensor(-0.4980)
{'layer0_row191': [0, 191]}	tensor(-0.4957)
{'layer0_row25': [0, 25]}	tensor(-0.4928)
{'layer0_row73': [0, 73]}	tensor(-0.4897)
{'layer1_row76': [1, 76]}	tensor(-0.4864)
{'layer1_row29': [1, 29]}	tensor(-0.4866)
{'layer0_row105': [0, 105]}	tensor(-0.4858)
{'layer0_row90': [0, 90]}	tensor(-0.4830)
{'layer1_row62': [1, 62]}	tensor(-0.4807)
{'layer0_row151': [0, 151]}	tensor(-0.4796)
{'layer0_row48': [0, 48]}	tensor(-0.4769)
{'layer0_row104': [0, 104]}	tensor(-0.4740)
{'layer0_row156': [0, 156]}	tensor(-0.4714)
{'layer0_row62': [0, 62]}	tensor(-0.4687)
{'layer0_row207': [0, 207]}	tensor(-0.4660)
{'layer0_row210': [0, 210]}	tensor(-0.4625)
{'layer0_row147': [0, 147]}	tensor(-0.4602)
{'layer0_row146': [0, 146]}	tensor(-0.4573)
{'layer1_row96': [1, 96]}	tensor(-0.4550)
{'layer0_row79': [0, 79]}	tensor(-0.4646)
{'layer1_row0': [1, 0]}	tensor(-0.4615)
{'layer0_row238': [0, 238]}	tensor(-0.4610)
{'layer0_row200': [0, 200]}	tensor(-0.4582)
{'layer1_row15': [1, 15]}	tensor(-0.4559)
{'layer0_row298': [0, 298]}	tensor(-0.4551)
{'layer0_row60': [0, 60]}	tensor(-0.4525)
{'layer0_row131': [0, 131]}	tensor(-0.4498)
{'layer1_row12': [1, 12]}	tensor(-0.4463)
