Action	Reward
{'layer0_row249': [0, 249]}	tensor(-0.9067)
{'layer0_row94': [0, 94]}	tensor(-0.9104)
{'layer0_row158': [0, 158]}	tensor(-0.9127)
{'layer1_row53': [1, 53]}	tensor(-0.9153)
{'layer0_row164': [0, 164]}	tensor(-0.9165)
{'layer0_row246': [0, 246]}	tensor(-0.9198)
{'layer1_row33': [1, 33]}	tensor(-0.9231)
{'layer0_row228': [0, 228]}	tensor(-0.9243)
{'layer0_row125': [0, 125]}	tensor(-0.9267)
{'layer0_row190': [0, 190]}	tensor(-0.9304)
{'layer0_row122': [0, 122]}	tensor(-0.9332)
{'layer0_row257': [0, 257]}	tensor(-0.9360)
{'layer0_row97': [0, 97]}	tensor(-0.9394)
{'layer0_row292': [0, 292]}	tensor(-0.9425)
{'layer0_row192': [0, 192]}	tensor(-0.9467)
{'layer1_row5': [1, 5]}	tensor(-0.9486)
{'layer0_row38': [0, 38]}	tensor(-0.9509)
{'layer0_row126': [0, 126]}	tensor(-0.9541)
{'layer1_row38': [1, 38]}	tensor(-0.9568)
{'layer1_row47': [1, 47]}	tensor(-0.9596)
{'layer1_row64': [1, 64]}	tensor(-0.9590)
{'layer0_row43': [0, 43]}	tensor(-0.9610)
{'layer0_row217': [0, 217]}	tensor(-0.9640)
{'layer0_row99': [0, 99]}	tensor(-0.9671)
{'layer0_row53': [0, 53]}	tensor(-0.9702)
{'layer0_row271': [0, 271]}	tensor(-0.9747)
{'layer0_row169': [0, 169]}	tensor(-0.9779)
{'layer0_row251': [0, 251]}	tensor(-0.9816)
{'layer0_row77': [0, 77]}	tensor(-0.9845)
{'layer0_row9': [0, 9]}	tensor(-0.9877)
{'layer0_row68': [0, 68]}	tensor(-0.9911)
{'layer0_row198': [0, 198]}	tensor(-0.9959)
{'layer0_row2': [0, 2]}	tensor(-0.9990)
{'layer1_row67': [1, 67]}	tensor(-1.0031)
{'layer1_row72': [1, 72]}	tensor(-1.0038)
{'layer0_row259': [0, 259]}	tensor(-1.0055)
{'layer0_row253': [0, 253]}	tensor(-1.0091)
{'layer1_row51': [1, 51]}	tensor(-1.0134)
{'layer0_row42': [0, 42]}	tensor(-1.0133)
{'layer0_row244': [0, 244]}	tensor(-1.0173)
{'layer1_row23': [1, 23]}	tensor(-1.0211)
{'layer1_row57': [1, 57]}	tensor(-1.0225)
{'layer0_row209': [0, 209]}	tensor(-1.0230)
{'layer0_row55': [0, 55]}	tensor(-1.0277)
{'layer0_row34': [0, 34]}	tensor(-1.0309)
{'layer1_row54': [1, 54]}	tensor(-1.0345)
{'layer0_row280': [0, 280]}	tensor(-1.0357)
{'layer0_row59': [0, 59]}	tensor(-1.0401)
{'layer0_row243': [0, 243]}	tensor(-1.0451)
{'layer1_row86': [1, 86]}	tensor(-1.0481)
{'layer0_row299': [0, 299]}	tensor(-1.0490)
{'layer0_row289': [0, 289]}	tensor(-1.0539)
{'layer0_row230': [0, 230]}	tensor(-1.0576)
{'layer1_row80': [1, 80]}	tensor(-1.0615)
{'layer0_row29': [0, 29]}	tensor(-1.0627)
{'layer1_row31': [1, 31]}	tensor(-1.0665)
{'layer0_row240': [0, 240]}	tensor(-1.0680)
{'layer1_row22': [1, 22]}	tensor(-1.0721)
{'layer0_row143': [0, 143]}	tensor(-1.0737)
{'layer0_row175': [0, 175]}	tensor(-1.0772)
{'layer0_row66': [0, 66]}	tensor(-1.0818)
{'layer0_row45': [0, 45]}	tensor(-1.0855)
{'layer0_row227': [0, 227]}	tensor(-1.0898)
{'layer1_row24': [1, 24]}	tensor(-1.0944)
{'layer0_row144': [0, 144]}	tensor(-1.0961)
