Action	Reward
{'layer0_row190': [0, 190]}	tensor(-0.9050)
{'layer0_row122': [0, 122]}	tensor(-0.9017)
{'layer0_row228': [0, 228]}	tensor(-0.8987)
{'layer0_row158': [0, 158]}	tensor(-0.8956)
{'layer0_row246': [0, 246]}	tensor(-0.8926)
{'layer0_row257': [0, 257]}	tensor(-0.8898)
{'layer0_row292': [0, 292]}	tensor(-0.8866)
{'layer0_row192': [0, 192]}	tensor(-0.8829)
{'layer1_row5': [1, 5]}	tensor(-0.8797)
{'layer0_row94': [0, 94]}	tensor(-0.8784)
{'layer0_row38': [0, 38]}	tensor(-0.8760)
{'layer0_row164': [0, 164]}	tensor(-0.8733)
{'layer1_row47': [1, 47]}	tensor(-0.8705)
{'layer1_row64': [1, 64]}	tensor(-0.8688)
{'layer0_row43': [0, 43]}	tensor(-0.8684)
{'layer0_row249': [0, 249]}	tensor(-0.8657)
{'layer1_row38': [1, 38]}	tensor(-0.8625)
{'layer0_row169': [0, 169]}	tensor(-0.8612)
{'layer0_row53': [0, 53]}	tensor(-0.8576)
{'layer0_row77': [0, 77]}	tensor(-0.8558)
{'layer0_row251': [0, 251]}	tensor(-0.8523)
{'layer0_row271': [0, 271]}	tensor(-0.8488)
{'layer0_row198': [0, 198]}	tensor(-0.8464)
{'layer0_row2': [0, 2]}	tensor(-0.8428)
{'layer0_row68': [0, 68]}	tensor(-0.8402)
{'layer0_row9': [0, 9]}	tensor(-0.8374)
{'layer0_row99': [0, 99]}	tensor(-0.8347)
{'layer1_row72': [1, 72]}	tensor(-0.8310)
{'layer1_row67': [1, 67]}	tensor(-0.8299)
{'layer0_row259': [0, 259]}	tensor(-0.8292)
{'layer0_row253': [0, 253]}	tensor(-0.8269)
{'layer0_row217': [0, 217]}	tensor(-0.8232)
{'layer0_row244': [0, 244]}	tensor(-0.8211)
{'layer0_row34': [0, 34]}	tensor(-0.8174)
{'layer0_row55': [0, 55]}	tensor(-0.8139)
{'layer0_row280': [0, 280]}	tensor(-0.8115)
{'layer0_row243': [0, 243]}	tensor(-0.8089)
{'layer0_row209': [0, 209]}	tensor(-0.8055)
{'layer1_row54': [1, 54]}	tensor(-0.8032)
{'layer1_row86': [1, 86]}	tensor(-0.8009)
{'layer1_row80': [1, 80]}	tensor(-0.8001)
{'layer0_row289': [0, 289]}	tensor(-0.7994)
{'layer0_row230': [0, 230]}	tensor(-0.7968)
{'layer1_row31': [1, 31]}	tensor(-0.7927)
{'layer0_row240': [0, 240]}	tensor(-0.7932)
{'layer0_row29': [0, 29]}	tensor(-0.7904)
{'layer1_row22': [1, 22]}	tensor(-0.7874)
