Action	Reward
{'layer0_row249': [0, 249]}	tensor(-0.9011)
{'layer0_row94': [0, 94]}	tensor(-0.8975)
{'layer0_row158': [0, 158]}	tensor(-0.8943)
{'layer1_row53': [1, 53]}	tensor(-0.8913)
{'layer0_row164': [0, 164]}	tensor(-0.8909)
{'layer0_row246': [0, 246]}	tensor(-0.8878)
{'layer1_row33': [1, 33]}	tensor(-0.8848)
{'layer0_row228': [0, 228]}	tensor(-0.8833)
{'layer0_row125': [0, 125]}	tensor(-0.8801)
{'layer0_row190': [0, 190]}	tensor(-0.8767)
{'layer0_row122': [0, 122]}	tensor(-0.8740)
{'layer0_row257': [0, 257]}	tensor(-0.8714)
{'layer0_row97': [0, 97]}	tensor(-0.8687)
{'layer0_row292': [0, 292]}	tensor(-0.8646)
{'layer0_row192': [0, 192]}	tensor(-0.8627)
{'layer1_row5': [1, 5]}	tensor(-0.8598)
{'layer0_row38': [0, 38]}	tensor(-0.8587)
{'layer0_row126': [0, 126]}	tensor(-0.8553)
{'layer1_row38': [1, 38]}	tensor(-0.8527)
{'layer1_row47': [1, 47]}	tensor(-0.8518)
{'layer1_row64': [1, 64]}	tensor(-0.8509)
{'layer0_row43': [0, 43]}	tensor(-0.8485)
{'layer0_row217': [0, 217]}	tensor(-0.8459)
{'layer0_row99': [0, 99]}	tensor(-0.8435)
{'layer0_row53': [0, 53]}	tensor(-0.8409)
{'layer0_row271': [0, 271]}	tensor(-0.8372)
{'layer0_row169': [0, 169]}	tensor(-0.8345)
{'layer0_row251': [0, 251]}	tensor(-0.8311)
{'layer0_row77': [0, 77]}	tensor(-0.8289)
{'layer0_row9': [0, 9]}	tensor(-0.8263)
{'layer0_row68': [0, 68]}	tensor(-0.8225)
{'layer0_row198': [0, 198]}	tensor(-0.8199)
{'layer0_row2': [0, 2]}	tensor(-0.8169)
{'layer1_row67': [1, 67]}	tensor(-0.8136)
{'layer1_row72': [1, 72]}	tensor(-0.8134)
{'layer0_row259': [0, 259]}	tensor(-0.8115)
{'layer0_row253': [0, 253]}	tensor(-0.8085)
{'layer1_row51': [1, 51]}	tensor(-0.8058)
{'layer0_row42': [0, 42]}	tensor(-0.8046)
{'layer0_row244': [0, 244]}	tensor(-0.8023)
{'layer1_row23': [1, 23]}	tensor(-0.7987)
{'layer1_row57': [1, 57]}	tensor(-0.7982)
{'layer0_row209': [0, 209]}	tensor(-0.7975)
{'layer0_row55': [0, 55]}	tensor(-0.7948)
{'layer0_row34': [0, 34]}	tensor(-0.7916)
{'layer1_row54': [1, 54]}	tensor(-0.7880)
{'layer0_row280': [0, 280]}	tensor(-0.7878)
{'layer0_row59': [0, 59]}	tensor(-0.7839)
{'layer0_row243': [0, 243]}	tensor(-0.7816)
{'layer1_row86': [1, 86]}	tensor(-0.7784)
{'layer0_row299': [0, 299]}	tensor(-0.7778)
{'layer0_row289': [0, 289]}	tensor(-0.7744)
{'layer0_row230': [0, 230]}	tensor(-0.7723)
{'layer1_row80': [1, 80]}	tensor(-0.7688)
{'layer0_row29': [0, 29]}	tensor(-0.7678)
{'layer1_row31': [1, 31]}	tensor(-0.7647)
{'layer0_row240': [0, 240]}	tensor(-0.7638)
{'layer1_row22': [1, 22]}	tensor(-0.7610)
{'layer0_row143': [0, 143]}	tensor(-0.7606)
{'layer0_row175': [0, 175]}	tensor(-0.7577)
{'layer0_row66': [0, 66]}	tensor(-0.7540)
{'layer0_row45': [0, 45]}	tensor(-0.7515)
{'layer0_row227': [0, 227]}	tensor(-0.7493)
{'layer1_row24': [1, 24]}	tensor(-0.7454)
{'layer0_row144': [0, 144]}	tensor(-0.7446)
{'layer0_row213': [0, 213]}	tensor(-0.7407)
{'layer0_row75': [0, 75]}	tensor(-0.7383)
{'layer1_row35': [1, 35]}	tensor(-0.7350)
{'layer1_row74': [1, 74]}	tensor(-0.7352)
{'layer0_row88': [0, 88]}	tensor(-0.7341)
{'layer1_row85': [1, 85]}	tensor(-0.7305)
{'layer1_row89': [1, 89]}	tensor(-0.7301)
{'layer0_row26': [0, 26]}	tensor(-0.7296)
{'layer0_row72': [0, 72]}	tensor(-0.7262)
{'layer0_row180': [0, 180]}	tensor(-0.7233)
{'layer0_row172': [0, 172]}	tensor(-0.7208)
{'layer0_row31': [0, 31]}	tensor(-0.7181)
{'layer1_row26': [1, 26]}	tensor(-0.7146)
{'layer0_row130': [0, 130]}	tensor(-0.7143)
{'layer0_row127': [0, 127]}	tensor(-0.7107)
{'layer0_row123': [0, 123]}	tensor(-0.7081)
{'layer0_row248': [0, 248]}	tensor(-0.7058)
{'layer0_row105': [0, 105]}	tensor(-0.7027)
{'layer0_row10': [0, 10]}	tensor(-0.6992)
{'layer0_row65': [0, 65]}	tensor(-0.6962)
{'layer1_row45': [1, 45]}	tensor(-0.6929)
{'layer0_row238': [0, 238]}	tensor(-0.6930)
{'layer1_row49': [1, 49]}	tensor(-0.6897)
{'layer0_row284': [0, 284]}	tensor(-0.6893)
{'layer0_row64': [0, 64]}	tensor(-0.6861)
{'layer0_row162': [0, 162]}	tensor(-0.6835)
{'layer0_row85': [0, 85]}	tensor(-0.6804)
{'layer0_row20': [0, 20]}	tensor(-0.6776)
{'layer0_row161': [0, 161]}	tensor(-0.6744)
{'layer0_row154': [0, 154]}	tensor(-0.6711)
{'layer0_row120': [0, 120]}	tensor(-0.6679)
{'layer1_row30': [1, 30]}	tensor(-0.6658)
