Action	Reward
{'layer1_row64': [1, 64]}	tensor(-0.8201)
{'layer0_row164': [0, 164]}	tensor(-0.8193)
{'layer0_row228': [0, 228]}	tensor(-0.8170)
{'layer0_row190': [0, 190]}	tensor(-0.8140)
{'layer0_row292': [0, 292]}	tensor(-0.8114)
{'layer0_row192': [0, 192]}	tensor(-0.8096)
{'layer1_row5': [1, 5]}	tensor(-0.8057)
{'layer0_row94': [0, 94]}	tensor(-0.8050)
{'layer0_row122': [0, 122]}	tensor(-0.8033)
{'layer1_row38': [1, 38]}	tensor(-0.7993)
{'layer0_row158': [0, 158]}	tensor(-0.7981)
{'layer0_row257': [0, 257]}	tensor(-0.7959)
{'layer0_row217': [0, 217]}	tensor(-0.7940)
{'layer0_row53': [0, 53]}	tensor(-0.7904)
{'layer0_row43': [0, 43]}	tensor(-0.7884)
{'layer0_row169': [0, 169]}	tensor(-0.7846)
{'layer0_row251': [0, 251]}	tensor(-0.7820)
{'layer1_row47': [1, 47]}	tensor(-0.7798)
{'layer0_row198': [0, 198]}	tensor(-0.7787)
{'layer1_row67': [1, 67]}	tensor(-0.7754)
{'layer0_row246': [0, 246]}	tensor(-0.7746)
{'layer0_row99': [0, 99]}	tensor(-0.7720)
{'layer0_row9': [0, 9]}	tensor(-0.7703)
{'layer0_row77': [0, 77]}	tensor(-0.7676)
{'layer1_row72': [1, 72]}	tensor(-0.7654)
{'layer0_row271': [0, 271]}	tensor(-0.7632)
{'layer0_row249': [0, 249]}	tensor(-0.7609)
{'layer0_row259': [0, 259]}	tensor(-0.7587)
{'layer0_row253': [0, 253]}	tensor(-0.7563)
{'layer0_row209': [0, 209]}	tensor(-0.7525)
{'layer0_row55': [0, 55]}	tensor(-0.7507)
{'layer1_row54': [1, 54]}	tensor(-0.7472)
{'layer0_row2': [0, 2]}	tensor(-0.7461)
{'layer0_row68': [0, 68]}	tensor(-0.7432)
{'layer0_row34': [0, 34]}	tensor(-0.7409)
{'layer0_row59': [0, 59]}	tensor(-0.7383)
{'layer1_row86': [1, 86]}	tensor(-0.7362)
{'layer0_row243': [0, 243]}	tensor(-0.7357)
{'layer0_row289': [0, 289]}	tensor(-0.7323)
{'layer0_row230': [0, 230]}	tensor(-0.7293)
{'layer0_row240': [0, 240]}	tensor(-0.7262)
{'layer1_row31': [1, 31]}	tensor(-0.7238)
{'layer0_row29': [0, 29]}	tensor(-0.7230)
{'layer0_row175': [0, 175]}	tensor(-0.7198)
{'layer0_row97': [0, 97]}	tensor(-0.7189)
{'layer1_row22': [1, 22]}	tensor(-0.7146)
{'layer0_row143': [0, 143]}	tensor(-0.7143)
{'layer0_row66': [0, 66]}	tensor(-0.7112)
{'layer0_row45': [0, 45]}	tensor(-0.7090)
{'layer0_row144': [0, 144]}	tensor(-0.7063)
{'layer1_row51': [1, 51]}	tensor(-0.7027)
{'layer0_row213': [0, 213]}	tensor(-0.7023)
{'layer1_row35': [1, 35]}	tensor(-0.7005)
{'layer0_row227': [0, 227]}	tensor(-0.6986)
{'layer1_row74': [1, 74]}	tensor(-0.6964)
{'layer0_row88': [0, 88]}	tensor(-0.6953)
{'layer0_row72': [0, 72]}	tensor(-0.6937)
{'layer0_row26': [0, 26]}	tensor(-0.6902)
{'layer0_row31': [0, 31]}	tensor(-0.6873)
{'layer0_row280': [0, 280]}	tensor(-0.6845)
{'layer1_row85': [1, 85]}	tensor(-0.6820)
{'layer0_row75': [0, 75]}	tensor(-0.6817)
{'layer0_row130': [0, 130]}	tensor(-0.6792)
{'layer1_row26': [1, 26]}	tensor(-0.6749)
{'layer1_row33': [1, 33]}	tensor(-0.6755)
{'layer0_row180': [0, 180]}	tensor(-0.6728)
{'layer0_row123': [0, 123]}	tensor(-0.6714)
{'layer0_row65': [0, 65]}	tensor(-0.6687)
{'layer1_row49': [1, 49]}	tensor(-0.6663)
{'layer0_row10': [0, 10]}	tensor(-0.6655)
{'layer1_row45': [1, 45]}	tensor(-0.6623)
{'layer0_row127': [0, 127]}	tensor(-0.6613)
{'layer0_row248': [0, 248]}	tensor(-0.6601)
{'layer0_row162': [0, 162]}	tensor(-0.6571)
{'layer0_row85': [0, 85]}	tensor(-0.6534)
{'layer0_row284': [0, 284]}	tensor(-0.6514)
{'layer0_row244': [0, 244]}	tensor(-0.6486)
{'layer0_row120': [0, 120]}	tensor(-0.6467)
{'layer1_row80': [1, 80]}	tensor(-0.6433)
{'layer0_row220': [0, 220]}	tensor(-0.6428)
{'layer0_row225': [0, 225]}	tensor(-0.6397)
{'layer0_row106': [0, 106]}	tensor(-0.6365)
{'layer0_row211': [0, 211]}	tensor(-0.6346)
{'layer0_row203': [0, 203]}	tensor(-0.6321)
{'layer0_row74': [0, 74]}	tensor(-0.6294)
{'layer0_row37': [0, 37]}	tensor(-0.6261)
{'layer0_row154': [0, 154]}	tensor(-0.6239)
{'layer0_row268': [0, 268]}	tensor(-0.6205)
{'layer0_row38': [0, 38]}	tensor(-0.6180)
{'layer0_row64': [0, 64]}	tensor(-0.6158)
{'layer1_row30': [1, 30]}	tensor(-0.6127)
{'layer1_row56': [1, 56]}	tensor(-0.6128)
{'layer0_row167': [0, 167]}	tensor(-0.6118)
{'layer0_row165': [0, 165]}	tensor(-0.6098)
{'layer0_row93': [0, 93]}	tensor(-0.6066)
{'layer0_row231': [0, 231]}	tensor(-0.6039)
{'layer0_row100': [0, 100]}	tensor(-0.6013)
{'layer0_row159': [0, 159]}	tensor(-0.5986)
