Action	Reward
{'layer0_row249': [0, 249]}	tensor(-0.9086)
{'layer0_row94': [0, 94]}	tensor(-0.9055)
{'layer0_row158': [0, 158]}	tensor(-0.9026)
{'layer1_row53': [1, 53]}	tensor(-0.8998)
{'layer0_row164': [0, 164]}	tensor(-0.8990)
{'layer0_row246': [0, 246]}	tensor(-0.8955)
{'layer1_row33': [1, 33]}	tensor(-0.8931)
{'layer0_row228': [0, 228]}	tensor(-0.8914)
{'layer0_row125': [0, 125]}	tensor(-0.8884)
{'layer0_row227': [0, 227]}	tensor(-0.8856)
{'layer0_row190': [0, 190]}	tensor(-0.8833)
{'layer0_row122': [0, 122]}	tensor(-0.8800)
{'layer0_row240': [0, 240]}	tensor(-0.8756)
{'layer0_row257': [0, 257]}	tensor(-0.8735)
{'layer0_row292': [0, 292]}	tensor(-0.8710)
{'layer0_row192': [0, 192]}	tensor(-0.8680)
{'layer1_row5': [1, 5]}	tensor(-0.8650)
{'layer0_row126': [0, 126]}	tensor(-0.8633)
{'layer0_row38': [0, 38]}	tensor(-0.8610)
{'layer1_row38': [1, 38]}	tensor(-0.8581)
{'layer1_row47': [1, 47]}	tensor(-0.8570)
{'layer1_row64': [1, 64]}	tensor(-0.8559)
{'layer0_row43': [0, 43]}	tensor(-0.8547)
{'layer0_row217': [0, 217]}	tensor(-0.8519)
{'layer0_row99': [0, 99]}	tensor(-0.8481)
{'layer0_row53': [0, 53]}	tensor(-0.8453)
{'layer0_row271': [0, 271]}	tensor(-0.8429)
{'layer0_row169': [0, 169]}	tensor(-0.8394)
{'layer0_row251': [0, 251]}	tensor(-0.8367)
{'layer0_row77': [0, 77]}	tensor(-0.8336)
{'layer0_row9': [0, 9]}	tensor(-0.8303)
{'layer0_row68': [0, 68]}	tensor(-0.8279)
{'layer0_row198': [0, 198]}	tensor(-0.8248)
{'layer0_row2': [0, 2]}	tensor(-0.8220)
{'layer1_row67': [1, 67]}	tensor(-0.8186)
{'layer1_row72': [1, 72]}	tensor(-0.8181)
{'layer0_row259': [0, 259]}	tensor(-0.8165)
{'layer0_row66': [0, 66]}	tensor(-0.8134)
{'layer0_row253': [0, 253]}	tensor(-0.8106)
{'layer0_row244': [0, 244]}	tensor(-0.8077)
{'layer0_row15': [0, 15]}	tensor(-0.8045)
{'layer0_row201': [0, 201]}	tensor(-0.8017)
{'layer1_row26': [1, 26]}	tensor(-0.7987)
{'layer0_row209': [0, 209]}	tensor(-0.7978)
{'layer0_row268': [0, 268]}	tensor(-0.7948)
{'layer0_row55': [0, 55]}	tensor(-0.7912)
{'layer0_row34': [0, 34]}	tensor(-0.7883)
