Action	Reward
{'layer0_row286': [0, 286]}	tensor(-0.9023)
{'layer0_row223': [0, 223]}	tensor(-0.9060)
{'layer0_row212': [0, 212]}	tensor(-0.9092)
{'layer0_row4': [0, 4]}	tensor(-0.9112)
{'layer0_row40': [0, 40]}	tensor(-0.9150)
{'layer0_row154': [0, 154]}	tensor(-0.9177)
{'layer1_row48': [1, 48]}	tensor(-0.9213)
{'layer0_row196': [0, 196]}	tensor(-0.9218)
{'layer0_row296': [0, 296]}	tensor(-0.9248)
{'layer1_row29': [1, 29]}	tensor(-0.9288)
{'layer0_row55': [0, 55]}	tensor(-0.9293)
{'layer0_row128': [0, 128]}	tensor(-0.9331)
{'layer0_row96': [0, 96]}	tensor(-0.9360)
{'layer0_row284': [0, 284]}	tensor(-0.9391)
{'layer0_row276': [0, 276]}	tensor(-0.9422)
{'layer0_row292': [0, 292]}	tensor(-0.9459)
{'layer1_row51': [1, 51]}	tensor(-0.9492)
{'layer0_row87': [0, 87]}	tensor(-0.9497)
{'layer0_row79': [0, 79]}	tensor(-0.9537)
{'layer0_row104': [0, 104]}	tensor(-0.9565)
{'layer1_row59': [1, 59]}	tensor(-0.9593)
{'layer1_row80': [1, 80]}	tensor(-0.9616)
{'layer0_row249': [0, 249]}	tensor(-0.9628)
{'layer1_row1': [1, 1]}	tensor(-0.9658)
{'layer0_row47': [0, 47]}	tensor(-0.9662)
{'layer0_row2': [0, 2]}	tensor(-0.9706)
{'layer0_row111': [0, 111]}	tensor(-0.9738)
{'layer0_row265': [0, 265]}	tensor(-0.9767)
{'layer0_row64': [0, 64]}	tensor(-0.9801)
{'layer1_row0': [1, 0]}	tensor(-0.9842)
{'layer0_row178': [0, 178]}	tensor(-0.9857)
{'layer0_row13': [0, 13]}	tensor(-0.9883)
{'layer0_row290': [0, 290]}	tensor(-0.9927)
{'layer0_row165': [0, 165]}	tensor(-0.9955)
{'layer0_row136': [0, 136]}	tensor(-0.9996)
{'layer0_row94': [0, 94]}	tensor(-1.0028)
{'layer0_row83': [0, 83]}	tensor(-1.0072)
{'layer0_row106': [0, 106]}	tensor(-1.0114)
{'layer0_row261': [0, 261]}	tensor(-1.0142)
{'layer0_row285': [0, 285]}	tensor(-1.0184)
{'layer1_row27': [1, 27]}	tensor(-1.0217)
{'layer0_row140': [0, 140]}	tensor(-1.0232)
{'layer0_row237': [0, 237]}	tensor(-1.0275)
{'layer0_row108': [0, 108]}	tensor(-1.0316)
{'layer1_row43': [1, 43]}	tensor(-1.0349)
{'layer0_row158': [0, 158]}	tensor(-1.0366)
{'layer0_row164': [0, 164]}	tensor(-1.0397)
{'layer0_row246': [0, 246]}	tensor(-1.0436)
{'layer0_row138': [0, 138]}	tensor(-1.0485)
{'layer0_row227': [0, 227]}	tensor(-1.0522)
{'layer0_row228': [0, 228]}	tensor(-1.0552)
{'layer1_row60': [1, 60]}	tensor(-1.0597)
{'layer0_row190': [0, 190]}	tensor(-1.0614)
{'layer0_row122': [0, 122]}	tensor(-1.0651)
{'layer1_row33': [1, 33]}	tensor(-1.0702)
{'layer0_row257': [0, 257]}	tensor(-1.0713)
{'layer0_row149': [0, 149]}	tensor(-1.0748)
{'layer1_row36': [1, 36]}	tensor(-1.0789)
{'layer1_row82': [1, 82]}	tensor(-1.0811)
{'layer1_row31': [1, 31]}	tensor(-1.0822)
{'layer0_row192': [0, 192]}	tensor(-1.0830)
{'layer0_row26': [0, 26]}	tensor(-1.0877)
{'layer0_row118': [0, 118]}	tensor(-1.0915)
{'layer1_row5': [1, 5]}	tensor(-1.0969)
{'layer0_row38': [0, 38]}	tensor(-1.0965)
{'layer1_row26': [1, 26]}	tensor(-1.1004)
{'layer0_row244': [0, 244]}	tensor(-1.1035)
{'layer1_row45': [1, 45]}	tensor(-1.1085)
