Action	Reward
{'layer0_row49': [0, 49]}	tensor(-0.8913)
{'layer0_row223': [0, 223]}	tensor(-0.8930)
{'layer0_row212': [0, 212]}	tensor(-0.8949)
{'layer0_row4': [0, 4]}	tensor(-0.8988)
{'layer0_row258': [0, 258]}	tensor(-0.9020)
{'layer0_row154': [0, 154]}	tensor(-0.9041)
{'layer0_row123': [0, 123]}	tensor(-0.9074)
{'layer0_row249': [0, 249]}	tensor(-0.9108)
{'layer0_row192': [0, 192]}	tensor(-0.9142)
{'layer0_row94': [0, 94]}	tensor(-0.9170)
{'layer0_row157': [0, 157]}	tensor(-0.9197)
{'layer0_row172': [0, 172]}	tensor(-0.9235)
{'layer0_row158': [0, 158]}	tensor(-0.9269)
{'layer0_row213': [0, 213]}	tensor(-0.9299)
{'layer1_row77': [1, 77]}	tensor(-0.9334)
{'layer0_row261': [0, 261]}	tensor(-0.9336)
{'layer0_row164': [0, 164]}	tensor(-0.9382)
{'layer0_row170': [0, 170]}	tensor(-0.9400)
{'layer0_row198': [0, 198]}	tensor(-0.9433)
{'layer0_row107': [0, 107]}	tensor(-0.9483)
{'layer0_row35': [0, 35]}	tensor(-0.9512)
{'layer0_row246': [0, 246]}	tensor(-0.9539)
{'layer0_row114': [0, 114]}	tensor(-0.9570)
{'layer0_row288': [0, 288]}	tensor(-0.9598)
{'layer0_row228': [0, 228]}	tensor(-0.9644)
{'layer0_row190': [0, 190]}	tensor(-0.9686)
{'layer0_row241': [0, 241]}	tensor(-0.9717)
{'layer1_row76': [1, 76]}	tensor(-0.9749)
{'layer0_row188': [0, 188]}	tensor(-0.9762)
{'layer0_row122': [0, 122]}	tensor(-0.9788)
{'layer0_row257': [0, 257]}	tensor(-0.9830)
{'layer0_row117': [0, 117]}	tensor(-0.9873)
{'layer0_row28': [0, 28]}	tensor(-0.9897)
{'layer0_row2': [0, 2]}	tensor(-0.9944)
{'layer0_row72': [0, 72]}	tensor(-0.9983)
{'layer1_row71': [1, 71]}	tensor(-1.0025)
{'layer0_row256': [0, 256]}	tensor(-1.0033)
{'layer1_row8': [1, 8]}	tensor(-1.0066)
{'layer0_row292': [0, 292]}	tensor(-1.0074)
{'layer1_row5': [1, 5]}	tensor(-1.0105)
{'layer0_row87': [0, 87]}	tensor(-1.0130)
{'layer0_row38': [0, 38]}	tensor(-1.0158)
{'layer1_row38': [1, 38]}	tensor(-1.0210)
{'layer1_row47': [1, 47]}	tensor(-1.0219)
{'layer1_row81': [1, 81]}	tensor(-1.0218)
{'layer1_row64': [1, 64]}	tensor(-1.0236)
{'layer0_row43': [0, 43]}	tensor(-1.0253)
{'layer0_row160': [0, 160]}	tensor(-1.0300)
{'layer0_row168': [0, 168]}	tensor(-1.0332)
{'layer0_row31': [0, 31]}	tensor(-1.0362)
{'layer0_row217': [0, 217]}	tensor(-1.0412)
{'layer0_row239': [0, 239]}	tensor(-1.0449)
{'layer0_row269': [0, 269]}	tensor(-1.0490)
{'layer0_row99': [0, 99]}	tensor(-1.0527)
{'layer0_row53': [0, 53]}	tensor(-1.0570)
{'layer0_row84': [0, 84]}	tensor(-1.0611)
{'layer1_row74': [1, 74]}	tensor(-1.0664)
{'layer0_row271': [0, 271]}	tensor(-1.0673)
{'layer0_row169': [0, 169]}	tensor(-1.0717)
{'layer0_row251': [0, 251]}	tensor(-1.0747)
{'layer0_row77': [0, 77]}	tensor(-1.0805)
{'layer0_row9': [0, 9]}	tensor(-1.0845)
{'layer0_row68': [0, 68]}	tensor(-1.0891)
{'layer0_row52': [0, 52]}	tensor(-1.0931)
{'layer0_row56': [0, 56]}	tensor(-1.0969)
{'layer1_row67': [1, 67]}	tensor(-1.1013)
{'layer1_row33': [1, 33]}	tensor(-1.1025)
{'layer0_row125': [0, 125]}	tensor(-1.1032)
{'layer0_row105': [0, 105]}	tensor(-1.1087)
{'layer0_row19': [0, 19]}	tensor(-1.1130)
{'layer1_row72': [1, 72]}	tensor(-1.1177)
{'layer0_row23': [0, 23]}	tensor(-1.1184)
{'layer0_row259': [0, 259]}	tensor(-1.1238)
{'layer0_row253': [0, 253]}	tensor(-1.1278)
{'layer0_row244': [0, 244]}	tensor(-1.1323)
{'layer0_row209': [0, 209]}	tensor(-1.1365)
{'layer0_row247': [0, 247]}	tensor(-1.1431)
{'layer0_row21': [0, 21]}	tensor(-1.1468)
{'layer0_row46': [0, 46]}	tensor(-1.1533)
{'layer0_row55': [0, 55]}	tensor(-1.1570)
{'layer0_row34': [0, 34]}	tensor(-1.1621)
{'layer1_row54': [1, 54]}	tensor(-1.1669)
{'layer0_row280': [0, 280]}	tensor(-1.1687)
{'layer0_row59': [0, 59]}	tensor(-1.1739)
{'layer0_row243': [0, 243]}	tensor(-1.1791)
{'layer1_row86': [1, 86]}	tensor(-1.1834)
{'layer0_row289': [0, 289]}	tensor(-1.1834)
{'layer0_row230': [0, 230]}	tensor(-1.1908)
{'layer0_row139': [0, 139]}	tensor(-1.1944)
{'layer0_row60': [0, 60]}	tensor(-1.2006)
{'layer1_row80': [1, 80]}	tensor(-1.2066)
{'layer0_row29': [0, 29]}	tensor(-1.2068)
{'layer1_row31': [1, 31]}	tensor(-1.2135)
{'layer0_row65': [0, 65]}	tensor(-1.2142)
{'layer0_row240': [0, 240]}	tensor(-1.2196)
{'layer0_row97': [0, 97]}	tensor(-1.2257)
{'layer1_row22': [1, 22]}	tensor(-1.2312)
{'layer1_row82': [1, 82]}	tensor(-1.2327)
{'layer0_row81': [0, 81]}	tensor(-1.2333)
{'layer0_row79': [0, 79]}	tensor(-1.2389)
{'layer0_row143': [0, 143]}	tensor(-1.2449)
{'layer0_row175': [0, 175]}	tensor(-1.2506)
{'layer0_row66': [0, 66]}	tensor(-1.2561)
{'layer1_row79': [1, 79]}	tensor(-1.2622)
{'layer1_row40': [1, 40]}	tensor(-1.2643)
{'layer0_row100': [0, 100]}	tensor(-1.2646)
{'layer0_row252': [0, 252]}	tensor(-1.2714)
{'layer0_row64': [0, 64]}	tensor(-1.2767)
{'layer0_row22': [0, 22]}	tensor(-1.2834)
{'layer0_row80': [0, 80]}	tensor(-1.2894)
{'layer0_row193': [0, 193]}	tensor(-1.2944)
{'layer1_row51': [1, 51]}	tensor(-1.3010)
{'layer0_row45': [0, 45]}	tensor(-1.3012)
{'layer0_row227': [0, 227]}	tensor(-1.3093)
{'layer0_row144': [0, 144]}	tensor(-1.3160)
{'layer0_row75': [0, 75]}	tensor(-1.3202)
{'layer1_row35': [1, 35]}	tensor(-1.3281)
{'layer0_row37': [0, 37]}	tensor(-1.3300)
{'layer0_row88': [0, 88]}	tensor(-1.3370)
