Action	Reward
{'layer0_row258': [0, 258]}	tensor(-0.9115)
{'layer0_row223': [0, 223]}	tensor(-0.9094)
{'layer0_row280': [0, 280]}	tensor(-0.9067)
{'layer0_row56': [0, 56]}	tensor(-0.9040)
{'layer0_row57': [0, 57]}	tensor(-0.9003)
{'layer0_row79': [0, 79]}	tensor(-0.8966)
{'layer0_row152': [0, 152]}	tensor(-0.8944)
{'layer1_row67': [1, 67]}	tensor(-0.8908)
{'layer0_row224': [0, 224]}	tensor(-0.8901)
{'layer0_row281': [0, 281]}	tensor(-0.8867)
{'layer1_row33': [1, 33]}	tensor(-0.8839)
{'layer0_row207': [0, 207]}	tensor(-0.8826)
{'layer0_row11': [0, 11]}	tensor(-0.8803)
{'layer0_row116': [0, 116]}	tensor(-0.8777)
{'layer0_row232': [0, 232]}	tensor(-0.8742)
{'layer0_row130': [0, 130]}	tensor(-0.8703)
{'layer1_row28': [1, 28]}	tensor(-0.8681)
{'layer0_row260': [0, 260]}	tensor(-0.8674)
{'layer0_row132': [0, 132]}	tensor(-0.8640)
{'layer0_row295': [0, 295]}	tensor(-0.8609)
{'layer0_row38': [0, 38]}	tensor(-0.8580)
{'layer0_row285': [0, 285]}	tensor(-0.8548)
{'layer0_row233': [0, 233]}	tensor(-0.8532)
{'layer0_row163': [0, 163]}	tensor(-0.8488)
{'layer0_row277': [0, 277]}	tensor(-0.8460)
{'layer0_row286': [0, 286]}	tensor(-0.8434)
{'layer0_row136': [0, 136]}	tensor(-0.8394)
{'layer0_row249': [0, 249]}	tensor(-0.8367)
{'layer0_row94': [0, 94]}	tensor(-0.8337)
{'layer0_row8': [0, 8]}	tensor(-0.8304)
{'layer0_row167': [0, 167]}	tensor(-0.8278)
{'layer0_row267': [0, 267]}	tensor(-0.8253)
{'layer1_row1': [1, 1]}	tensor(-0.8218)
{'layer0_row158': [0, 158]}	tensor(-0.8205)
{'layer0_row273': [0, 273]}	tensor(-0.8177)
{'layer0_row164': [0, 164]}	tensor(-0.8147)
{'layer0_row293': [0, 293]}	tensor(-0.8108)
{'layer0_row201': [0, 201]}	tensor(-0.8089)
{'layer0_row197': [0, 197]}	tensor(-0.8057)
{'layer0_row246': [0, 246]}	tensor(-0.8034)
{'layer0_row83': [0, 83]}	tensor(-0.8000)
{'layer0_row228': [0, 228]}	tensor(-0.7970)
{'layer0_row190': [0, 190]}	tensor(-0.7941)
{'layer0_row122': [0, 122]}	tensor(-0.7910)
