Action	Reward
{'layer0_row190': [0, 190]}	tensor(-0.8985)
{'layer0_row257': [0, 257]}	tensor(-0.8955)
{'layer0_row292': [0, 292]}	tensor(-0.8924)
{'layer1_row5': [1, 5]}	tensor(-0.8893)
{'layer0_row94': [0, 94]}	tensor(-0.8889)
{'layer0_row158': [0, 158]}	tensor(-0.8855)
{'layer0_row164': [0, 164]}	tensor(-0.8827)
{'layer0_row246': [0, 246]}	tensor(-0.8802)
{'layer0_row228': [0, 228]}	tensor(-0.8763)
{'layer0_row38': [0, 38]}	tensor(-0.8745)
{'layer1_row64': [1, 64]}	tensor(-0.8709)
{'layer0_row122': [0, 122]}	tensor(-0.8694)
{'layer0_row43': [0, 43]}	tensor(-0.8663)
{'layer0_row217': [0, 217]}	tensor(-0.8639)
{'layer0_row271': [0, 271]}	tensor(-0.8610)
{'layer0_row53': [0, 53]}	tensor(-0.8577)
{'layer0_row249': [0, 249]}	tensor(-0.8531)
{'layer0_row99': [0, 99]}	tensor(-0.8521)
{'layer0_row169': [0, 169]}	tensor(-0.8487)
{'layer1_row38': [1, 38]}	tensor(-0.8460)
{'layer0_row77': [0, 77]}	tensor(-0.8441)
{'layer1_row47': [1, 47]}	tensor(-0.8424)
{'layer0_row9': [0, 9]}	tensor(-0.8413)
{'layer0_row68': [0, 68]}	tensor(-0.8375)
{'layer0_row251': [0, 251]}	tensor(-0.8353)
{'layer0_row198': [0, 198]}	tensor(-0.8316)
{'layer1_row67': [1, 67]}	tensor(-0.8290)
{'layer0_row2': [0, 2]}	tensor(-0.8279)
{'layer1_row72': [1, 72]}	tensor(-0.8243)
{'layer0_row280': [0, 280]}	tensor(-0.8243)
{'layer0_row209': [0, 209]}	tensor(-0.8214)
{'layer0_row55': [0, 55]}	tensor(-0.8181)
{'layer0_row244': [0, 244]}	tensor(-0.8151)
{'layer0_row253': [0, 253]}	tensor(-0.8123)
{'layer0_row192': [0, 192]}	tensor(-0.8095)
{'layer0_row34': [0, 34]}	tensor(-0.8067)
{'layer0_row259': [0, 259]}	tensor(-0.8032)
{'layer0_row243': [0, 243]}	tensor(-0.8008)
{'layer0_row59': [0, 59]}	tensor(-0.7974)
{'layer1_row86': [1, 86]}	tensor(-0.7941)
{'layer1_row31': [1, 31]}	tensor(-0.7931)
{'layer1_row80': [1, 80]}	tensor(-0.7929)
{'layer0_row240': [0, 240]}	tensor(-0.7922)
{'layer0_row29': [0, 29]}	tensor(-0.7888)
{'layer0_row97': [0, 97]}	tensor(-0.7858)
{'layer0_row143': [0, 143]}	tensor(-0.7829)
{'layer0_row230': [0, 230]}	tensor(-0.7797)
{'layer1_row22': [1, 22]}	tensor(-0.7770)
{'layer0_row289': [0, 289]}	tensor(-0.7754)
{'layer0_row66': [0, 66]}	tensor(-0.7731)
{'layer0_row227': [0, 227]}	tensor(-0.7702)
{'layer1_row51': [1, 51]}	tensor(-0.7670)
{'layer0_row45': [0, 45]}	tensor(-0.7659)
{'layer0_row144': [0, 144]}	tensor(-0.7631)
