Action	Reward
{'layer0_row192': [0, 192]}	tensor(-0.9081)
{'layer1_row38': [1, 38]}	tensor(-0.9047)
{'layer0_row94': [0, 94]}	tensor(-0.9021)
{'layer0_row246': [0, 246]}	tensor(-0.9002)
{'layer0_row190': [0, 190]}	tensor(-0.8976)
{'layer0_row228': [0, 228]}	tensor(-0.8945)
{'layer0_row292': [0, 292]}	tensor(-0.8914)
{'layer1_row5': [1, 5]}	tensor(-0.8880)
{'layer0_row158': [0, 158]}	tensor(-0.8882)
{'layer0_row164': [0, 164]}	tensor(-0.8847)
{'layer0_row122': [0, 122]}	tensor(-0.8817)
{'layer0_row38': [0, 38]}	tensor(-0.8789)
{'layer1_row64': [1, 64]}	tensor(-0.8755)
{'layer1_row47': [1, 47]}	tensor(-0.8743)
{'layer0_row249': [0, 249]}	tensor(-0.8730)
{'layer0_row43': [0, 43]}	tensor(-0.8700)
{'layer0_row217': [0, 217]}	tensor(-0.8669)
{'layer0_row99': [0, 99]}	tensor(-0.8639)
{'layer0_row53': [0, 53]}	tensor(-0.8609)
{'layer0_row169': [0, 169]}	tensor(-0.8586)
{'layer0_row251': [0, 251]}	tensor(-0.8550)
{'layer0_row77': [0, 77]}	tensor(-0.8525)
{'layer0_row271': [0, 271]}	tensor(-0.8492)
{'layer0_row198': [0, 198]}	tensor(-0.8466)
{'layer0_row9': [0, 9]}	tensor(-0.8439)
{'layer0_row68': [0, 68]}	tensor(-0.8406)
{'layer0_row2': [0, 2]}	tensor(-0.8371)
{'layer0_row257': [0, 257]}	tensor(-0.8344)
{'layer1_row67': [1, 67]}	tensor(-0.8306)
{'layer0_row34': [0, 34]}	tensor(-0.8304)
{'layer1_row54': [1, 54]}	tensor(-0.8273)
{'layer0_row253': [0, 253]}	tensor(-0.8268)
{'layer0_row244': [0, 244]}	tensor(-0.8232)
{'layer0_row259': [0, 259]}	tensor(-0.8204)
{'layer0_row55': [0, 55]}	tensor(-0.8176)
{'layer0_row243': [0, 243]}	tensor(-0.8142)
{'layer0_row59': [0, 59]}	tensor(-0.8116)
{'layer1_row86': [1, 86]}	tensor(-0.8083)
{'layer0_row280': [0, 280]}	tensor(-0.8077)
{'layer0_row289': [0, 289]}	tensor(-0.8042)
{'layer1_row80': [1, 80]}	tensor(-0.8014)
{'layer0_row29': [0, 29]}	tensor(-0.8003)
{'layer0_row209': [0, 209]}	tensor(-0.7965)
{'layer0_row230': [0, 230]}	tensor(-0.7940)
{'layer0_row97': [0, 97]}	tensor(-0.7917)
{'layer0_row143': [0, 143]}	tensor(-0.7888)
{'layer1_row31': [1, 31]}	tensor(-0.7856)
{'layer0_row175': [0, 175]}	tensor(-0.7847)
{'layer0_row66': [0, 66]}	tensor(-0.7821)
{'layer1_row22': [1, 22]}	tensor(-0.7783)
{'layer1_row51': [1, 51]}	tensor(-0.7777)
{'layer0_row227': [0, 227]}	tensor(-0.7771)
{'layer0_row45': [0, 45]}	tensor(-0.7734)
{'layer0_row240': [0, 240]}	tensor(-0.7715)
{'layer0_row144': [0, 144]}	tensor(-0.7683)
{'layer1_row72': [1, 72]}	tensor(-0.7652)
{'layer0_row213': [0, 213]}	tensor(-0.7636)
{'layer0_row88': [0, 88]}	tensor(-0.7604)
{'layer1_row74': [1, 74]}	tensor(-0.7580)
