Action	Reward
{'layer0_row249': [0, 249]}	tensor(-0.9075)
{'layer0_row94': [0, 94]}	tensor(-0.9100)
{'layer0_row158': [0, 158]}	tensor(-0.9134)
{'layer1_row53': [1, 53]}	tensor(-0.9165)
{'layer0_row164': [0, 164]}	tensor(-0.9173)
{'layer0_row246': [0, 246]}	tensor(-0.9204)
{'layer1_row33': [1, 33]}	tensor(-0.9234)
{'layer0_row228': [0, 228]}	tensor(-0.9250)
{'layer0_row125': [0, 125]}	tensor(-0.9271)
{'layer0_row190': [0, 190]}	tensor(-0.9310)
{'layer0_row122': [0, 122]}	tensor(-0.9342)
{'layer0_row257': [0, 257]}	tensor(-0.9380)
{'layer0_row97': [0, 97]}	tensor(-0.9409)
{'layer0_row292': [0, 292]}	tensor(-0.9433)
{'layer0_row192': [0, 192]}	tensor(-0.9469)
{'layer1_row5': [1, 5]}	tensor(-0.9502)
{'layer0_row38': [0, 38]}	tensor(-0.9518)
{'layer0_row126': [0, 126]}	tensor(-0.9550)
{'layer1_row38': [1, 38]}	tensor(-0.9578)
{'layer1_row47': [1, 47]}	tensor(-0.9588)
{'layer1_row64': [1, 64]}	tensor(-0.9599)
{'layer0_row43': [0, 43]}	tensor(-0.9615)
{'layer0_row217': [0, 217]}	tensor(-0.9644)
{'layer0_row99': [0, 99]}	tensor(-0.9682)
{'layer0_row53': [0, 53]}	tensor(-0.9716)
{'layer0_row271': [0, 271]}	tensor(-0.9750)
{'layer0_row169': [0, 169]}	tensor(-0.9784)
{'layer0_row251': [0, 251]}	tensor(-0.9820)
{'layer0_row77': [0, 77]}	tensor(-0.9862)
{'layer0_row9': [0, 9]}	tensor(-0.9890)
{'layer0_row68': [0, 68]}	tensor(-0.9919)
{'layer0_row198': [0, 198]}	tensor(-0.9961)
{'layer0_row2': [0, 2]}	tensor(-1.0005)
{'layer1_row67': [1, 67]}	tensor(-1.0036)
{'layer1_row72': [1, 72]}	tensor(-1.0046)
{'layer0_row259': [0, 259]}	tensor(-1.0060)
{'layer0_row253': [0, 253]}	tensor(-1.0096)
{'layer1_row51': [1, 51]}	tensor(-1.0125)
{'layer0_row42': [0, 42]}	tensor(-1.0151)
{'layer0_row244': [0, 244]}	tensor(-1.0172)
{'layer1_row23': [1, 23]}	tensor(-1.0216)
{'layer1_row57': [1, 57]}	tensor(-1.0240)
{'layer0_row209': [0, 209]}	tensor(-1.0247)
{'layer0_row55': [0, 55]}	tensor(-1.0281)
{'layer0_row34': [0, 34]}	tensor(-1.0315)
{'layer1_row54': [1, 54]}	tensor(-1.0359)
{'layer0_row280': [0, 280]}	tensor(-1.0364)
{'layer0_row59': [0, 59]}	tensor(-1.0419)
{'layer0_row243': [0, 243]}	tensor(-1.0461)
{'layer1_row86': [1, 86]}	tensor(-1.0494)
{'layer0_row299': [0, 299]}	tensor(-1.0505)
{'layer0_row289': [0, 289]}	tensor(-1.0543)
{'layer0_row230': [0, 230]}	tensor(-1.0589)
{'layer1_row80': [1, 80]}	tensor(-1.0630)
{'layer0_row29': [0, 29]}	tensor(-1.0645)
{'layer1_row31': [1, 31]}	tensor(-1.0672)
{'layer0_row240': [0, 240]}	tensor(-1.0691)
{'layer1_row22': [1, 22]}	tensor(-1.0729)
{'layer0_row143': [0, 143]}	tensor(-1.0740)
{'layer0_row175': [0, 175]}	tensor(-1.0786)
{'layer0_row66': [0, 66]}	tensor(-1.0830)
{'layer0_row45': [0, 45]}	tensor(-1.0879)
{'layer0_row227': [0, 227]}	tensor(-1.0901)
{'layer1_row24': [1, 24]}	tensor(-1.0951)
{'layer0_row144': [0, 144]}	tensor(-1.0964)
{'layer0_row213': [0, 213]}	tensor(-1.1012)
{'layer0_row75': [0, 75]}	tensor(-1.1049)
{'layer1_row35': [1, 35]}	tensor(-1.1101)
{'layer1_row74': [1, 74]}	tensor(-1.1109)
{'layer0_row88': [0, 88]}	tensor(-1.1126)
{'layer1_row85': [1, 85]}	tensor(-1.1161)
{'layer1_row89': [1, 89]}	tensor(-1.1186)
{'layer0_row26': [0, 26]}	tensor(-1.1202)
{'layer0_row72': [0, 72]}	tensor(-1.1243)
{'layer0_row180': [0, 180]}	tensor(-1.1283)
{'layer0_row172': [0, 172]}	tensor(-1.1335)
{'layer0_row31': [0, 31]}	tensor(-1.1380)
{'layer1_row26': [1, 26]}	tensor(-1.1425)
{'layer0_row130': [0, 130]}	tensor(-1.1435)
{'layer0_row127': [0, 127]}	tensor(-1.1487)
{'layer0_row123': [0, 123]}	tensor(-1.1538)
{'layer0_row248': [0, 248]}	tensor(-1.1578)
{'layer0_row105': [0, 105]}	tensor(-1.1627)
{'layer0_row10': [0, 10]}	tensor(-1.1669)
{'layer0_row65': [0, 65]}	tensor(-1.1731)
{'layer1_row45': [1, 45]}	tensor(-1.1773)
{'layer0_row238': [0, 238]}	tensor(-1.1790)
{'layer1_row49': [1, 49]}	tensor(-1.1845)
{'layer0_row284': [0, 284]}	tensor(-1.1865)
{'layer0_row64': [0, 64]}	tensor(-1.1904)
{'layer0_row162': [0, 162]}	tensor(-1.1949)
{'layer0_row85': [0, 85]}	tensor(-1.2010)
{'layer0_row20': [0, 20]}	tensor(-1.2068)
{'layer0_row161': [0, 161]}	tensor(-1.2119)
{'layer0_row154': [0, 154]}	tensor(-1.2164)
{'layer0_row120': [0, 120]}	tensor(-1.2199)
{'layer1_row30': [1, 30]}	tensor(-1.2276)
{'layer0_row225': [0, 225]}	tensor(-1.2288)
{'layer0_row220': [0, 220]}	tensor(-1.2338)
{'layer0_row74': [0, 74]}	tensor(-1.2390)
{'layer0_row106': [0, 106]}	tensor(-1.2436)
{'layer0_row203': [0, 203]}	tensor(-1.2501)
{'layer0_row229': [0, 229]}	tensor(-1.2556)
{'layer0_row37': [0, 37]}	tensor(-1.2606)
{'layer0_row211': [0, 211]}	tensor(-1.2664)
{'layer0_row235': [0, 235]}	tensor(-1.2735)
{'layer0_row268': [0, 268]}	tensor(-1.2789)
{'layer0_row231': [0, 231]}	tensor(-1.2838)
{'layer1_row36': [1, 36]}	tensor(-1.2916)
{'layer0_row167': [0, 167]}	tensor(-1.2925)
{'layer0_row165': [0, 165]}	tensor(-1.2980)
{'layer0_row93': [0, 93]}	tensor(-1.3035)
{'layer0_row89': [0, 89]}	tensor(-1.3102)
{'layer1_row56': [1, 56]}	tensor(-1.3163)
{'layer1_row18': [1, 18]}	tensor(-1.3188)
{'layer0_row170': [0, 170]}	tensor(-1.3203)
{'layer0_row100': [0, 100]}	tensor(-1.3257)
{'layer0_row159': [0, 159]}	tensor(-1.3318)
{'layer1_row73': [1, 73]}	tensor(-1.3383)
{'layer0_row293': [0, 293]}	tensor(-1.3399)
{'layer0_row226': [0, 226]}	tensor(-1.3463)
{'layer0_row188': [0, 188]}	tensor(-1.3532)
{'layer0_row7': [0, 7]}	tensor(-1.3593)
{'layer0_row241': [0, 241]}	tensor(-1.3649)
{'layer0_row139': [0, 139]}	tensor(-1.3726)
{'layer0_row221': [0, 221]}	tensor(-1.3782)
{'layer1_row90': [1, 90]}	tensor(-1.3855)
{'layer0_row8': [0, 8]}	tensor(-1.3870)
{'layer0_row294': [0, 294]}	tensor(-1.3959)
{'layer1_row55': [1, 55]}	tensor(-1.4003)
{'layer0_row218': [0, 218]}	tensor(-1.4026)
{'layer0_row283': [0, 283]}	tensor(-1.4086)
{'layer0_row133': [0, 133]}	tensor(-1.4172)
{'layer0_row96': [0, 96]}	tensor(-1.4245)
{'layer0_row11': [0, 11]}	tensor(-1.4302)
{'layer0_row264': [0, 264]}	tensor(-1.4391)
{'layer1_row20': [1, 20]}	tensor(-1.4466)
{'layer0_row69': [0, 69]}	tensor(-1.4479)
{'layer1_row13': [1, 13]}	tensor(-1.4553)
{'layer0_row6': [0, 6]}	tensor(-1.4559)
{'layer1_row97': [1, 97]}	tensor(-1.4640)
{'layer0_row281': [0, 281]}	tensor(-1.4663)
{'layer0_row109': [0, 109]}	tensor(-1.4735)
{'layer0_row149': [0, 149]}	tensor(-1.4822)
{'layer0_row178': [0, 178]}	tensor(-1.4902)
{'layer0_row113': [0, 113]}	tensor(-1.4967)
{'layer0_row19': [0, 19]}	tensor(-1.5037)
{'layer0_row250': [0, 250]}	tensor(-1.5131)
{'layer0_row118': [0, 118]}	tensor(-1.5214)
