Action	Reward
{'layer0_row122': [0, 122]}	tensor(-0.9017)
{'layer0_row292': [0, 292]}	tensor(-0.8987)
{'layer1_row38': [1, 38]}	tensor(-0.8953)
{'layer0_row158': [0, 158]}	tensor(-0.8941)
{'layer0_row94': [0, 94]}	tensor(-0.8913)
{'layer0_row246': [0, 246]}	tensor(-0.8876)
{'layer0_row164': [0, 164]}	tensor(-0.8856)
{'layer0_row190': [0, 190]}	tensor(-0.8832)
{'layer0_row228': [0, 228]}	tensor(-0.8795)
{'layer0_row192': [0, 192]}	tensor(-0.8764)
{'layer1_row5': [1, 5]}	tensor(-0.8736)
{'layer0_row257': [0, 257]}	tensor(-0.8733)
{'layer0_row38': [0, 38]}	tensor(-0.8702)
{'layer0_row249': [0, 249]}	tensor(-0.8673)
{'layer1_row47': [1, 47]}	tensor(-0.8636)
{'layer0_row217': [0, 217]}	tensor(-0.8618)
{'layer1_row64': [1, 64]}	tensor(-0.8600)
{'layer0_row99': [0, 99]}	tensor(-0.8579)
{'layer0_row53': [0, 53]}	tensor(-0.8550)
{'layer0_row77': [0, 77]}	tensor(-0.8524)
{'layer0_row169': [0, 169]}	tensor(-0.8493)
{'layer0_row251': [0, 251]}	tensor(-0.8459)
{'layer0_row198': [0, 198]}	tensor(-0.8435)
{'layer0_row271': [0, 271]}	tensor(-0.8411)
{'layer0_row43': [0, 43]}	tensor(-0.8370)
{'layer0_row68': [0, 68]}	tensor(-0.8344)
{'layer0_row2': [0, 2]}	tensor(-0.8318)
{'layer0_row9': [0, 9]}	tensor(-0.8294)
{'layer0_row259': [0, 259]}	tensor(-0.8254)
{'layer0_row253': [0, 253]}	tensor(-0.8226)
{'layer0_row244': [0, 244]}	tensor(-0.8202)
{'layer0_row209': [0, 209]}	tensor(-0.8169)
{'layer0_row55': [0, 55]}	tensor(-0.8143)
{'layer0_row34': [0, 34]}	tensor(-0.8108)
{'layer1_row67': [1, 67]}	tensor(-0.8078)
{'layer1_row72': [1, 72]}	tensor(-0.8070)
{'layer0_row280': [0, 280]}	tensor(-0.8057)
{'layer0_row59': [0, 59]}	tensor(-0.8029)
{'layer1_row54': [1, 54]}	tensor(-0.8000)
{'layer1_row86': [1, 86]}	tensor(-0.7990)
{'layer0_row230': [0, 230]}	tensor(-0.7978)
{'layer0_row289': [0, 289]}	tensor(-0.7951)
{'layer0_row243': [0, 243]}	tensor(-0.7924)
{'layer0_row29': [0, 29]}	tensor(-0.7885)
{'layer0_row240': [0, 240]}	tensor(-0.7860)
{'layer0_row97': [0, 97]}	tensor(-0.7836)
{'layer1_row31': [1, 31]}	tensor(-0.7808)
{'layer1_row80': [1, 80]}	tensor(-0.7792)
{'layer1_row22': [1, 22]}	tensor(-0.7775)
{'layer0_row66': [0, 66]}	tensor(-0.7775)
{'layer0_row175': [0, 175]}	tensor(-0.7742)
{'layer0_row143': [0, 143]}	tensor(-0.7724)
{'layer1_row51': [1, 51]}	tensor(-0.7682)
{'layer0_row75': [0, 75]}	tensor(-0.7679)
{'layer0_row45': [0, 45]}	tensor(-0.7649)
{'layer0_row144': [0, 144]}	tensor(-0.7617)
{'layer0_row213': [0, 213]}	tensor(-0.7587)
{'layer1_row74': [1, 74]}	tensor(-0.7559)
{'layer0_row88': [0, 88]}	tensor(-0.7552)
{'layer1_row85': [1, 85]}	tensor(-0.7518)
{'layer0_row227': [0, 227]}	tensor(-0.7514)
{'layer0_row26': [0, 26]}	tensor(-0.7482)
{'layer0_row72': [0, 72]}	tensor(-0.7451)
{'layer1_row35': [1, 35]}	tensor(-0.7421)
{'layer1_row26': [1, 26]}	tensor(-0.7421)
{'layer0_row31': [0, 31]}	tensor(-0.7402)
{'layer0_row130': [0, 130]}	tensor(-0.7377)
{'layer0_row127': [0, 127]}	tensor(-0.7347)
{'layer0_row123': [0, 123]}	tensor(-0.7316)
{'layer0_row180': [0, 180]}	tensor(-0.7287)
{'layer0_row248': [0, 248]}	tensor(-0.7259)
{'layer0_row10': [0, 10]}	tensor(-0.7230)
{'layer1_row49': [1, 49]}	tensor(-0.7205)
{'layer0_row65': [0, 65]}	tensor(-0.7196)
{'layer0_row64': [0, 64]}	tensor(-0.7162)
{'layer0_row162': [0, 162]}	tensor(-0.7134)
{'layer1_row45': [1, 45]}	tensor(-0.7106)
{'layer0_row284': [0, 284]}	tensor(-0.7091)
{'layer1_row33': [1, 33]}	tensor(-0.7065)
{'layer0_row120': [0, 120]}	tensor(-0.7057)
{'layer0_row85': [0, 85]}	tensor(-0.7022)
{'layer0_row154': [0, 154]}	tensor(-0.6998)
{'layer0_row225': [0, 225]}	tensor(-0.6971)
{'layer1_row30': [1, 30]}	tensor(-0.6946)
{'layer0_row74': [0, 74]}	tensor(-0.6932)
{'layer0_row220': [0, 220]}	tensor(-0.6906)
{'layer0_row37': [0, 37]}	tensor(-0.6866)
{'layer0_row203': [0, 203]}	tensor(-0.6849)
{'layer0_row211': [0, 211]}	tensor(-0.6813)
{'layer0_row268': [0, 268]}	tensor(-0.6789)
{'layer0_row231': [0, 231]}	tensor(-0.6758)
{'layer1_row36': [1, 36]}	tensor(-0.6732)
{'layer0_row106': [0, 106]}	tensor(-0.6715)
{'layer0_row165': [0, 165]}	tensor(-0.6690)
{'layer0_row167': [0, 167]}	tensor(-0.6664)
{'layer0_row89': [0, 89]}	tensor(-0.6641)
{'layer0_row93': [0, 93]}	tensor(-0.6602)
{'layer1_row18': [1, 18]}	tensor(-0.6571)
{'layer0_row100': [0, 100]}	tensor(-0.6566)
{'layer0_row170': [0, 170]}	tensor(-0.6539)
{'layer1_row73': [1, 73]}	tensor(-0.6508)
{'layer1_row56': [1, 56]}	tensor(-0.6496)
{'layer0_row293': [0, 293]}	tensor(-0.6488)
{'layer0_row159': [0, 159]}	tensor(-0.6451)
{'layer0_row188': [0, 188]}	tensor(-0.6433)
{'layer0_row7': [0, 7]}	tensor(-0.6403)
{'layer0_row221': [0, 221]}	tensor(-0.6377)
{'layer0_row139': [0, 139]}	tensor(-0.6342)
{'layer1_row55': [1, 55]}	tensor(-0.6318)
{'layer0_row294': [0, 294]}	tensor(-0.6305)
{'layer0_row283': [0, 283]}	tensor(-0.6277)
{'layer0_row218': [0, 218]}	tensor(-0.6248)
{'layer0_row96': [0, 96]}	tensor(-0.6219)
{'layer0_row226': [0, 226]}	tensor(-0.6191)
{'layer0_row11': [0, 11]}	tensor(-0.6165)
{'layer0_row264': [0, 264]}	tensor(-0.6137)
{'layer0_row69': [0, 69]}	tensor(-0.6108)
{'layer0_row133': [0, 133]}	tensor(-0.6074)
{'layer0_row241': [0, 241]}	tensor(-0.6042)
{'layer1_row20': [1, 20]}	tensor(-0.6015)
{'layer1_row13': [1, 13]}	tensor(-0.6010)
{'layer1_row97': [1, 97]}	tensor(-0.6006)
{'layer0_row281': [0, 281]}	tensor(-0.5998)
{'layer0_row6': [0, 6]}	tensor(-0.5967)
{'layer0_row178': [0, 178]}	tensor(-0.5934)
{'layer0_row109': [0, 109]}	tensor(-0.5909)
{'layer0_row113': [0, 113]}	tensor(-0.5882)
{'layer0_row149': [0, 149]}	tensor(-0.5847)
{'layer0_row19': [0, 19]}	tensor(-0.5825)
{'layer0_row247': [0, 247]}	tensor(-0.5794)
{'layer0_row118': [0, 118]}	tensor(-0.5764)
{'layer0_row250': [0, 250]}	tensor(-0.5739)
{'layer0_row278': [0, 278]}	tensor(-0.5706)
{'layer0_row157': [0, 157]}	tensor(-0.5677)
{'layer1_row34': [1, 34]}	tensor(-0.5645)
{'layer1_row93': [1, 93]}	tensor(-0.5640)
{'layer0_row152': [0, 152]}	tensor(-0.5633)
{'layer1_row52': [1, 52]}	tensor(-0.5602)
{'layer1_row70': [1, 70]}	tensor(-0.5601)
{'layer1_row39': [1, 39]}	tensor(-0.5589)
{'layer0_row191': [0, 191]}	tensor(-0.5584)
{'layer0_row103': [0, 103]}	tensor(-0.5556)
{'layer0_row25': [0, 25]}	tensor(-0.5528)
{'layer0_row184': [0, 184]}	tensor(-0.5493)
{'layer0_row105': [0, 105]}	tensor(-0.5471)
{'layer1_row29': [1, 29]}	tensor(-0.5440)
{'layer1_row76': [1, 76]}	tensor(-0.5437)
{'layer0_row90': [0, 90]}	tensor(-0.5430)
{'layer0_row201': [0, 201]}	tensor(-0.5396)
{'layer0_row151': [0, 151]}	tensor(-0.5372)
{'layer0_row277': [0, 277]}	tensor(-0.5344)
{'layer1_row62': [1, 62]}	tensor(-0.5314)
{'layer0_row104': [0, 104]}	tensor(-0.5307)
{'layer0_row156': [0, 156]}	tensor(-0.5275)
{'layer0_row48': [0, 48]}	tensor(-0.5250)
{'layer0_row62': [0, 62]}	tensor(-0.5217)
{'layer0_row147': [0, 147]}	tensor(-0.5191)
{'layer0_row207': [0, 207]}	tensor(-0.5158)
{'layer0_row146': [0, 146]}	tensor(-0.5137)
{'layer1_row0': [1, 0]}	tensor(-0.5106)
{'layer0_row200': [0, 200]}	tensor(-0.5102)
{'layer1_row15': [1, 15]}	tensor(-0.5075)
{'layer0_row298': [0, 298]}	tensor(-0.5066)
{'layer0_row131': [0, 131]}	tensor(-0.5036)
{'layer0_row238': [0, 238]}	tensor(-0.5006)
{'layer0_row173': [0, 173]}	tensor(-0.4979)
{'layer0_row60': [0, 60]}	tensor(-0.4949)
{'layer0_row8': [0, 8]}	tensor(-0.4919)
{'layer0_row177': [0, 177]}	tensor(-0.4895)
{'layer1_row69': [1, 69]}	tensor(-0.4861)
{'layer1_row82': [1, 82]}	tensor(-0.4858)
{'layer0_row297': [0, 297]}	tensor(-0.4849)
{'layer0_row18': [0, 18]}	tensor(-0.4821)
{'layer1_row78': [1, 78]}	tensor(-0.4793)
{'layer0_row179': [0, 179]}	tensor(-0.4787)
{'layer0_row276': [0, 276]}	tensor(-0.4761)
{'layer0_row266': [0, 266]}	tensor(-0.4724)
{'layer0_row141': [0, 141]}	tensor(-0.4699)
{'layer0_row86': [0, 86]}	tensor(-0.4673)
{'layer0_row267': [0, 267]}	tensor(-0.4647)
{'layer0_row262': [0, 262]}	tensor(-0.4617)
{'layer1_row4': [1, 4]}	tensor(-0.4590)
{'layer0_row263': [0, 263]}	tensor(-0.4586)
{'layer0_row30': [0, 30]}	tensor(-0.4547)
{'layer1_row44': [1, 44]}	tensor(-0.4525)
{'layer0_row132': [0, 132]}	tensor(-0.4519)
{'layer1_row41': [1, 41]}	tensor(-0.4490)
{'layer0_row242': [0, 242]}	tensor(-0.4487)
{'layer0_row84': [0, 84]}	tensor(-0.4458)
{'layer1_row7': [1, 7]}	tensor(-0.4427)
{'layer0_row171': [0, 171]}	tensor(-0.4421)
{'layer1_row58': [1, 58]}	tensor(-0.4397)
{'layer0_row115': [0, 115]}	tensor(-0.4387)
{'layer0_row102': [0, 102]}	tensor(-0.4358)
{'layer0_row182': [0, 182]}	tensor(-0.4330)
{'layer1_row28': [1, 28]}	tensor(-0.4304)
