Action	Reward
{'layer0_row249': [0, 249]}	tensor(-0.9040)
{'layer0_row94': [0, 94]}	tensor(-0.9070)
{'layer0_row158': [0, 158]}	tensor(-0.9104)
{'layer1_row53': [1, 53]}	tensor(-0.9141)
{'layer0_row164': [0, 164]}	tensor(-0.9144)
{'layer0_row246': [0, 246]}	tensor(-0.9180)
{'layer1_row33': [1, 33]}	tensor(-0.9203)
{'layer0_row228': [0, 228]}	tensor(-0.9222)
{'layer0_row125': [0, 125]}	tensor(-0.9249)
{'layer0_row227': [0, 227]}	tensor(-0.9276)
{'layer0_row190': [0, 190]}	tensor(-0.9306)
{'layer0_row122': [0, 122]}	tensor(-0.9340)
{'layer0_row240': [0, 240]}	tensor(-0.9384)
{'layer0_row257': [0, 257]}	tensor(-0.9415)
{'layer0_row292': [0, 292]}	tensor(-0.9437)
{'layer0_row192': [0, 192]}	tensor(-0.9475)
{'layer1_row5': [1, 5]}	tensor(-0.9504)
{'layer0_row126': [0, 126]}	tensor(-0.9516)
{'layer0_row38': [0, 38]}	tensor(-0.9542)
{'layer1_row38': [1, 38]}	tensor(-0.9583)
{'layer1_row47': [1, 47]}	tensor(-0.9603)
{'layer1_row64': [1, 64]}	tensor(-0.9611)
{'layer0_row43': [0, 43]}	tensor(-0.9602)
{'layer0_row217': [0, 217]}	tensor(-0.9655)
{'layer0_row99': [0, 99]}	tensor(-0.9688)
{'layer0_row53': [0, 53]}	tensor(-0.9724)
{'layer0_row271': [0, 271]}	tensor(-0.9758)
{'layer0_row169': [0, 169]}	tensor(-0.9791)
{'layer0_row251': [0, 251]}	tensor(-0.9820)
{'layer0_row77': [0, 77]}	tensor(-0.9854)
{'layer0_row9': [0, 9]}	tensor(-0.9897)
{'layer0_row68': [0, 68]}	tensor(-0.9933)
{'layer0_row198': [0, 198]}	tensor(-0.9958)
{'layer0_row2': [0, 2]}	tensor(-1.0010)
{'layer1_row67': [1, 67]}	tensor(-1.0035)
{'layer1_row72': [1, 72]}	tensor(-1.0046)
{'layer0_row259': [0, 259]}	tensor(-1.0063)
{'layer0_row66': [0, 66]}	tensor(-1.0102)
{'layer0_row253': [0, 253]}	tensor(-1.0147)
{'layer0_row244': [0, 244]}	tensor(-1.0171)
{'layer0_row15': [0, 15]}	tensor(-1.0217)
{'layer0_row201': [0, 201]}	tensor(-1.0254)
{'layer1_row26': [1, 26]}	tensor(-1.0298)
{'layer0_row209': [0, 209]}	tensor(-1.0306)
{'layer0_row268': [0, 268]}	tensor(-1.0348)
{'layer0_row55': [0, 55]}	tensor(-1.0383)
{'layer0_row34': [0, 34]}	tensor(-1.0419)
{'layer1_row54': [1, 54]}	tensor(-1.0460)
{'layer0_row280': [0, 280]}	tensor(-1.0471)
{'layer0_row59': [0, 59]}	tensor(-1.0515)
{'layer0_row243': [0, 243]}	tensor(-1.0553)
{'layer1_row86': [1, 86]}	tensor(-1.0594)
{'layer0_row172': [0, 172]}	tensor(-1.0603)
{'layer0_row106': [0, 106]}	tensor(-1.0642)
{'layer0_row289': [0, 289]}	tensor(-1.0676)
{'layer0_row230': [0, 230]}	tensor(-1.0726)
{'layer1_row80': [1, 80]}	tensor(-1.0773)
{'layer0_row29': [0, 29]}	tensor(-1.0792)
{'layer1_row31': [1, 31]}	tensor(-1.0829)
{'layer0_row97': [0, 97]}	tensor(-1.0843)
{'layer1_row22': [1, 22]}	tensor(-1.0879)
{'layer0_row143': [0, 143]}	tensor(-1.0886)
{'layer0_row260': [0, 260]}	tensor(-1.0941)
{'layer0_row205': [0, 205]}	tensor(-1.0989)
